Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Position Report Type,Prefixo,,,,,,,,,,,,
2025-10-20 21:23:48,2025-10-20 21:23:48,2025-10-20 21:21:35,385349,862689070266025,12068,GTERI,4.05,00008200,69840A,13083,82,00,11,,,8,1,0724,0006,C4A7,07A72717,0.0,175,541.1,-23.270422,-51.167810,18711.6,,21,0,2,3,,,,,,,,,,,,,,,,1,0.0,175,541.1,-51.167810,-23.270422,2025-10-20 21:21:35,8,18711.6,10,+RESP:,,,,,,,,,,,,
2025-10-20 20:23:48,2025-10-20 20:23:48,2025-10-20 20:21:28,385349,862689070266025,12067,GTERI,4.08,00008200,69840A,13123,82,00,11,,,7,1,0724,0006,C4A7,07A72717,0.0,175,541.1,-23.270422,-51.167810,18711.6,,21,0,2,3,,,,,,,,,,,,,,,,1,0.0,175,541.1,-51.167810,-23.270422,2025-10-20 20:21:28,7,18711.6,10,+RESP:,,,,,,,,,,,,
2025-10-20 19:23:48,2025-10-20 19:23:48,2025-10-20 19:21:33,385349,862689070266025,12066,GTERI,4.11,00008200,69840A,13147,82,00,11,,,7,1,0724,0006,C4A7,07A72717,0.0,175,541.1,-23.270422,-51.167810,18711.6,,20,0,2,3,,,,,,,,,,,,,,,,1,0.0,175,541.1,-51.167810,-23.270422,2025-10-20 19:21:33,7,18711.6,10,+RESP:,,,,,,,,,,,,
2025-10-20 18:24:00,2025-10-20 18:23:52,2025-10-20 18:23:51,385349,862689070266025,12065,GTIGF,4.19,,69840A,12491,82,00,12,174,,12,0,0724,0006,C4A7,07A5CC17,0.0,175,541.1,-23.270422,-51.167810,18711.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:23:21,2025-10-20 18:23:00,2025-10-20 18:22:59,385349,862689070266025,12064,GTERI,4.19,00008200,69840A,13740,83,00,22,,,14,1,0724,0006,C4A7,07A5CC17,15.8,193,542.8,-23.270457,-51.167832,18711.6,,22,0,2,3,,,,,,,,,,,,,,,,1,32.3,179,544.5,-51.167807,-23.270275,2025-10-20 18:22:54,14,18711.7,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:23:20,2025-10-20 18:22:53,2025-10-20 18:22:52,385349,862689070266025,12062,GTSPD,4.19,,69840A,13748,83,00,22,,,14,1,0724,0006,C4A7,07A72917,37.1,179,547.2,-23.270102,-51.167800,18711.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:23:19,2025-10-20 18:22:49,2025-10-20 18:22:48,385349,862689070266025,12061,GTSPD,4.19,,69840A,13804,83,00,22,,,14,1,0724,0006,C4A7,07A5CC17,40.7,177,553.4,-23.269685,-51.167802,18711.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:23:19,2025-10-20 18:22:47,2025-10-20 18:22:46,385349,862689070266025,12060,GTSPD,4.19,,69840A,13780,83,00,22,,,14,1,0724,0006,C4A7,07A5BE15,38.8,178,556.8,-23.269468,-51.167807,18711.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:23:18,2025-10-20 18:22:39,2025-10-20 18:22:38,385349,862689070266025,12059,GTSPD,4.19,,69840A,13772,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,42.0,178,568.7,-23.268592,-51.167788,18711.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:22:39,2025-10-20 18:22:39,2025-10-20 18:22:38,385349,862689070266025,12059,GTSPD,4.19,,69840A,13772,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,42.0,178,568.7,-23.268592,-51.167788,18711.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:22:35,2025-10-20 18:22:35,2025-10-20 18:22:34,385349,862689070266025,12058,GTERI,4.19,00008200,69840A,13732,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,23.9,137,569.9,-23.268200,-51.167785,18711.4,,23,0,2,3,,,,,,,,,,,,,,,,1,38.4,86,571.3,-51.168147,-23.268107,2025-10-20 18:22:29,14,18711.4,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:22:11,2025-10-20 18:22:05,2025-10-20 18:22:04,385349,862689070266025,12057,GTSPD,4.18,,69840A,13788,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,34.1,88,573.1,-23.268097,-51.169908,18711.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:21:58,2025-10-20 18:21:51,2025-10-20 18:21:50,385349,862689070266025,12056,GTSPD,4.17,,69840A,13812,83,00,22,,,14,1,0724,0006,C4A7,07B2DC16,41.3,90,583.0,-23.268133,-51.171575,18711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:21:50,2025-10-20 18:21:45,2025-10-20 18:21:44,385349,862689070266025,12055,GTERI,4.17,00008200,69840A,13796,83,00,22,,,14,1,0724,0006,C4A7,07B2DC16,23.6,90,584.7,-23.268155,-51.172150,18710.9,,21,0,2,3,,,,,,,,,,,,,,,,1,23.6,90,584.7,-51.172150,-23.268155,2025-10-20 18:21:44,14,18711.0,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:21:50,2025-10-20 18:21:42,2025-10-20 18:21:41,385349,862689070266025,12054,GTERI,4.17,00008200,69840A,13740,83,00,22,,,14,1,0724,0006,C4A7,07B2DC16,18.3,135,585.1,-23.268123,-51.172330,18710.9,,23,0,2,3,,,,,,,,,,,,,,,,1,22.0,182,585.1,-51.172387,-23.267973,2025-10-20 18:21:38,14,18710.9,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:21:42,2025-10-20 18:21:34,2025-10-20 18:21:33,385349,862689070266025,12053,GTERI,4.16,00008200,69840A,13732,83,00,22,,,14,1,0724,0006,C4A7,07B2DC16,4.3,171,585.0,-23.267785,-51.172347,18710.9,,23,0,2,3,,,,,,,,,,,,,,,,1,4.3,171,585.0,-51.172347,-23.267785,2025-10-20 18:21:33,14,18710.9,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:21:02,2025-10-20 18:20:58,2025-10-20 18:16:08,385349,862689070266025,12051,GTIGN,4.15,,69840A,13019,83,00,21,,290,14,1,0724,0006,C4A7,07B2DC16,0.0,178,585.1,-23.267733,-51.172393,18710.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:16:08,2025-10-20 18:16:08,2025-10-20 18:16:07,385349,862689070266025,12050,GTIGF,4.19,,69840A,13331,82,00,12,942,,14,0,0724,0006,C4A7,07B2DC16,0.0,178,585.1,-23.267733,-51.172393,18710.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:15:53,2025-10-20 18:15:54,2025-10-20 18:15:53,385349,862689070266025,12049,GTERI,4.19,00008200,69840A,13788,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,14.4,217,588.6,-23.267482,-51.172380,18710.9,,19,0,2,3,,,,,,,,,,,,,,,,1,27.3,268,590.7,-51.172030,-23.267430,2025-10-20 18:15:43,13,18710.9,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:15:46,2025-10-20 18:15:47,,385349,862689070266025,12048,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 18:15:42,2025-10-20 18:15:42,2025-10-20 18:15:41,385349,862689070266025,12047,GTSPD,4.19,,69840A,13788,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,33.5,268,590.5,-23.267425,-51.171862,18710.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:15:23,2025-10-20 18:15:23,2025-10-20 18:15:18,385349,862689070266025,12046,GTERI,4.19,00008200,69840A,13820,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,46.0,269,576.0,-23.267403,-51.168942,18710.6,,20,0,2,3,,,,,,,,,,,,,,,,1,46.8,269,577.4,-51.169447,-23.267392,2025-10-20 18:15:22,14,18710.6,10,+RESP:,,,,,,,,,,,,
2025-10-20 18:15:13,2025-10-20 18:15:13,2025-10-20 18:15:12,385349,862689070266025,12045,GTSPD,4.19,,69840A,13820,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,42.8,270,576.4,-23.267398,-51.168217,18710.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:15:01,2025-10-20 18:15:00,2025-10-20 18:14:59,385349,862689070266025,12044,GTERI,4.19,00008200,69840A,13780,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,9.4,233,577.6,-23.267302,-51.167203,18710.3,,22,0,2,3,,,,,,,,,,,,,,,,1,12.8,211,576.8,-51.167180,-23.267318,2025-10-20 18:14:56,14,18710.4,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:14:59,2025-10-20 18:14:55,2025-10-20 18:14:54,385349,862689070266025,12043,GTSPD,4.19,,69840A,13748,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,32.2,196,577.9,-23.267287,-51.167122,18710.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:14:34,2025-10-20 18:14:26,2025-10-20 18:14:25,385349,862689070266025,12042,GTSPD,4.19,,69840A,13820,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,43.1,180,579.2,-23.263310,-51.167032,18709.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:14:10,2025-10-20 18:14:04,2025-10-20 18:14:03,385349,862689070266025,12040,GTERI,4.19,00008200,69840A,13668,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,13.5,199,584.0,-23.262710,-51.167050,18709.8,,28,0,2,3,,,,,,,,,,,,,,,,1,30.3,270,579.2,-51.166585,-23.262635,2025-10-20 18:13:53,14,18709.8,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:13:57,2025-10-20 18:13:52,2025-10-20 18:13:51,385349,862689070266025,12039,GTSPD,4.19,,69840A,13796,83,00,22,,,14,1,0724,0006,C4A7,07A5BC17,35.6,269,579.0,-23.262630,-51.166400,18709.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:13:32,2025-10-20 18:13:32,2025-10-20 18:13:31,385349,862689070266025,12038,GTSPD,4.19,,69840A,13820,83,00,22,,,14,1,0724,0006,C4A7,07A5BC16,41.9,269,566.1,-23.262627,-51.163995,18709.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:13:21,2025-10-20 18:13:22,2025-10-20 18:13:21,385349,862689070266025,12037,GTSPD,4.19,,69840A,13804,83,00,22,,,14,1,0724,0006,C4A7,07A5BC16,30.9,272,557.7,-23.262640,-51.163032,18709.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:13:19,2025-10-20 18:13:20,2025-10-20 18:13:19,385349,862689070266025,12036,GTSPD,4.19,,69840A,13828,83,00,22,,,14,1,0724,0006,C4A7,07A5BC16,41.6,270,556.3,-23.262640,-51.162838,18709.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:13:09,2025-10-20 18:13:10,,385349,862689070266025,12035,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 18:13:06,2025-10-20 18:13:07,2025-10-20 18:13:06,385349,862689070266025,12034,GTSPD,4.19,,69840A,13780,83,00,22,,,14,1,0724,0006,C4A7,07A5BC16,30.3,270,552.6,-23.262632,-51.161798,18709.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:12:41,2025-10-20 18:12:39,2025-10-20 18:12:38,385349,862689070266025,12033,GTSPD,4.19,,69840A,13812,83,00,22,,,14,1,0724,0006,C4A7,07A72915,42.5,262,578.0,-23.262553,-51.158140,18708.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:12:29,2025-10-20 18:12:27,2025-10-20 18:12:26,385349,862689070266025,12032,GTERI,4.19,00008200,69840A,13732,83,00,22,,,15,1,0724,0006,C4A7,07A72915,25.7,243,573.7,-23.262357,-51.157003,18708.8,,21,0,2,3,,,,,,,,,,,,,,,,1,30.8,190,572.5,-51.156892,-23.262278,2025-10-20 18:12:24,15,18708.8,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:12:24,2025-10-20 18:12:24,2025-10-20 18:12:23,385349,862689070266025,12030,GTERI,4.19,00008200,69840A,13716,83,00,22,,,15,1,0724,0006,C4A7,07A72915,30.4,182,571.3,-23.262208,-51.156875,18708.8,,25,0,2,3,,,,,,,,,,,,,,,,1,30.4,182,571.3,-51.156875,-23.262208,2025-10-20 18:12:23,15,18708.8,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:12:24,2025-10-20 18:12:23,2025-10-20 18:12:18,385349,862689070266025,12029,GTERI,4.19,00008200,69840A,13716,83,00,22,,,15,1,0724,0006,C4A7,07A72915,39.3,168,572.7,-23.261780,-51.156960,18708.8,,20,0,2,3,,,,,,,,,,,,,,,,1,38.1,168,571.8,-51.156910,-23.261955,2025-10-20 18:12:20,14,18708.8,10,+RESP:,,,,,,,,,,,,
2025-10-20 18:12:18,2025-10-20 18:12:19,2025-10-20 18:12:18,385349,862689070266025,12028,GTSPD,4.19,,69840A,13796,83,00,22,,,15,1,0724,0006,C4A7,07A72915,39.3,168,572.7,-23.261780,-51.156960,18708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:12:03,2025-10-20 18:12:04,2025-10-20 18:12:03,385349,862689070266025,12027,GTSPD,4.19,,69840A,13796,83,00,22,,,15,1,0724,0006,C4A7,07A5BC16,44.0,166,579.5,-23.259862,-51.157333,18708.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:11:48,2025-10-20 18:11:49,2025-10-20 18:11:48,385349,862689070266025,12026,GTERI,4.19,00008200,69840A,13740,83,00,22,,,15,1,0724,0006,C4A7,07A57D17,18.8,160,581.9,-23.258768,-51.157865,18708.4,,22,0,2,3,,,,,,,,,,,,,,,,1,18.8,160,581.9,-51.157865,-23.258768,2025-10-20 18:11:48,15,18708.4,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:11:43,2025-10-20 18:11:44,2025-10-20 18:11:43,385349,862689070266025,12025,GTERI,4.19,00008200,69840A,13724,83,00,22,,,15,1,0724,0006,C4A7,07A57D17,13.8,214,582.3,-23.258562,-51.157835,18708.3,,24,0,2,3,,,,,,,,,,,,,,,,1,16.7,240,582.2,-51.157720,-23.258477,2025-10-20 18:11:39,15,18708.4,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:11:37,2025-10-20 18:11:37,2025-10-20 18:11:36,385349,862689070266025,12024,GTERI,4.19,00008200,69840A,13644,83,00,22,,,15,1,0724,0006,C4A7,07A72915,13.6,266,582.6,-23.258440,-51.157595,18708.3,,20,0,2,3,,,,,,,,,,,,,,,,1,18.7,313,585.0,-51.157322,-23.258547,2025-10-20 18:11:28,15,18708.3,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:11:27,2025-10-20 18:11:27,2025-10-20 18:11:26,385349,862689070266025,12023,GTERI,4.19,00008200,69840A,13860,83,00,22,,,14,1,0724,0006,C4A7,07A5BC16,9.2,292,585.7,-23.258590,-51.157207,18708.3,,21,0,2,3,,,,,,,,,,,,,,,,1,14.4,253,583.0,-51.156963,-23.258583,2025-10-20 18:11:11,14,18708.3,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:09:23,2025-10-20 18:09:23,2025-10-20 18:09:18,385349,862689070266025,12021,GTERI,4.19,00008200,69840A,13812,83,00,22,,,15,1,0724,0006,C4A7,07A5BC16,0.0,236,569.7,-23.258122,-51.155845,18708.1,,24,0,2,3,,,,,,,,,,,,,,,,1,30.4,237,561.6,-51.155198,-23.257795,2025-10-20 18:08:34,14,18708.1,10,+RESP:,,,,,,,,,,,,
2025-10-20 18:08:35,2025-10-20 18:08:33,2025-10-20 18:08:32,385349,862689070266025,12020,GTERI,4.19,00008200,69840A,13836,83,00,22,,,14,1,0724,0006,C4A7,07A72915,27.6,242,561.5,-23.257715,-51.155062,18708.0,,19,0,2,3,,,,,,,,,,,,,,,,1,29.8,278,563.7,-51.154210,-23.257687,2025-10-20 18:08:13,13,18708.0,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:08:16,2025-10-20 18:08:03,2025-10-20 18:08:02,385349,862689070266025,12018,GTERI,4.19,00008200,69840A,13780,83,00,22,,,14,1,0724,0006,C4A7,07A72915,7.3,290,561.7,-23.257768,-51.153590,18707.9,,20,0,2,3,,,,,,,,,,,,,,,,1,38.0,278,563.2,-51.153148,-23.257833,2025-10-20 18:07:50,14,18707.9,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:06:40,2025-10-20 18:06:23,2025-10-20 18:06:18,385349,862689070266025,12016,GTERI,4.19,00008200,69840A,13692,83,00,22,,,15,1,0724,0006,C4A7,07A57D17,0.0,277,574.5,-23.258217,-51.150007,18707.5,,25,0,2,3,,,,,,,,,,,,,,,,1,32.7,270,588.7,-51.145898,-23.258503,2025-10-20 18:04:31,14,18707.1,10,+RESP:,,,,,,,,,,,,
2025-10-20 18:04:06,2025-10-20 18:04:06,2025-10-20 18:04:05,385349,862689070266025,12014,GTERI,4.19,00008200,69840A,13732,83,00,22,,,15,1,0724,0006,C4A7,07A57D17,5.5,241,588.0,-23.258487,-51.144907,18707.0,,30,0,2,3,,,,,,,,,,,,,,,,1,33.7,187,584.8,-51.144622,-23.257422,2025-10-20 18:03:39,15,18706.9,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:03:46,2025-10-20 18:03:45,,385349,862689070266025,12013,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 18:03:45,2025-10-20 18:03:45,,385349,862689070266025,12013,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 18:03:31,2025-10-20 18:03:31,2025-10-20 18:03:30,385349,862689070266025,12012,GTERI,4.19,00008200,69840A,13676,83,00,22,,,15,1,0724,0006,C4A7,07A57D15,7.3,225,579.2,-23.256927,-51.144498,18706.8,,26,0,2,3,,,,,,,,,,,,,,,,1,31.6,273,575.7,-51.144240,-23.256928,2025-10-20 18:03:24,15,18706.8,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:03:29,2025-10-20 18:03:29,,385349,862689070266025,12011,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 18:03:24,2025-10-20 18:03:23,2025-10-20 18:03:18,385349,862689070266025,12010,GTERI,4.19,00008200,69840A,13836,83,00,22,,,15,1,0724,0006,C4A7,07A57D15,34.8,268,572.2,-23.256947,-51.143680,18706.8,,24,0,2,3,,,,,,,,,,,,,,,,1,35.1,270,571.9,-51.143580,-23.256943,2025-10-20 18:03:17,15,18706.8,10,+RESP:,,,,,,,,,,,,
2025-10-20 18:02:45,2025-10-20 18:02:44,2025-10-20 18:02:43,385349,862689070266025,12009,GTERI,4.19,00008200,69840A,13708,83,00,22,,,15,1,0724,0006,C4A7,07A57D16,16.9,289,570.7,-23.256965,-51.142682,18706.6,,24,0,2,3,,,,,,,,,,,,,,,,1,34.2,1,574.7,-51.142620,-23.257675,2025-10-20 18:02:32,14,18706.6,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:02:31,2025-10-20 18:02:29,2025-10-20 18:02:28,385349,862689070266025,12008,GTERI,4.19,00008200,69840A,13804,83,00,22,,,14,1,0724,0006,C4A7,07A57D16,24.0,331,574.9,-23.257992,-51.142620,18706.5,,27,0,2,3,,,,,,,,,,,,,,,,1,25.2,284,573.9,-51.142113,-23.258200,2025-10-20 18:02:19,14,18706.5,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:02:14,2025-10-20 18:02:15,,385349,862689070266025,12006,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 18:02:12,2025-10-20 18:02:13,,385349,862689070266025,12005,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 18:02:11,2025-10-20 18:02:11,2025-10-20 18:02:10,385349,862689070266025,12004,GTSPD,4.19,,69840A,13804,83,00,22,,,14,1,0724,0006,C4A7,07A57D16,37.0,282,574.1,-23.258327,-51.141603,18706.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:02:09,2025-10-20 18:02:07,2025-10-20 18:02:06,385349,862689070266025,12003,GTSPD,4.19,,69840A,13828,83,00,22,,,14,1,0724,0006,C4A7,07A57D16,42.4,285,573.5,-23.258432,-51.141165,18706.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:01:55,2025-10-20 18:01:49,2025-10-20 18:01:48,385349,862689070266025,12002,GTERI,4.18,00008200,69840A,13828,83,00,22,,,15,1,0724,0006,C4A7,07A57D16,32.6,290,573.2,-23.258722,-51.139953,18706.2,,31,0,2,3,,,,,,,,,,,,,,,,1,32.6,290,573.2,-51.139953,-23.258722,2025-10-20 18:01:48,15,18706.3,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:01:54,2025-10-20 18:01:47,2025-10-20 18:01:46,385349,862689070266025,12001,GTSPD,4.18,,69840A,13788,83,00,22,,,15,1,0724,0006,C4A7,07A57D16,34.4,317,572.9,-23.258783,-51.139790,18706.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:01:44,2025-10-20 18:01:37,2025-10-20 18:01:36,385349,862689070266025,12000,GTERI,4.17,00008200,69840A,13836,83,00,22,,,14,1,0724,0006,C4A7,07A57D16,56.0,316,573.4,-23.259817,-51.139138,18706.1,,28,0,2,3,,,,,,,,,,,,,,,,1,56.2,312,573.6,-51.139030,-23.259915,2025-10-20 18:01:35,14,18706.1,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:01:35,2025-10-20 18:01:31,2025-10-20 18:01:30,385349,862689070266025,11999,GTSPD,4.17,,69840A,13884,83,00,22,,,15,1,0724,0006,C4A7,07A57D16,45.2,311,575.4,-23.260337,-51.138487,18706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:01:28,2025-10-20 18:01:25,2025-10-20 18:01:24,385349,862689070266025,11998,GTERI,4.16,00008200,69840A,13796,83,00,22,,,15,1,0724,0006,C4A7,07A57D16,26.6,281,572.6,-23.260538,-51.137978,18705.9,,26,0,2,3,,,,,,,,,,,,,,,,1,29.6,295,571.7,-51.137893,-23.260547,2025-10-20 18:01:23,15,18706.0,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:01:22,2025-10-20 18:01:22,2025-10-20 18:01:21,385349,862689070266025,11997,GTERI,4.16,00008200,69840A,13876,83,00,22,,,15,1,0724,0006,C4A7,07A57D16,30.0,333,569.6,-23.260622,-51.137728,18705.9,,30,0,2,3,,,,,,,,,,,,,,,,1,33.5,29,566.1,-51.137713,-23.260932,2025-10-20 18:01:17,15,18705.9,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:01:15,2025-10-20 18:01:15,2025-10-20 18:01:14,385349,862689070266025,11996,GTERI,4.16,00008200,69840A,13796,83,00,22,,,15,1,0724,0006,C4A7,07A57D16,23.6,38,564.0,-23.261105,-51.137863,18705.9,,26,0,2,3,,,,,,,,,,,,,,,,1,26.4,18,561.8,-51.137940,-23.261198,2025-10-20 18:01:12,15,18705.9,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:01:10,2025-10-20 18:01:11,2025-10-20 18:01:10,385349,862689070266025,11995,GTSPD,4.15,,69840A,13860,83,00,22,,,14,1,0724,0006,C4A7,07A57D16,36.0,3,560.6,-23.261347,-51.137968,18705.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:00:43,2025-10-20 18:00:44,2025-10-20 18:00:43,385349,862689070266025,11994,GTSPD,4.13,,69840A,13892,83,00,22,,,14,1,0724,0006,C4A7,07A73915,42.5,2,551.8,-23.264525,-51.138015,18705.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 18:00:35,2025-10-20 18:00:34,2025-10-20 18:00:34,385349,862689070266025,11993,GTERI,4.12,00008200,69840A,13724,83,00,22,,,12,1,0724,0006,C4A7,07A73915,25.2,348,551.0,-23.265263,-51.138002,18705.4,,25,0,2,3,,,,,,,,,,,,,,,,1,25.2,348,551.0,-51.138002,-23.265263,2025-10-20 18:00:34,12,18705.4,11,+RESP:,,,,,,,,,,,,
2025-10-20 18:00:24,2025-10-20 18:00:23,2025-10-20 17:57:54,385349,862689070266025,11991,GTIGN,4.12,,69840A,12987,83,00,22,,150,13,1,0724,0006,C4A7,07A73915,0.0,145,551.4,-23.265507,-51.137858,18705.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 17:57:55,2025-10-20 17:57:53,2025-10-20 17:57:53,385349,862689070266025,11990,GTIGF,4.19,,69840A,13451,82,00,12,1834,,13,0,0724,0006,C4A7,07A73915,0.0,145,551.4,-23.265507,-51.137858,18705.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+RESP:,,,,,,,,,,,,
2025-10-20 17:57:44,2025-10-20 17:57:44,2025-10-20 17:57:44,385349,862689070266025,11989,GTERI,4.19,00008200,69840A,13668,83,00,22,,,14,1,0724,0006,C4A7,07A73915,6.8,129,551.5,-23.265488,-51.137882,18705.4,,21,0,2,3,,,,,,,,,,,,,,,,1,8.0,151,550.8,-51.137947,-23.265422,2025-10-20 17:57:39,14,18705.4,11,+RESP:,,,,,,,,,,,,
