Sequência,veiPlaca,Tipo Dispositivo,IMEI,GNSS UTC Time,Data/Hora Inclusão,Data/Hora Evento,Azimuth,delay,Latitude,Longitude,Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Motion Status,Event Code,Hodômetro Total,RAT,Position Report Type
5093,SUR6A68,83,862689070242307,2025-06-16 21:20:15,2025-06-16 21:21:56.103,2025-06-16 21:21:55,268.00000,1,-23.50797,-47.60231,6,Válido,0,12972,0,760,11,27,3041.00,10,10
5094,SUR6A68,83,862689070242307,2025-06-16 22:19:48,2025-06-16 22:21:56.127,2025-06-16 22:21:55,268.00000,1,-23.50797,-47.60231,4,Inválido,0,12956,0,760,11,27,3041.00,10,10
5095,SUR6A68,83,862689070242307,2025-06-16 23:19:47,2025-06-16 23:21:56.107,2025-06-16 23:21:55,268.00000,1,-23.50797,-47.60231,4,Inválido,0,12948,0,760,11,27,3041.00,10,10
5096,SUR6A68,83,862689070242307,2025-06-17 00:20:34,2025-06-17 00:21:56.040,2025-06-17 00:21:55,268.00000,1,-23.50797,-47.60231,10,Válido,0,12924,0,760,11,27,3041.00,10,10
5097,SUR6A68,83,862689070242307,2025-06-17 01:19:38,2025-06-17 01:21:56.020,2025-06-17 01:21:55,268.00000,1,-23.50797,-47.60231,11,Válido,0,12932,0,760,11,27,3041.00,10,10
5098,SUR6A68,83,862689070242307,2025-06-17 02:19:33,2025-06-17 02:22:36.087,2025-06-17 02:21:55,268.00000,41,-23.50797,-47.60231,11,Válido,0,12932,0,760,11,27,3041.00,10,10
5099,SUR6A68,83,862689070242307,2025-06-17 03:19:33,2025-06-17 03:21:56.020,2025-06-17 03:21:55,268.00000,1,-23.50797,-47.60231,9,Válido,0,12908,0,760,11,27,3041.00,10,10
5100,SUR6A68,83,862689070242307,2025-06-17 04:19:43,2025-06-17 04:21:56.037,2025-06-17 04:21:55,268.00000,1,-23.50797,-47.60231,12,Válido,0,12916,0,760,11,27,3041.00,10,10
5101,SUR6A68,83,862689070242307,2025-06-17 05:19:35,2025-06-17 05:21:56.020,2025-06-17 05:21:55,268.00000,1,-23.50797,-47.60231,8,Válido,0,12916,0,760,11,27,3041.00,10,10
5102,SUR6A68,83,862689070242307,2025-06-17 06:19:39,2025-06-17 06:21:56.030,2025-06-17 06:21:55,268.00000,1,-23.50797,-47.60231,9,Válido,0,12908,0,760,11,27,3041.00,10,10
5103,SUR6A68,83,862689070242307,2025-06-17 07:19:35,2025-06-17 07:21:56.017,2025-06-17 07:21:55,268.00000,1,-23.50797,-47.60231,9,Válido,0,12900,0,760,11,27,3041.00,10,10
5104,SUR6A68,83,862689070242307,2025-06-17 08:19:40,2025-06-17 08:21:56.057,2025-06-17 08:21:55,268.00000,1,-23.50797,-47.60231,9,Válido,0,12884,0,760,11,27,3041.00,10,10
5105,SUR6A68,83,862689070242307,2025-06-17 09:19:38,2025-06-17 09:21:55.997,2025-06-17 09:21:55,268.00000,0,-23.50797,-47.60231,8,Válido,0,12892,0,760,11,27,3041.00,10,10
5106,SUR6A68,83,862689070242307,2025-06-17 10:19:39,2025-06-17 10:21:55.967,2025-06-17 10:21:55,268.00000,0,-23.50797,-47.60231,7,Válido,0,12876,0,760,11,27,3041.00,10,10
5107,SUR6A68,83,862689070242307,2025-06-17 11:19:39,2025-06-17 11:21:56.000,2025-06-17 11:21:55,268.00000,1,-23.50797,-47.60231,8,Válido,0,12892,0,760,11,27,3041.00,10,10
5108,SUR6A68,83,862689070242307,2025-06-17 12:19:36,2025-06-17 12:21:55.910,2025-06-17 12:21:55,268.00000,0,-23.50797,-47.60231,8,Válido,0,12884,0,760,11,27,3041.00,10,10
5109,SUR6A68,83,862689070242307,2025-06-17 13:19:35,2025-06-17 13:21:55.957,2025-06-17 13:21:55,268.00000,0,-23.50797,-47.60231,7,Válido,0,12884,0,760,11,27,3041.00,10,10
5110,SUR6A68,83,862689070242307,2025-06-17 15:19:34,2025-06-17 15:22:32.183,2025-06-17 15:21:52,205.00000,40,-23.50797,-47.60226,7,Válido,0,12884,0,760,11,27,3041.00,10,10
5111,SUR6A68,83,862689070242307,2025-06-17 16:19:36,2025-06-17 16:21:52.273,2025-06-17 16:21:52,205.00000,0,-23.50797,-47.60226,8,Válido,0,12876,0,760,11,27,3041.00,10,10
5112,SUR6A68,83,862689070242307,2025-06-17 17:19:31,2025-06-17 17:21:52.390,2025-06-17 17:21:52,205.00000,0,-23.50797,-47.60226,8,Válido,0,12876,0,760,11,27,3041.00,10,10
5113,SUR6A68,83,862689070242307,2025-06-17 18:19:30,2025-06-17 18:21:52.150,2025-06-17 18:21:52,205.00000,0,-23.50797,-47.60226,10,Válido,0,12876,0,760,11,27,3041.00,10,10
5114,SUR6A68,83,862689070242307,2025-06-17 19:19:34,2025-06-17 19:21:51.977,2025-06-17 19:21:52,205.00000,-1,-23.50797,-47.60226,10,Válido,0,12876,0,760,11,27,3041.00,10,10
5115,SUR6A68,83,862689070242307,2025-06-17 20:19:30,2025-06-17 20:21:52.027,2025-06-17 20:21:52,205.00000,0,-23.50797,-47.60226,8,Válido,0,12884,0,760,11,27,3041.00,10,10
5118,SUR6A68,83,862689070242307,2025-06-17 21:19:31,2025-06-17 21:21:52.203,2025-06-17 21:21:52,205.00000,0,-23.50797,-47.60226,8,Válido,0,12868,0,760,11,27,3041.00,10,10
5119,SUR6A68,83,862689070242307,2025-06-17 22:19:36,2025-06-17 22:21:52.123,2025-06-17 22:21:52,205.00000,0,-23.50797,-47.60226,11,Válido,0,12868,0,760,11,27,3041.00,10,10
5120,SUR6A68,83,862689070242307,2025-06-17 23:19:31,2025-06-17 23:21:52.283,2025-06-17 23:21:52,205.00000,0,-23.50797,-47.60226,9,Válido,0,12876,0,760,11,27,3041.00,10,10
5121,SUR6A68,83,862689070242307,2025-06-18 00:19:33,2025-06-18 00:21:52.047,2025-06-18 00:21:52,205.00000,0,-23.50797,-47.60226,9,Válido,0,12868,0,760,11,27,3041.00,10,10
5122,SUR6A68,83,862689070242307,2025-06-18 01:19:30,2025-06-18 01:21:52.207,2025-06-18 01:21:52,205.00000,0,-23.50797,-47.60226,9,Válido,0,12868,0,760,11,27,3041.00,10,10
5123,SUR6A68,83,862689070242307,2025-06-18 02:19:31,2025-06-18 02:21:52.043,2025-06-18 02:21:52,205.00000,0,-23.50797,-47.60226,8,Válido,0,12868,0,760,11,27,3041.00,10,10
5124,SUR6A68,83,862689070242307,2025-06-18 03:19:39,2025-06-18 03:21:52.257,2025-06-18 03:21:52,205.00000,0,-23.50797,-47.60226,6,Válido,0,12844,0,760,11,27,3041.00,10,10
5125,SUR6A68,83,862689070242307,2025-06-18 04:19:38,2025-06-18 04:21:51.947,2025-06-18 04:21:52,205.00000,-1,-23.50797,-47.60226,9,Válido,0,12836,0,760,11,27,3041.00,10,10
5126,SUR6A68,83,862689070242307,2025-06-18 05:19:30,2025-06-18 05:21:51.980,2025-06-18 05:21:52,205.00000,-1,-23.50797,-47.60226,9,Válido,0,12860,0,760,11,27,3041.00,0,10
5127,SUR6A68,83,862689070242307,2025-06-18 05:19:30,2025-06-18 06:06:05.943,2025-06-18 06:06:06,205.00000,-1,-23.50797,-47.60226,9,Válido,0,11619,0,667,GTIGN,21,3041.00,10,
5132,SUR6A68,83,862689070242307,2025-06-18 06:06:16,2025-06-18 06:06:17.370,2025-06-18 06:06:17,39.00000,0,-23.50802,-47.60245,10,Válido,2,13260,0,761,22,30,3041.00,10,10
5140,SUR6A68,83,862689070242307,2025-06-18 06:09:12,2025-06-18 06:09:16.830,2025-06-18 06:09:17,219.00000,-1,-23.50587,-47.60601,13,Válido,20,14405,0,761,22,30,3041.50,10,10
5146,SUR6A68,83,862689070242307,2025-06-18 06:12:12,2025-06-18 06:12:16.900,2025-06-18 06:12:17,242.00000,-1,-23.51921,-47.59780,13,Válido,55,13252,0,761,22,30,3043.70,10,10
5148,SUR6A68,83,862689070242307,2025-06-18 06:15:11,2025-06-18 06:15:16.877,2025-06-18 06:15:17,73.00000,-1,-23.51020,-47.56175,15,Válido,67,12716,0,761,22,30,3047.80,10,10
5150,SUR6A68,83,862689070242307,2025-06-18 06:18:11,2025-06-18 06:18:17.003,2025-06-18 06:18:17,84.00000,0,-23.52628,-47.52126,16,Válido,96,12708,0,761,22,30,3052.70,10,10
5151,SUR6A68,83,862689070242307,2025-06-18 06:21:11,2025-06-18 06:21:17.080,2025-06-18 06:21:17,77.00000,0,-23.53201,-47.47737,16,Válido,110,12708,0,761,22,30,3057.80,10,10
5155,SUR6A68,83,862689070242307,2025-06-18 06:24:12,2025-06-18 06:24:19.473,2025-06-18 06:24:17,49.00000,2,-23.51704,-47.43172,16,Válido,100,12716,0,761,22,30,3062.90,10,10
5158,SUR6A68,83,862689070242307,2025-06-18 06:27:12,2025-06-18 06:27:16.797,2025-06-18 06:27:17,90.00000,-1,-23.49521,-47.39531,17,Válido,60,12684,0,761,22,30,3067.40,10,10
5162,SUR6A68,83,862689070242307,2025-06-18 06:30:11,2025-06-18 06:30:16.990,2025-06-18 06:30:17,357.00000,-1,-23.45967,-47.37982,17,Válido,104,12716,0,761,22,30,3072.30,10,10
5169,SUR6A68,83,862689070242307,2025-06-18 06:33:11,2025-06-18 06:33:24.687,2025-06-18 06:33:17,52.00000,7,-23.43804,-47.37693,17,Válido,35,14966,0,761,22,30,3075.30,10,10
5171,SUR6A68,83,862689070242307,2025-06-18 06:36:11,2025-06-18 06:36:21.810,2025-06-18 06:36:17,52.00000,4,-23.42779,-47.36235,18,Válido,49,12716,0,761,22,30,3077.20,10,10
5172,SUR6A68,83,862689070242307,2025-06-18 06:39:11,2025-06-18 06:39:16.993,2025-06-18 06:39:17,32.00000,-1,-23.39909,-47.33461,18,Válido,77,13821,0,761,22,30,3081.60,10,10
5177,SUR6A68,83,862689070242307,2025-06-18 06:42:12,2025-06-18 06:42:20.503,2025-06-18 06:42:17,287.00000,3,-23.38810,-47.37098,18,Válido,103,12708,0,761,22,30,3086.20,10,10
5179,SUR6A68,83,862689070242307,2025-06-18 06:45:11,2025-06-18 06:45:20.413,2025-06-18 06:45:17,280.00000,3,-23.37622,-47.42085,18,Válido,106,12716,0,761,22,30,3091.50,10,10
5182,SUR6A68,83,862689070242307,2025-06-18 06:48:11,2025-06-18 06:48:17.150,2025-06-18 06:48:17,287.00000,0,-23.36623,-47.46909,16,Válido,112,14677,0,761,22,30,3096.50,10,10
5183,SUR6A68,83,862689070242307,2025-06-18 06:51:11,2025-06-18 06:51:17.340,2025-06-18 06:51:17,297.00000,0,-23.34983,-47.51702,17,Válido,98,12724,0,761,22,30,3101.80,10,10
5187,SUR6A68,83,862689070242307,2025-06-18 06:54:11,2025-06-18 06:55:28.457,2025-06-18 06:54:17,348.00000,71,-23.31675,-47.53192,17,Válido,93,12652,1,761,22,30,3106.20,10,10
5191,SUR6A68,83,862689070242307,2025-06-18 06:57:11,2025-06-18 06:58:40.533,2025-06-18 06:57:17,20.00000,83,-23.27858,-47.52445,18,Válido,98,12708,1,761,22,30,3110.60,10,10
5194,SUR6A68,83,862689070242307,2025-06-18 07:00:12,2025-06-18 07:00:16.880,2025-06-18 07:00:17,348.00000,-1,-23.23753,-47.51803,18,Válido,76,14974,0,761,22,30,3115.30,10,10
5199,SUR6A68,83,862689070242307,2025-06-18 07:03:11,2025-06-18 07:03:16.853,2025-06-18 07:03:17,175.00000,-1,-23.22580,-47.50933,18,Válido,49,14341,0,761,22,30,3118.00,0,10
5202,SUR6A68,83,862689070242307,2025-06-18 07:04:17,2025-06-18 07:04:18.027,2025-06-18 07:04:18,347.00000,0,-23.22656,-47.50967,16,Válido,0,13132,0,760,11,27,3118.00,10,10
5201,SUR6A68,83,862689070242307,2025-06-18 07:04:16,2025-06-18 07:04:17.947,2025-06-18 07:04:18,347.00000,-1,-23.22656,-47.50967,17,Válido,0,12692,0,668,GTIGF,20,3118.00,0,
5207,SUR6A68,83,862689070242307,2025-06-18 07:04:17,2025-06-18 07:22:16.000,2025-06-18 07:22:16,347.00000,0,-23.22656,-47.50967,16,Válido,0,12660,0,667,GTIGN,21,3118.00,10,
5212,SUR6A68,83,862689070242307,2025-06-18 07:22:22,2025-06-18 07:22:23.860,2025-06-18 07:22:24,0.00000,-1,-23.22655,-47.50961,11,Válido,0,11947,0,761,22,30,3118.00,10,10
5220,SUR6A68,83,862689070242307,2025-06-18 07:25:16,2025-06-18 07:25:22.160,2025-06-18 07:25:22,279.00000,0,-23.23329,-47.51682,18,Válido,70,12428,0,761,22,30,3119.30,0,10
5222,SUR6A68,83,862689070242307,2025-06-18 07:26:22,2025-06-18 07:26:22.980,2025-06-18 07:26:23,100.00000,-1,-23.23369,-47.51674,16,Válido,60,12476,0,856,Aceleração Brusca,Aceleração Brusca,3119.90,10,
5223,SUR6A68,83,862689070242307,2025-06-18 07:28:16,2025-06-18 07:28:22.020,2025-06-18 07:28:22,269.00000,0,-23.22371,-47.50908,14,Válido,27,12556,0,761,22,30,3121.60,10,10
5225,SUR6A68,83,862689070242307,2025-06-18 07:31:16,2025-06-18 07:31:22.267,2025-06-18 07:31:22,340.00000,0,-23.20986,-47.50495,16,Válido,47,12620,0,761,22,30,3123.50,10,10
5226,SUR6A68,83,862689070242307,2025-06-18 07:34:17,2025-06-18 07:34:21.987,2025-06-18 07:34:22,323.00000,-1,-23.20034,-47.51589,17,Válido,0,12652,0,761,22,30,3125.00,0,10
5227,SUR6A68,83,862689070242307,2025-06-18 07:36:16,2025-06-18 07:36:18.027,2025-06-18 07:36:18,19.00000,0,-23.19447,-47.51518,17,Válido,0,12644,0,668,GTIGF,20,3125.70,10,
5228,SUR6A68,83,862689070242307,2025-06-18 07:36:17,2025-06-18 07:36:18.107,2025-06-18 07:36:18,19.00000,0,-23.19447,-47.51518,17,Válido,0,12676,0,760,11,27,3125.70,0,10
5233,SUR6A68,83,862689070242307,2025-06-18 07:36:17,2025-06-18 08:18:07.967,2025-06-18 08:18:08,19.00000,-1,-23.19447,-47.51518,17,Válido,0,12708,0,667,GTIGN,21,3125.70,10,
5238,SUR6A68,83,862689070242307,2025-06-18 08:18:15,2025-06-18 08:18:16.893,2025-06-18 08:18:17,265.00000,-1,-23.19447,-47.51505,10,Válido,0,12123,0,761,22,30,3125.70,10,10
5245,SUR6A68,83,862689070242307,2025-06-18 08:21:11,2025-06-18 08:21:16.987,2025-06-18 08:21:17,209.00000,-1,-23.20002,-47.51591,16,Válido,0,12356,0,761,22,30,3126.50,10,10
5247,SUR6A68,83,862689070242307,2025-06-18 08:24:11,2025-06-18 08:24:17.043,2025-06-18 08:24:17,188.00000,0,-23.21298,-47.50455,16,Válido,35,14189,0,761,22,30,3128.50,0,10
5248,SUR6A68,83,862689070242307,2025-06-18 08:26:10,2025-06-18 08:26:12.000,2025-06-18 08:26:12,58.00000,0,-23.22656,-47.50954,16,Válido,0,12852,0,668,GTIGF,20,3130.20,10,
5249,SUR6A68,83,862689070242307,2025-06-18 08:26:11,2025-06-18 08:26:12.147,2025-06-18 08:26:12,58.00000,0,-23.22656,-47.50954,16,Válido,0,12996,0,760,11,27,3130.20,10,10
5254,SUR6A68,83,862689070242307,2025-06-18 09:23:49,2025-06-18 09:26:11.990,2025-06-18 09:26:12,58.00000,-1,-23.22656,-47.50954,13,Válido,0,12844,0,760,11,27,3130.20,10,10
5255,SUR6A68,83,862689070242307,2025-06-18 10:23:49,2025-06-18 10:26:12.047,2025-06-18 10:26:12,58.00000,0,-23.22656,-47.50954,11,Válido,0,12836,0,760,11,27,3130.20,10,10
5256,SUR6A68,83,862689070242307,2025-06-18 11:23:49,2025-06-18 11:26:12.090,2025-06-18 11:26:12,58.00000,0,-23.22656,-47.50954,10,Válido,0,12852,0,760,11,27,3130.20,0,10
5257,SUR6A68,83,862689070242307,2025-06-18 11:23:49,2025-06-18 12:22:04.070,2025-06-18 12:22:04,58.00000,0,-23.22656,-47.50954,10,Válido,0,12788,0,667,GTIGN,21,3130.20,10,
5262,SUR6A68,83,862689070242307,2025-06-18 12:22:11,2025-06-18 12:22:13.050,2025-06-18 12:22:13,179.00000,0,-23.22651,-47.50945,12,Válido,1,12364,0,761,22,30,3130.20,10,10
5269,SUR6A68,83,862689070242307,2025-06-18 12:25:06,2025-06-18 12:25:13.083,2025-06-18 12:25:12,28.00000,1,-23.23189,-47.51856,16,Válido,13,13004,0,761,22,30,3131.70,10,10
5271,SUR6A68,83,862689070242307,2025-06-18 12:28:06,2025-06-18 12:28:12.083,2025-06-18 12:28:12,13.00000,0,-23.21693,-47.52065,16,Válido,0,12956,0,761,22,30,3133.40,10,10
5272,SUR6A68,83,862689070242307,2025-06-18 12:31:07,2025-06-18 12:31:12.043,2025-06-18 12:31:12,18.00000,0,-23.21026,-47.52104,16,Válido,26,13236,0,761,22,30,3134.30,10,10
5273,SUR6A68,83,862689070242307,2025-06-18 12:34:07,2025-06-18 12:34:13.283,2025-06-18 12:34:12,25.00000,1,-23.20208,-47.52483,17,Válido,41,14589,0,761,22,30,3135.60,0,10
5274,SUR6A68,83,862689070242307,2025-06-18 12:34:34,2025-06-18 12:34:35.943,2025-06-18 12:34:36,30.00000,-1,-23.20091,-47.52420,17,Válido,0,12916,0,668,GTIGF,20,3135.70,10,
5275,SUR6A68,83,862689070242307,2025-06-18 12:34:35,2025-06-18 12:34:36.013,2025-06-18 12:34:36,30.00000,0,-23.20091,-47.52420,17,Válido,0,12916,0,760,11,27,3135.70,0,10
5280,SUR6A68,83,862689070242307,2025-06-18 12:34:35,2025-06-18 13:17:38.030,2025-06-18 13:17:38,30.00000,0,-23.20091,-47.52420,17,Válido,0,12868,0,667,GTIGN,21,3135.70,10,
5285,SUR6A68,83,862689070242307,2025-06-18 13:17:44,2025-06-18 13:17:46.050,2025-06-18 13:17:46,110.00000,0,-23.20091,-47.52426,12,Válido,1,12139,0,761,22,30,3135.70,10,10
5292,SUR6A68,83,862689070242307,2025-06-18 13:20:37,2025-06-18 13:20:42.013,2025-06-18 13:20:42,64.00000,0,-23.20070,-47.51682,17,Válido,24,13268,0,761,22,30,3136.80,10,10
5294,SUR6A68,83,862689070242307,2025-06-18 13:23:36,2025-06-18 13:23:42.167,2025-06-18 13:23:42,188.00000,0,-23.21322,-47.50458,16,Válido,50,12468,0,761,22,30,3138.80,0,10
5295,SUR6A68,83,862689070242307,2025-06-18 13:25:29,2025-06-18 13:25:30.043,2025-06-18 13:25:30,56.00000,0,-23.22659,-47.50954,17,Válido,0,12996,0,668,GTIGF,20,3140.50,10,
5296,SUR6A68,83,862689070242307,2025-06-18 13:25:30,2025-06-18 13:25:30.823,2025-06-18 13:25:31,56.00000,-1,-23.22659,-47.50954,17,Válido,0,12884,0,760,11,27,3140.50,10,10
5301,SUR6A68,83,862689070242307,2025-06-18 15:23:07,2025-06-18 15:26:08.523,2025-06-18 15:25:28,49.00000,40,-23.22653,-47.50955,11,Válido,0,12852,0,760,11,27,3140.50,0,10
5302,SUR6A68,83,862689070242307,2025-06-18 15:23:07,2025-06-18 15:29:08.283,2025-06-18 15:29:08,49.00000,0,-23.22653,-47.50955,11,Válido,0,12812,0,667,GTIGN,21,3140.50,10,
5307,SUR6A68,83,862689070242307,2025-06-18 15:29:16,2025-06-18 15:29:17.393,2025-06-18 15:29:17,211.00000,0,-23.22659,-47.50962,13,Válido,1,12348,0,761,22,30,3140.50,10,10
5308,SUR6A68,83,862689070242307,2025-06-18 15:32:07,2025-06-18 15:32:13.560,2025-06-18 15:32:13,84.00000,0,-23.22683,-47.50994,18,Válido,0,12436,0,761,22,30,3140.60,0,10
5311,SUR6A68,83,862689070242307,2025-06-18 15:33:11,2025-06-18 15:33:12.867,2025-06-18 15:33:12,84.00000,0,-23.22683,-47.50994,0,Inválido,0,0,0,923,Timeout de Identificação via Bluetooth,Timeout de Identificação via Bluetooth,3140.60,10,
5314,SUR6A68,83,862689070242307,2025-06-18 15:35:08,2025-06-18 15:35:13.313,2025-06-18 15:35:13,353.00000,0,-23.22668,-47.51041,16,Válido,0,12524,0,761,22,30,3140.60,10,10
5316,SUR6A68,83,862689070242307,2025-06-18 15:38:08,2025-06-18 15:38:13.250,2025-06-18 15:38:13,269.00000,0,-23.22688,-47.51078,17,Válido,0,12564,0,761,22,30,3140.70,10,10
5317,SUR6A68,83,862689070242307,2025-06-18 15:41:08,2025-06-18 15:41:13.490,2025-06-18 15:41:13,351.00000,0,-23.22673,-47.50966,19,Válido,0,13068,0,761,22,30,3140.80,0,10
5318,SUR6A68,83,862689070242307,2025-06-18 15:43:25,2025-06-18 15:43:26.840,2025-06-18 15:43:26,241.00000,0,-23.22657,-47.50953,20,Válido,0,12996,0,668,GTIGF,20,3140.80,10,
5319,SUR6A68,83,862689070242307,2025-06-18 15:43:26,2025-06-18 15:43:27.123,2025-06-18 15:43:27,241.00000,0,-23.22657,-47.50953,20,Válido,0,13084,0,760,11,27,3140.80,10,10
5324,SUR6A68,83,862689070242307,2025-06-18 16:41:01,2025-06-18 16:43:23.323,2025-06-18 16:43:23,241.00000,0,-23.22657,-47.50953,13,Válido,0,12812,0,760,11,27,3140.80,0,10
5325,SUR6A68,83,862689070242307,2025-06-18 16:41:01,2025-06-18 17:26:52.400,2025-06-18 17:26:52,241.00000,0,-23.22657,-47.50953,13,Válido,0,12748,0,667,GTIGN,21,3140.80,10,
5330,SUR6A68,83,862689070242307,2025-06-18 17:27:00,2025-06-18 17:27:01.287,2025-06-18 17:27:01,100.00000,0,-23.22656,-47.50948,12,Válido,5,12348,0,761,22,30,3140.80,10,10
5339,SUR6A68,83,862689070242307,2025-06-18 17:29:53,2025-06-18 17:29:58.190,2025-06-18 17:29:58,111.00000,0,-23.22682,-47.50940,14,Válido,0,13669,0,761,22,30,3140.80,10,10
5341,SUR6A68,83,862689070242307,2025-06-18 17:32:53,2025-06-18 17:32:58.280,2025-06-18 17:32:58,168.00000,0,-23.24070,-47.51777,14,Válido,78,12740,0,761,22,30,3143.30,10,10
5342,SUR6A68,83,862689070242307,2025-06-18 17:35:53,2025-06-18 17:36:12.773,2025-06-18 17:35:58,199.00000,14,-23.27877,-47.52455,13,Válido,58,14381,0,761,22,30,3147.60,10,10
5343,SUR6A68,83,862689070242307,2025-06-18 17:38:53,2025-06-18 17:39:00.640,2025-06-18 17:38:58,187.00000,2,-23.30408,-47.53412,14,Válido,66,14189,0,761,22,30,3150.60,10,10
5344,SUR6A68,83,862689070242307,2025-06-18 17:41:53,2025-06-18 17:43:45.140,2025-06-18 17:41:58,180.00000,107,-23.33388,-47.52925,14,Válido,78,14621,1,761,22,30,3154.00,10,10
5345,SUR6A68,83,862689070242307,2025-06-18 17:44:53,2025-06-18 17:46:07.163,2025-06-18 17:44:58,169.00000,69,-23.36619,-47.53412,14,Válido,57,14629,1,761,22,30,3157.70,10,10
5346,SUR6A68,83,862689070242307,2025-06-18 17:47:53,2025-06-18 17:48:05.820,2025-06-18 17:47:58,149.00000,7,-23.38215,-47.51732,14,Válido,16,12828,0,761,22,30,3160.20,10,10
5347,SUR6A68,83,862689070242307,2025-06-18 17:50:53,2025-06-18 17:50:58.393,2025-06-18 17:50:58,193.00000,0,-23.40833,-47.52048,14,Válido,60,14421,0,761,22,30,3163.30,10,10
5348,SUR6A68,83,862689070242307,2025-06-18 17:53:53,2025-06-18 17:53:58.360,2025-06-18 17:53:58,163.00000,0,-23.42241,-47.51911,14,Válido,9,13132,0,761,22,30,3164.80,10,10
5349,SUR6A68,83,862689070242307,2025-06-18 17:56:53,2025-06-18 17:56:58.270,2025-06-18 17:56:58,164.00000,0,-23.43760,-47.51627,15,Válido,0,12700,0,761,22,30,3166.60,0,10
5351,SUR6A68,83,862689070242307,2025-06-18 17:58:58,2025-06-18 17:58:58.700,2025-06-18 17:58:58,305.00000,0,-23.44834,-47.51739,16,Válido,47,12572,0,855,Frenagem Brusca,Frenagem Brusca,3168.40,0,
5352,SUR6A68,83,862689070242307,2025-06-18 17:59:12,2025-06-18 17:59:40.343,2025-06-18 17:59:12,309.00000,28,-23.44753,-47.51855,15,Válido,56,12516,0,855,Frenagem Brusca,Frenagem Brusca,3168.60,10,
5353,SUR6A68,83,862689070242307,2025-06-18 17:59:53,2025-06-18 17:59:58.200,2025-06-18 17:59:58,283.00000,0,-23.44259,-47.52337,15,Válido,24,12780,0,761,22,30,3169.40,10,10
5354,SUR6A68,83,862689070242307,2025-06-18 18:02:53,2025-06-18 18:02:58.320,2025-06-18 18:02:58,267.00000,0,-23.44148,-47.53236,15,Válido,15,12516,0,761,22,30,3170.30,10,10
5355,SUR6A68,83,862689070242307,2025-06-18 18:05:53,2025-06-18 18:05:58.297,2025-06-18 18:05:58,294.00000,0,-23.43678,-47.54686,16,Válido,10,12812,0,761,22,30,3171.90,10,10
5356,SUR6A68,83,862689070242307,2025-06-18 18:08:53,2025-06-18 18:08:58.317,2025-06-18 18:08:58,199.00000,0,-23.44095,-47.54755,16,Válido,0,13869,0,761,22,30,3172.40,10,10
5357,SUR6A68,83,862689070242307,2025-06-18 18:11:52,2025-06-18 18:11:58.387,2025-06-18 18:11:58,202.00000,0,-23.44316,-47.54847,16,Válido,13,12868,0,761,22,30,3172.70,10,10
5358,SUR6A68,83,862689070242307,2025-06-18 18:14:53,2025-06-18 18:14:58.317,2025-06-18 18:14:58,152.00000,0,-23.44755,-47.55087,16,Válido,26,13669,0,761,22,30,3173.30,10,10
5359,SUR6A68,83,862689070242307,2025-06-18 18:17:53,2025-06-18 18:17:58.283,2025-06-18 18:17:58,137.00000,0,-23.45509,-47.55182,15,Válido,37,12644,0,761,22,30,3174.50,10,10
5360,SUR6A68,83,862689070242307,2025-06-18 18:20:53,2025-06-18 18:21:13.150,2025-06-18 18:20:58,163.00000,15,-23.47323,-47.54439,13,Válido,42,14669,0,761,22,30,3176.70,10,10
5361,SUR6A68,83,862689070242307,2025-06-18 18:23:53,2025-06-18 18:23:58.287,2025-06-18 18:23:58,127.00000,0,-23.48635,-47.53370,14,Válido,48,14621,0,761,22,30,3178.50,10,10
5362,SUR6A68,83,862689070242307,2025-06-18 18:26:53,2025-06-18 18:26:58.287,2025-06-18 18:26:58,247.00000,0,-23.49692,-47.53469,14,Válido,43,14653,0,761,22,30,3180.00,10,10
5363,SUR6A68,83,862689070242307,2025-06-18 18:29:53,2025-06-18 18:29:58.287,2025-06-18 18:29:58,280.00000,0,-23.49482,-47.55291,14,Válido,40,14173,0,761,22,30,3181.90,10,10
5364,SUR6A68,83,862689070242307,2025-06-18 18:32:53,2025-06-18 18:32:58.320,2025-06-18 18:32:58,267.00000,0,-23.49585,-47.57003,14,Válido,38,12756,0,761,22,30,3183.80,10,10
5365,SUR6A68,83,862689070242307,2025-06-18 18:35:53,2025-06-18 18:35:58.263,2025-06-18 18:35:58,185.00000,0,-23.51077,-47.57454,14,Válido,32,12652,0,761,22,30,3185.70,10,10
5366,SUR6A68,83,862689070242307,2025-06-18 18:38:53,2025-06-18 18:38:58.280,2025-06-18 18:38:58,313.00000,0,-23.51611,-47.59951,14,Válido,69,13508,0,761,22,30,3188.70,10,10
5367,SUR6A68,83,862689070242307,2025-06-18 18:41:53,2025-06-18 18:41:58.253,2025-06-18 18:41:58,194.00000,0,-23.50970,-47.60884,14,Válido,31,14621,0,761,22,30,3190.20,0,10
5369,SUR6A68,83,862689070242307,2025-06-18 18:44:24,2025-06-18 18:44:24.660,2025-06-18 18:44:24,126.00000,0,-23.51670,-47.61370,14,Válido,0,12788,0,760,11,27,3191.20,10,10
5368,SUR6A68,83,862689070242307,2025-06-18 18:44:23,2025-06-18 18:44:24.370,2025-06-18 18:44:24,126.00000,0,-23.51670,-47.61370,14,Válido,0,12692,0,668,GTIGF,20,3191.20,0,
