 ,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion,Duration Ign On,Duration Ign Off,Satélites,HDOP,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage
2025-10-04 20:21:11,2025-10-04 20:20:07,2025-10-04 20:20:06,385349,862689070108177,1403,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-04 20:21:11,2025-10-04 20:11:04,2025-10-04 20:08:43,385349,862689070108177,1402,GTERI,3.82,00008200,698407,12995,80,00,11,,,7,1,0724,0005,08AD,1BDC,0.0,0,46.7,-22.972565,-43.398260,90.0,,21,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,46.7,-43.398260,-22.972565,2025-10-04 20:08:43,7,90.0
2025-10-04 20:21:12,2025-10-04 20:21:05,2025-10-04 20:21:05,385349,862689070108177,1405,GTERI,3.79,00008200,698407,12995,80,00,11,,,8,1,0724,0005,08AD,4E58,0.5,0,45.4,-22.972615,-43.398122,90.0,,20,0,1,1800,,,,,,,,,,,,,,,,1,0.5,0,45.4,-43.398122,-22.972615,2025-10-04 20:21:05,8,90.0
2025-10-04 21:23:23,2025-10-04 21:21:01,2025-10-04 21:18:45,385349,862689070108177,1406,GTERI,3.80,00008200,698407,12995,80,00,11,,,6,1,0724,0005,08AD,1BDC,0.0,0,45.4,-22.972615,-43.398122,90.0,,21,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,45.4,-43.398122,-22.972615,2025-10-04 21:18:45,6,90.0
2025-10-04 22:21:02,2025-10-04 22:21:01,2025-10-04 22:19:06,385349,862689070108177,1407,GTERI,3.79,00008200,698407,12987,80,00,11,,,5,1,0724,0005,08AD,1BDC,0.0,0,45.4,-22.972615,-43.398122,90.0,,20,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,45.4,-43.398122,-22.972615,2025-10-04 22:19:06,5,90.0
2025-10-04 23:21:02,2025-10-04 23:21:01,2025-10-04 23:19:06,385349,862689070108177,1408,GTERI,3.78,00008200,698407,12987,80,00,11,,,10,1,0724,0005,08AD,1BDC,0.0,0,45.4,-22.972615,-43.398122,90.0,,20,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,45.4,-43.398122,-22.972615,2025-10-04 23:19:06,10,90.0
2025-10-05 00:21:02,2025-10-05 00:21:01,2025-10-05 00:18:43,385349,862689070108177,1409,GTERI,3.77,00008200,698407,12987,80,00,11,,,5,1,0724,0005,08AD,1BDC,0.0,0,45.4,-22.972615,-43.398122,90.0,,20,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,45.4,-43.398122,-22.972615,2025-10-05 00:18:43,5,90.0
2025-10-05 01:21:02,2025-10-05 01:21:01,2025-10-05 01:19:05,385349,862689070108177,1410,GTERI,3.76,00008200,698407,12987,80,00,11,,,9,1,0724,0005,08AD,42EC,0.0,0,45.4,-22.972615,-43.398122,90.0,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,45.4,-43.398122,-22.972615,2025-10-05 01:19:05,9,90.0
2025-10-05 02:21:02,2025-10-05 02:21:01,2025-10-05 02:18:57,385349,862689070108177,1411,GTERI,3.75,00008200,698407,12979,80,00,11,,,9,1,0724,0005,08AD,42EC,0.0,0,45.4,-22.972615,-43.398122,90.0,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,45.4,-43.398122,-22.972615,2025-10-05 02:18:57,9,90.0
2025-10-05 03:38:46,2025-10-05 03:21:01,2025-10-05 03:19:05,385349,862689070108177,1412,GTERI,4.09,00008200,698407,12748,80,00,11,,,8,1,0724,0005,08AD,42EC,0.0,0,45.4,-22.972615,-43.398122,90.0,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,0,45.4,-43.398122,-22.972615,2025-10-05 03:19:05,8,90.0
2025-10-05 03:38:47,2025-10-05 03:30:05,2025-10-05 03:30:05,385349,862689070108177,1413,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 03:38:48,2025-10-05 03:31:03,2025-10-05 03:31:02,385349,862689070108177,1415,GTERI,4.16,00008200,698407,12716,80,00,11,,,8,1,0724,0005,08AD,4E58,0.4,200,10.9,-22.972598,-43.398100,90.0,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.4,200,10.9,-43.398100,-22.972598,2025-10-05 03:31:02,8,90.0
2025-10-05 03:38:48,2025-10-05 03:31:03,2025-10-05 03:31:02,385349,862689070108177,1414,GTRTL,4.16,,698407,12716,80,00,11,,,8,1,0724,0005,08AD,4E58,0.4,200,10.9,-22.972598,-43.398100,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 04:41:08,2025-10-05 04:40:02,2025-10-05 04:40:02,385349,862689070108177,1417,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 04:41:08,2025-10-05 04:31:00,2025-10-05 04:29:05,385349,862689070108177,1416,GTERI,4.17,00008200,698407,12971,80,00,11,,,7,1,0724,0005,08AD,42EC,0.0,200,10.9,-22.972598,-43.398100,90.0,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,200,10.9,-43.398100,-22.972598,2025-10-05 04:29:05,7,90.0
2025-10-05 04:41:09,2025-10-05 04:41:00,2025-10-05 04:40:59,385349,862689070108177,1419,GTERI,4.14,00008200,698407,12964,80,00,11,,,8,1,0724,0005,08AD,4E58,26.2,237,-1.8,-22.972532,-43.398252,90.0,,22,0,1,1800,,,,,,,,,,,,,,,,1,26.2,237,-1.8,-43.398252,-22.972532,2025-10-05 04:40:59,8,90.0
2025-10-05 04:41:09,2025-10-05 04:41:00,2025-10-05 04:40:59,385349,862689070108177,1418,GTRTL,4.14,,698407,12964,80,00,11,,,8,1,0724,0005,08AD,4E58,26.2,237,-1.8,-22.972532,-43.398252,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 05:43:19,2025-10-05 05:40:57,2025-10-05 05:38:36,385349,862689070108177,1420,GTERI,4.12,00008200,698407,12964,80,00,11,,,9,1,0724,0005,08AD,1BDC,0.0,237,-1.8,-22.972532,-43.398252,90.0,,21,0,1,1800,,,,,,,,,,,,,,,,1,0.0,237,-1.8,-43.398252,-22.972532,2025-10-05 05:38:36,9,90.0
2025-10-05 06:40:58,2025-10-05 06:40:57,2025-10-05 06:38:40,385349,862689070108177,1421,GTERI,4.10,00008200,698407,12971,80,00,11,,,9,1,0724,0005,08AD,1BDC,0.0,237,-1.8,-22.972532,-43.398252,90.0,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,237,-1.8,-43.398252,-22.972532,2025-10-05 06:38:40,9,90.0
2025-10-05 06:43:45,2025-10-05 06:43:45,2025-10-05 06:38:40,385349,862689070108177,1422,GTIGN,4.10,,698407,12772,81,00,22,,11559,9,1,0724,0005,08AD,42EC,0.0,237,-1.8,-22.972532,-43.398252,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 06:44:04,2025-10-05 06:44:03,2025-10-05 06:44:03,385349,862689070108177,1424,GTERI,4.11,00008200,698407,13179,81,00,22,,,6,2,0724,0005,08AD,42EC,2.2,201,16.0,-22.972557,-43.398152,90.0,,18,0,1,1800,,,,,,,,,,,,,,,,2,2.2,201,16.0,-43.398152,-22.972557,2025-10-05 06:44:03,6,90.0
2025-10-05 06:44:43,2025-10-05 06:44:03,2025-10-05 06:44:03,385349,862689070108177,1424,GTERI,4.11,00008200,698407,13179,81,00,22,,,6,2,0724,0005,08AD,42EC,2.2,201,16.0,-22.972557,-43.398152,90.0,,18,0,1,1800,,,,,,,,,,,,,,,,2,2.2,201,16.0,-43.398152,-22.972557,2025-10-05 06:44:03,6,90.0
2025-10-05 06:47:03,2025-10-05 06:47:02,2025-10-05 06:46:57,385349,862689070108177,1426,GTERI,4.20,00008200,698407,13930,81,00,22,,,12,1,0724,0005,08AD,53F9,0.0,52,4.0,-22.967590,-43.397547,90.8,,19,0,1,1800,,,,,,,,,,,,,,,,1,56.3,39,3.0,-43.399472,-22.969748,2025-10-05 06:45:33,11,90.6
2025-10-05 06:50:03,2025-10-05 06:50:02,2025-10-05 06:49:57,385349,862689070108177,1429,GTERI,4.20,00008200,698407,13978,81,00,22,,,11,1,0724,0005,08AD,6FBE,64.6,216,21.0,-22.983832,-43.411905,93.3,,28,0,1,1800,,,,,,,,,,,,,,,,1,67.3,220,10.6,-43.401552,-22.971465,2025-10-05 06:48:16,10,91.5
2025-10-05 06:53:03,2025-10-05 06:53:02,2025-10-05 06:52:57,385349,862689070108177,1431,GTERI,4.20,00008200,698407,13986,81,00,22,,,10,1,0724,0005,0975,0966,31.5,228,3.5,-23.000318,-43.430220,95.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,83.0,215,-2.2,-43.422293,-22.993403,2025-10-05 06:51:14,12,94.8
2025-10-05 06:56:02,2025-10-05 06:56:02,2025-10-05 06:55:57,385349,862689070108177,1434,GTERI,4.20,00008200,698407,13994,81,00,22,,,13,1,0724,0005,0975,600C,18.2,226,20.4,-23.013918,-43.445973,98.2,,20,0,1,1800,,,,,,,,,,,,,,,,1,70.5,223,10.8,-43.436017,-23.005483,2025-10-05 06:53:47,13,96.7
2025-10-05 06:59:02,2025-10-05 06:59:02,2025-10-05 06:58:57,385349,862689070108177,1436,GTERI,4.20,00008200,698407,14002,81,00,22,,,13,1,0724,0005,0975,2B9B,0.0,178,15.7,-23.024843,-43.457343,100.0,,20,0,1,1800,,,,,,,,,,,,,,,,1,58.6,226,17.9,-43.448462,-23.016020,2025-10-05 06:56:20,10,98.5
2025-10-05 07:01:54,2025-10-05 07:01:53,2025-10-05 07:01:52,385349,862689070108177,1439,GTIGF,4.20,,698407,13930,80,00,12,1088,,12,0,0724,0005,0975,575B,0.0,241,19.6,-23.027828,-43.466217,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 07:01:56,2025-10-05 07:01:53,2025-10-05 07:01:53,385349,862689070108177,1440,GTERI,4.20,00008200,698407,13626,80,00,12,,,12,1,0724,0005,0975,575B,0.0,241,19.6,-23.027828,-43.466217,101.0,,10,0,1,1800,,,,,,,,,,,,,,,,1,0.0,241,19.6,-43.466217,-23.027828,2025-10-05 07:01:53,12,101.0
2025-10-05 08:01:52,2025-10-05 08:01:52,2025-10-05 07:59:37,385349,862689070108177,1441,GTERI,4.13,00008200,698407,13051,80,00,11,,,8,1,0724,0005,0975,53D7,0.0,241,19.6,-23.027828,-43.466217,101.0,,9,0,1,1800,,,,,,,,,,,,,,,,1,0.0,241,19.6,-43.466217,-23.027828,2025-10-05 07:59:37,8,101.0
2025-10-05 08:57:28,2025-10-05 08:57:25,2025-10-05 07:59:37,385349,862689070108177,1442,GTIGN,4.11,,698407,12365,81,00,22,,6932,8,1,0724,0005,0975,53D7,0.0,241,19.6,-23.027828,-43.466217,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 08:57:43,2025-10-05 08:57:43,2025-10-05 08:57:43,385349,862689070108177,1444,GTERI,4.11,00008200,698407,13898,81,00,22,,,6,1,0724,0005,0975,575B,2.0,187,9.7,-23.027670,-43.466165,101.0,,10,0,1,1800,,,,,,,,,,,,,,,,1,2.0,187,9.7,-43.466165,-23.027670,2025-10-05 08:57:43,6,101.0
2025-10-05 09:00:42,2025-10-05 09:00:42,2025-10-05 09:00:37,385349,862689070108177,1446,GTERI,4.20,00008200,698407,13954,81,00,22,,,8,1,0724,0005,0975,575B,31.0,67,-20.2,-23.024318,-43.462978,102.2,,20,0,1,1800,,,,,,,,,,,,,,,,1,44.0,35,14.3,-43.467025,-23.025530,2025-10-05 08:58:53,8,101.4
2025-10-05 09:03:42,2025-10-05 09:03:42,2025-10-05 09:03:37,385349,862689070108177,1449,GTERI,4.20,00008200,698407,13970,81,00,22,,,10,1,0724,0005,0975,63DB,38.2,137,14.1,-23.021345,-43.450010,103.7,,12,0,1,1800,,,,,,,,,,,,,,,,1,51.2,77,-24.8,-43.455335,-23.022078,2025-10-05 09:02:20,8,103.1
2025-10-05 09:06:43,2025-10-05 09:06:42,2025-10-05 09:06:37,385349,862689070108177,1451,GTERI,4.20,00008200,698407,13970,81,00,22,,,12,1,0724,0005,0975,336B,35.5,56,15.1,-23.008638,-43.439490,105.8,,23,0,1,1800,,,,,,,,,,,,,,,,2,58.1,44,11.0,-43.449215,-23.016650,2025-10-05 09:04:48,8,104.5
2025-10-05 09:09:42,2025-10-05 09:09:42,2025-10-05 09:09:37,385349,862689070108177,1454,GTERI,4.20,00008200,698407,13978,81,00,22,,,11,1,0724,0005,0975,5D62,65.4,49,6.0,-22.990295,-43.418410,108.9,,11,0,1,1800,,,,,,,,,,,,,,,,1,74.1,36,11.8,-43.421745,-22.993188,2025-10-05 09:09:13,12,108.3
2025-10-05 09:12:43,2025-10-05 09:12:42,2025-10-05 09:12:37,385349,862689070108177,1456,GTERI,4.20,00008200,698407,13978,81,00,22,,,13,1,0724,0005,08AD,53F9,58.2,103,19.7,-22.973200,-43.399647,111.7,,24,0,1,1800,,,,,,,,,,,,,,,,1,67.3,37,12.3,-43.403715,-22.973872,2025-10-05 09:12:10,13,111.2
2025-10-05 09:14:59,2025-10-05 09:14:59,2025-10-05 09:14:58,385349,862689070108177,1458,GTIGF,4.20,,698407,13882,80,00,12,1054,,9,0,0724,0005,08AD,1BDC,0.0,3,20.4,-22.972483,-43.398207,111.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 09:15:00,2025-10-05 09:14:59,2025-10-05 09:14:59,385349,862689070108177,1459,GTERI,4.20,00008200,698407,13914,80,00,12,,,9,1,0724,0005,08AD,1BDC,0.0,3,20.4,-22.972483,-43.398207,111.9,,17,0,1,1800,,,,,,,,,,,,,,,,1,0.0,3,20.4,-43.398207,-22.972483,2025-10-05 09:14:59,9,111.9
2025-10-05 10:20:16,2025-10-05 10:14:57,2025-10-05 10:12:59,385349,862689070108177,1460,GTERI,4.13,00008200,698407,13075,80,00,11,,,8,1,0724,0005,08AD,4E58,0.0,3,20.4,-22.972483,-43.398207,111.9,,23,0,1,1800,,,,,,,,,,,,,,,,1,0.0,3,20.4,-43.398207,-22.972483,2025-10-05 10:12:59,8,111.9
2025-10-05 10:20:16,2025-10-05 10:14:57,2025-10-05 10:12:59,385349,862689070108177,1460,GTERI,4.13,00008200,698407,13075,80,00,11,,,8,1,0724,0005,08AD,4E58,0.0,3,20.4,-22.972483,-43.398207,111.9,,23,0,1,1800,,,,,,,,,,,,,,,,1,0.0,3,20.4,-43.398207,-22.972483,2025-10-05 10:12:59,8,111.9
2025-10-05 10:20:16,2025-10-05 10:14:57,2025-10-05 10:12:59,385349,862689070108177,1460,GTERI,4.13,00008200,698407,13075,80,00,11,,,8,1,0724,0005,08AD,4E58,0.0,3,20.4,-22.972483,-43.398207,111.9,,23,0,1,1800,,,,,,,,,,,,,,,,1,0.0,3,20.4,-43.398207,-22.972483,2025-10-05 10:12:59,8,111.9
2025-10-05 11:17:18,2025-10-05 11:14:57,2025-10-05 11:12:37,385349,862689070108177,1461,GTERI,4.09,00008200,698407,13051,80,00,11,,,10,1,0724,0005,08AD,4E58,0.0,3,20.4,-22.972483,-43.398207,111.9,,22,0,1,1800,,,,,,,,,,,,,,,,1,0.0,3,20.4,-43.398207,-22.972483,2025-10-05 11:12:37,10,111.9
2025-10-05 11:45:05,2025-10-05 11:45:05,2025-10-05 11:12:37,385349,862689070108177,1462,GTIGN,4.08,,698407,12788,81,00,21,,9006,10,1,0724,0005,08AD,1BDC,0.0,3,20.4,-22.972483,-43.398207,111.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 11:45:15,2025-10-05 11:45:14,2025-10-05 11:45:14,385349,862689070108177,1464,GTERI,4.08,00008200,698407,13898,81,00,22,,,9,1,0724,0005,08AD,1BDC,4.5,321,-5.6,-22.972467,-43.398080,111.9,,17,0,1,1800,,,,,,,,,,,,,,,,1,4.5,321,-5.6,-43.398080,-22.972467,2025-10-05 11:45:14,9,111.9
2025-10-05 11:48:12,2025-10-05 11:48:12,2025-10-05 11:48:07,385349,862689070108177,1466,GTERI,4.17,00008200,698407,13914,81,00,22,,,7,1,0724,0005,08AD,5AC0,21.3,101,-13.9,-22.971120,-43.392875,112.9,,26,0,1,1800,,,,,,,,,,,,,,,,1,51.8,46,9.3,-43.398057,-22.971273,2025-10-05 11:47:03,9,112.3
2025-10-05 11:51:12,2025-10-05 11:51:12,2025-10-05 11:51:07,385349,862689070108177,1469,GTERI,4.18,00008200,698407,13922,81,00,22,,,13,1,0724,0005,08AD,5DE0,46.0,90,9.9,-22.973332,-43.379040,114.6,,18,0,1,1800,,,,,,,,,,,,,,,,1,59.4,91,3.1,-43.390703,-22.973408,2025-10-05 11:49:11,12,113.3
2025-10-05 11:54:13,2025-10-05 11:54:12,2025-10-05 11:54:07,385349,862689070108177,1471,GTERI,4.19,00008200,698407,13938,81,00,22,,,13,1,0724,0005,0975,025E,62.7,181,4.2,-22.982453,-43.366033,117.1,,18,0,1,1800,,,,,,,,,,,,,,,,1,77.7,188,3.1,-43.365905,-22.978743,2025-10-05 11:53:46,13,116.6
2025-10-05 11:57:27,2025-10-05 11:57:12,2025-10-05 11:57:07,385349,862689070108177,1474,GTERI,4.19,00008200,698407,13930,81,00,22,,,12,1,0724,0005,0975,552E,63.1,89,11.9,-23.000080,-43.359638,120.4,,12,0,1,1800,,,,,,,,,,,,,,,,1,79.2,226,13.5,-43.367492,-22.998445,2025-10-05 11:55:41,13,118.9
2025-10-05 12:00:12,2025-10-05 12:00:12,2025-10-05 12:00:07,385349,862689070108177,1476,GTERI,4.19,00008200,698407,13970,81,00,22,,,14,1,0724,0005,0975,0196,65.4,94,1.6,-23.000718,-43.334458,123.0,,23,0,1,1800,,,,,,,,,,,,,,,,1,67.4,93,2.7,-43.333922,-23.000763,2025-10-05 12:00:10,14,123.0
2025-10-05 12:03:12,2025-10-05 12:03:12,2025-10-05 12:03:06,385349,862689070108177,1479,GTERI,4.19,00008200,698407,13922,81,00,22,,,12,1,0724,0005,0975,2842,54.6,99,14.5,-23.006910,-43.313155,125.3,,29,0,1,1800,,,,,,,,,,,,,,,,1,77.8,113,14.8,-43.319165,-23.005378,2025-10-05 12:02:29,14,124.6
2025-10-05 12:06:13,2025-10-05 12:06:12,2025-10-05 12:06:07,385349,862689070108177,1481,GTERI,4.19,00008200,698407,13890,81,00,22,,,12,1,0724,0005,0975,32CE,0.0,281,4.6,-23.010240,-43.309277,126.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,36.1,100,6.0,-43.309170,-23.011733,2025-10-05 12:05:21,11,126.1
2025-10-05 12:07:44,2025-10-05 12:07:43,2025-10-05 12:07:43,385349,862689070108177,1484,GTERI,4.19,00008200,698407,12908,80,00,12,,,11,1,0724,0005,0975,32CE,0.0,200,7.4,-23.011133,-43.309703,126.5,,17,0,1,1800,,,,,,,,,,,,,,,,1,0.0,200,7.4,-43.309703,-23.011133,2025-10-05 12:07:43,11,126.5
2025-10-05 12:07:44,2025-10-05 12:07:43,2025-10-05 12:07:42,385349,862689070108177,1483,GTIGF,4.19,,698407,13011,80,00,12,1358,,11,0,0724,0005,0975,32CE,0.0,200,7.4,-23.011133,-43.309703,126.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 13:07:42,2025-10-05 13:07:42,2025-10-05 13:05:24,385349,862689070108177,1485,GTERI,4.14,00008200,698407,13051,80,00,11,,,7,1,0724,0005,0975,32CE,0.0,200,7.4,-23.011133,-43.309703,126.5,,16,0,1,1800,,,,,,,,,,,,,,,,1,0.0,200,7.4,-43.309703,-23.011133,2025-10-05 13:05:24,7,126.5
2025-10-05 13:10:31,2025-10-05 13:10:31,2025-10-05 13:05:24,385349,862689070108177,1486,GTIGN,4.14,,698407,12884,81,00,22,,3768,7,1,0724,0005,0975,32CE,0.0,200,7.4,-23.011133,-43.309703,126.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 13:10:51,2025-10-05 13:10:51,2025-10-05 13:10:51,385349,862689070108177,1488,GTERI,4.14,00008200,698407,13874,81,00,22,,,6,1,0724,0005,0975,32CE,1.3,221,45.8,-23.011113,-43.309583,126.5,,19,0,1,1800,,,,,,,,,,,,,,,,1,1.3,221,45.8,-43.309583,-23.011113,2025-10-05 13:10:51,6,126.5
2025-10-05 13:13:49,2025-10-05 13:13:47,2025-10-05 13:13:42,385349,862689070108177,1490,GTERI,4.19,00008200,698407,13930,81,00,22,,,7,1,0724,0005,0975,2A38,20.6,305,-12.2,-23.008115,-43.314642,127.5,,12,0,1,1800,,,,,,,,,,,,,,,,1,37.2,298,-11.1,-43.313887,-23.008492,2025-10-05 13:13:32,10,127.4
2025-10-05 13:16:53,2025-10-05 13:16:47,2025-10-05 13:16:42,385349,862689070108177,1493,GTERI,4.19,00008200,698407,13962,81,00,22,,,13,1,0724,0005,0975,6001,52.0,293,29.0,-23.004403,-43.320477,129.3,,20,0,1,1800,,,,,,,,,,,,,,,,1,62.7,293,27.3,-43.321072,-23.004143,2025-10-05 13:16:46,13,129.4
2025-10-05 13:19:47,2025-10-05 13:19:47,2025-10-05 13:19:42,385349,862689070108177,1495,GTERI,4.19,00008200,698407,13978,81,00,22,,,13,1,0724,0005,0975,4FB6,63.9,272,16.2,-22.999915,-43.341218,131.6,,17,0,1,1800,,,,,,,,,,,,,,,,1,67.8,273,14.3,-43.331382,-23.000485,2025-10-05 13:18:38,11,130.5
2025-10-05 13:22:47,2025-10-05 13:22:47,2025-10-05 13:22:42,385349,862689070108177,1498,GTERI,4.19,00008200,698407,13994,81,00,22,,,13,1,0724,0005,0975,1BC2,62.9,6,6.2,-22.995115,-43.365648,134.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,82.5,271,22.5,-43.357705,-22.999655,2025-10-05 13:21:42,14,133.2
2025-10-05 13:25:47,2025-10-05 13:25:47,2025-10-05 13:25:42,385349,862689070108177,1500,GTERI,4.19,00008200,698407,13994,81,00,22,,,11,1,0724,0005,0975,025E,64.4,263,14.4,-22.974943,-43.362860,137.5,,12,0,1,1800,,,,,,,,,,,,,,,,1,75.5,24,-6.7,-43.363032,-22.974427,2025-10-05 13:24:58,15,136.7
2025-10-05 13:28:48,2025-10-05 13:28:47,2025-10-05 13:28:42,385349,862689070108177,1503,GTERI,4.18,00008200,698407,13954,81,00,22,,,14,1,0724,0005,0975,1BC2,54.5,267,12.5,-22.973123,-43.384587,139.9,,11,0,1,1800,,,,,,,,,,,,,,,,1,79.1,270,14.4,-43.374842,-22.973242,2025-10-05 13:27:01,13,138.9
2025-10-05 13:33:06,2025-10-05 13:31:47,2025-10-05 13:31:42,385349,862689070108177,1505,GTERI,4.18,00008200,698407,13954,81,00,22,,,14,1,0724,0005,08AD,4E58,16.0,267,17.7,-22.972918,-43.397817,141.2,,23,0,1,1800,,,,,,,,,,,,,,,,1,65.2,271,19.5,-43.388622,-22.973180,2025-10-05 13:30:17,13,140.3
2025-10-05 13:33:06,2025-10-05 13:31:47,2025-10-05 13:31:42,385349,862689070108177,1505,GTERI,4.18,00008200,698407,13954,81,00,22,,,14,1,0724,0005,08AD,4E58,16.0,267,17.7,-22.972918,-43.397817,141.2,,23,0,1,1800,,,,,,,,,,,,,,,,1,65.2,271,19.5,-43.388622,-22.973180,2025-10-05 13:30:17,13,140.3
2025-10-05 13:33:07,2025-10-05 13:31:47,2025-10-05 13:31:42,385349,862689070108177,1505,GTERI,4.18,00008200,698407,13954,81,00,22,,,14,1,0724,0005,08AD,4E58,16.0,267,17.7,-22.972918,-43.397817,141.2,,23,0,1,1800,,,,,,,,,,,,,,,,1,65.2,271,19.5,-43.388622,-22.973180,2025-10-05 13:30:17,13,140.3
2025-10-05 13:33:42,2025-10-05 13:33:35,2025-10-05 13:33:34,385349,862689070108177,1507,GTIGF,4.18,,698407,13874,80,00,12,1384,,12,0,0724,0005,08AD,4E58,0.0,228,21.3,-22.972505,-43.398068,141.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 13:33:43,2025-10-05 13:33:35,2025-10-05 13:33:35,385349,862689070108177,1508,GTERI,4.18,00008200,698407,13882,80,00,12,,,12,1,0724,0005,08AD,4E58,0.0,228,21.3,-22.972505,-43.398068,141.4,,20,0,1,1800,,,,,,,,,,,,,,,,1,0.0,228,21.3,-43.398068,-22.972505,2025-10-05 13:33:35,12,141.4
2025-10-05 20:48:56,2025-10-05 14:33:32,2025-10-05 14:31:11,385349,862689070108177,1509,GTERI,4.15,00008200,698407,13115,80,00,11,,,8,1,0724,0005,08AD,4E58,0.0,228,21.3,-22.972505,-43.398068,141.4,,25,0,1,1800,,,,,,,,,,,,,,,,1,0.0,228,21.3,-43.398068,-22.972505,2025-10-05 14:31:11,8,141.4
2025-10-05 20:48:57,2025-10-05 14:43:00,2025-10-05 14:42:59,385349,862689070108177,1511,GTRTL,4.12,,698407,13107,80,00,11,,,7,1,0724,0005,08AD,4E58,1.8,131,13.5,-22.972785,-43.398158,141.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 20:48:57,2025-10-05 14:42:02,2025-10-05 14:42:01,385349,862689070108177,1510,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 20:48:58,2025-10-05 15:42:55,2025-10-05 15:40:34,385349,862689070108177,1513,GTERI,4.10,00008200,698407,13075,80,00,11,,,11,1,0724,0005,08AD,4E58,0.0,131,13.5,-22.972785,-43.398158,141.4,,25,0,1,1800,,,,,,,,,,,,,,,,1,0.0,131,13.5,-43.398158,-22.972785,2025-10-05 15:40:34,11,141.4
2025-10-05 20:48:58,2025-10-05 14:43:00,2025-10-05 14:42:59,385349,862689070108177,1512,GTERI,4.12,00008200,698407,13107,80,00,11,,,7,1,0724,0005,08AD,4E58,1.8,131,13.5,-22.972785,-43.398158,141.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,1.8,131,13.5,-43.398158,-22.972785,2025-10-05 14:42:59,7,141.4
2025-10-05 20:48:59,2025-10-05 15:42:58,2025-10-05 15:42:58,385349,862689070108177,1514,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 20:49:00,2025-10-05 16:43:53,2025-10-05 16:43:53,385349,862689070108177,1517,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 20:49:00,2025-10-05 15:43:55,2025-10-05 15:43:55,385349,862689070108177,1516,GTERI,4.08,00008200,698407,13075,80,00,11,,,7,1,0724,0005,08AD,4E58,0.5,247,25.6,-22.972458,-43.398078,141.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,0.5,247,25.6,-43.398078,-22.972458,2025-10-05 15:43:55,7,141.4
