Sequência,veiPlaca,Tipo Dispositivo,IMEI,GNSS UTC Time,Data/Hora Inclusão,Data/Hora Evento,Azimuth,delay,Latitude,Longitude,Satélites,GPS,Velocidade,Bateria (V),mrvlog,tdeID,Motion Status,Event Code,Hodômetro Total,RAT,Position Report Type,Tipo Mensagem,Message_Category,Match_Type,Match_ID,delta,Delta,Tempo de fix,Match_Complete,Distância,Discrepancia,Distancia esperada
1184,QRQ1J66,83,4675739775,2025-06-17 18:55:13,2025-06-17 18:55:14.410,2025-06-17 18:55:13,163.0,1,-5.182297,-42.76371,14,Válido,103,13528,0,839,Motorista não identificado,Motorista não identificado,468.03,10,Motorista não identificado,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1185,QRQ1J66,83,4675739775,2025-06-17 18:56:33,2025-06-17 18:56:33.780,2025-06-17 18:56:33,163.0,0,-5.201377,-42.75786,14,Válido,97,13528,0,761,22,30,470.25,10,10,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
1186,QRQ1J66,83,4675739775,2025-06-17 18:59:33,2025-06-17 18:59:33.693,2025-06-17 18:59:33,136.0,0,-5.241456,-42.73804,15,Válido,111,13558,0,761,22,30,475.31,10,10,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
1187,QRQ1J66,83,4675739775,2025-06-17 19:00:06,2025-06-17 19:00:06.653,2025-06-17 19:00:06,137.0,0,-5.24777,-42.73185,16,Inválido,0,760,0,668,12,20,476.2,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1188,QRQ1J66,83,4675739775,2025-06-17 19:00:15,2025-06-17 19:00:15.533,2025-06-17 19:00:15,158.0,0,-5.249721,-42.7306,17,Inválido,0,4068,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,476.2,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1189,QRQ1J66,83,4675739775,2025-06-17 19:01:01,2025-06-17 19:01:01.597,2025-06-17 19:01:01,172.0,0,-5.261231,-42.72861,17,Válido,95,4082,0,667,21,21,476.2,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1190,QRQ1J66,83,4675739775,2025-06-17 19:01:10,2025-06-17 19:01:11.600,2025-06-17 19:01:10,171.0,1,-5.263209,-42.7283,17,Válido,90,13558,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,476.42,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1191,QRQ1J66,83,4675739775,2025-06-17 19:04:01,2025-06-17 19:04:03.103,2025-06-17 19:04:01,142.0,2,-5.294071,-42.71333,17,Válido,101,13619,0,761,22,30,480.29,10,10,GTERI,T,T10,47,,7.0,0.0,T10_47,201.19,0.72,200.47
1192,QRQ1J66,83,4675739775,2025-06-17 19:07:01,2025-06-17 19:07:01.553,2025-06-17 19:07:01,174.0,0,-5.332485,-42.69778,17,Válido,98,13619,0,761,22,30,484.93,10,10,GTERI,T,T10,48,,7.0,0.0,T10_48,188.34,0.02,188.32
1193,QRQ1J66,83,4675739775,2025-06-17 19:07:53,2025-06-17 19:07:54.350,2025-06-17 19:07:53,108.0,1,-5.34087,-42.69055,16,Válido,104,13619,0,839,Motorista não identificado,Motorista não identificado,486.31,10,Motorista não identificado,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1194,QRQ1J66,83,4675739775,2025-06-17 19:10:01,2025-06-17 19:10:01.717,2025-06-17 19:10:01,163.0,0,-5.357449,-42.67639,16,Válido,20,13558,0,761,22,30,488.86,10,10,GTERI,T,T10,49,,7.0,0.0,T10_49,47.07,13.01,60.08
1195,QRQ1J66,83,4675739775,2025-06-17 19:13:01,2025-06-17 19:13:01.623,2025-06-17 19:13:01,182.0,0,-5.378925,-42.67076,14,Válido,64,13497,0,761,22,30,491.33,10,10,GTERI,T,T10,50,,7.0,0.0,T10_50,127.39,1.14,128.53
1196,QRQ1J66,83,4675739775,2025-06-17 19:14:07,2025-06-17 19:14:07.800,2025-06-17 19:14:07,112.0,0,-5.389895,-42.66686,16,Válido,69,13558,0,839,Motorista não identificado,Motorista não identificado,492.73,10,Motorista não identificado,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1197,QRQ1J66,83,4675739775,2025-06-17 19:16:01,2025-06-17 19:16:01.550,2025-06-17 19:16:01,141.0,0,-5.404082,-42.65098,18,Válido,70,13588,0,761,22,30,495.16,10,10,GTERI,T,T10,51,,7.0,0.0,T10_51,141.59,3.05,138.54
1198,QRQ1J66,83,4675739775,2025-06-17 19:19:01,2025-06-17 19:19:01.700,2025-06-17 19:19:01,158.0,0,-5.430742,-42.63594,15,Válido,98,13619,0,761,22,30,498.58,10,10,GTERI,T,T10,52,,7.0,0.0,T10_52,191.73,1.47,190.26
1199,QRQ1J66,83,4675739775,2025-06-17 19:22:01,2025-06-17 19:25:06.697,2025-06-17 19:22:01,194.0,185,-5.475762,-42.63749,18,Válido,97,13619,1,761,22,30,503.61,10,10,GTERI,T,T10,53,,7.0,0.0,T10_53,188.62,0.28,188.9
1200,QRQ1J66,83,4675739775,2025-06-17 19:25:01,2025-06-17 19:25:07.510,2025-06-17 19:25:01,203.0,6,-5.515461,-42.63865,18,Válido,98,13619,0,761,22,30,508.22,10,10,GTERI,T,T10,54,,7.0,0.0,T10_54,195.14,7.79,187.35
1201,QRQ1J66,83,4675739775,2025-06-17 19:27:50,2025-06-17 19:27:51.620,2025-06-17 19:27:50,122.0,1,-5.515461,-42.63865,18,Inválido,0,729,0,668,12,20,512.88,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1202,QRQ1J66,83,4675739775,2025-06-17 19:27:59,2025-06-17 19:27:59.810,2025-06-17 19:27:59,145.0,0,-5.549285,-42.61419,17,Válido,98,4086,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,512.88,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1203,QRQ1J66,83,4675739775,2025-06-17 19:28:00,2025-06-17 19:28:00.787,2025-06-17 19:28:00,148.0,0,-5.54949,-42.61406,17,Válido,96,4086,0,667,21,21,512.88,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1204,QRQ1J66,83,4675739775,2025-06-17 19:28:09,2025-06-17 19:28:09.880,2025-06-17 19:28:09,160.0,0,-5.55154,-42.6132,18,Válido,94,13588,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,513.13,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1205,QRQ1J66,83,4675739775,2025-06-17 19:28:16,2025-06-17 19:28:16.760,2025-06-17 19:28:16,161.0,0,-5.552958,-42.61269,18,Inválido,0,729,0,668,12,20,513.23,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1206,QRQ1J66,83,4675739775,2025-06-17 19:28:24,2025-06-17 19:28:24.757,2025-06-17 19:28:24,160.0,0,-5.554662,-42.61209,17,Válido,89,13588,0,667,21,21,513.23,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1207,QRQ1J66,83,4675739775,2025-06-17 19:31:24,2025-06-17 19:31:25.480,2025-06-17 19:31:24,168.0,1,-5.579214,-42.61596,17,Válido,73,13588,0,761,22,30,516.01,10,10,GTERI,T,T5,52,,5.0,0.0,T5_52,107.14,1.4,108.54
1208,QRQ1J66,83,4675739775,2025-06-17 19:32:25,2025-06-17 19:32:26.540,2025-06-17 19:32:25,178.0,1,-5.591018,-42.6143,17,Válido,77,13588,0,839,Motorista não identificado,Motorista não identificado,517.31,10,Motorista não identificado,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1209,QRQ1J66,83,4675739775,2025-06-17 19:32:35,2025-06-17 19:32:35.810,2025-06-17 19:32:35,180.0,0,-5.593053,-42.61424,18,Inválido,0,729,0,668,12,20,517.48,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1210,QRQ1J66,83,4675739775,2025-06-17 19:32:44,2025-06-17 19:32:44.790,2025-06-17 19:32:44,179.0,0,-5.595281,-42.61421,17,Inválido,0,4062,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,517.48,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1211,QRQ1J66,83,4675739775,2025-06-17 19:32:54,2025-06-17 19:32:54.760,2025-06-17 19:32:54,163.0,0,-5.597811,-42.61391,18,Válido,101,4082,0,667,21,21,517.48,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1212,QRQ1J66,83,4675739775,2025-06-17 19:32:57,2025-06-17 19:32:57.800,2025-06-17 19:32:57,158.0,0,-5.598539,-42.61364,17,Inválido,0,4030,0,668,12,20,517.48,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1213,QRQ1J66,83,4675739775,2025-06-17 19:33:09,2025-06-17 19:33:10.443,2025-06-17 19:33:09,160.0,1,-5.601398,-42.61256,17,Válido,100,4080,0,667,21,21,517.48,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1214,QRQ1J66,83,4675739775,2025-06-17 19:33:19,2025-06-17 19:33:19.910,2025-06-17 19:33:19,158.0,0,-5.603709,-42.61168,16,Inválido,0,4056,0,668,12,20,517.64,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1215,QRQ1J66,83,4675739775,2025-06-17 19:33:24,2025-06-17 19:33:24.797,2025-06-17 19:33:24,159.0,0,-5.604876,-42.61123,16,Válido,98,4080,0,667,21,21,517.64,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1216,QRQ1J66,83,4675739775,2025-06-17 19:33:30,2025-06-17 19:33:30.770,2025-06-17 19:33:30,156.0,0,-5.606217,-42.6107,18,Inválido,0,4048,0,668,12,20,517.69,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1217,QRQ1J66,83,4675739775,2025-06-17 19:34:04,2025-06-17 19:34:10.610,2025-06-17 19:34:04,152.0,6,-5.613082,-42.60524,18,Válido,108,4074,0,667,21,21,517.69,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1218,QRQ1J66,83,4675739775,2025-06-17 19:34:13,2025-06-17 19:34:35.363,2025-06-17 19:34:13,158.0,22,-5.615209,-42.60434,16,Válido,100,13619,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,517.95,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1219,QRQ1J66,83,4675739775,2025-06-17 19:37:04,2025-06-17 19:47:49.090,2025-06-17 19:37:04,177.0,645,-5.645691,-42.59171,18,Válido,69,13558,1,761,22,30,521.78,10,10,GTERI,T,T5,53,,4.0,0.0,T5_53,81.65,1.26,80.39
1220,QRQ1J66,83,4675739775,2025-06-17 19:38:06,2025-06-17 19:47:49.770,2025-06-17 19:38:06,177.0,583,-5.654792,-42.59116,18,Válido,90,13588,1,839,Motorista não identificado,Motorista não identificado,522.77,10,Motorista não identificado,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1221,QRQ1J66,83,4675739775,2025-06-17 19:38:13,2025-06-17 19:47:50.300,2025-06-17 19:38:13,176.0,577,-5.656193,-42.59107,17,Inválido,0,790,1,668,12,20,522.9,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1222,QRQ1J66,83,4675739775,2025-06-17 19:38:16,2025-06-17 19:47:50.937,2025-06-17 19:38:16,176.0,574,-5.656818,-42.59103,18,Válido,81,13528,1,667,21,21,522.9,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1223,QRQ1J66,83,4675739775,2025-06-17 19:41:16,2025-06-17 19:47:51.897,2025-06-17 19:41:16,191.0,395,-5.689925,-42.60014,18,Válido,77,13497,1,761,22,30,526.83,10,10,GTERI,T,T5,54,,2.0,0.0,T5_54,47.8,2.91,44.89
1224,QRQ1J66,83,4675739775,2025-06-17 19:44:16,2025-06-17 19:47:52.330,2025-06-17 19:44:16,195.0,216,-5.718689,-42.60464,17,Válido,53,13588,1,761,22,30,530.05,10,10,GTERI,T,T1,16,,0.0,0.0,T1_16,1.2,1.2*,0.0
1225,QRQ1J66,83,4675739775,2025-06-17 19:45:14,2025-06-17 19:47:52.800,2025-06-17 19:45:14,218.0,158,-5.728603,-42.60773,18,Válido,72,13528,1,839,Motorista não identificado,Motorista não identificado,531.2,10,Motorista não identificado,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1226,QRQ1J66,83,4675739775,2025-06-17 19:47:16,2025-06-17 19:47:53.470,2025-06-17 19:47:16,198.0,37,-5.74832,-42.61887,15,Válido,70,13649,0,761,22,30,533.74,10,10,GTERI,T,T1,17,,0.0,0.0,T1_17,1.65,1.65*,0.0
1227,QRQ1J66,83,4675739775,2025-06-17 19:50:16,2025-06-17 19:50:31.743,2025-06-17 19:50:16,215.0,15,-5.771972,-42.616,17,Válido,59,13497,0,761,22,30,536.85,10,10,GTERI,T,T1,18,,0.0,0.0,T1_18,0.33,0.33*,0.0
1228,QRQ1J66,83,4675739775,2025-06-17 19:51:23,2025-06-17 19:51:23.623,2025-06-17 19:51:23,212.0,0,-5.773865,-42.61726,17,Inválido,0,729,0,668,12,20,537.04,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1229,QRQ1J66,83,4675739775,2025-06-17 19:51:28,2025-06-17 19:51:28.713,2025-06-17 19:51:28,210.0,0,-5.774632,-42.61776,17,Válido,76,13528,0,667,21,21,537.04,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1230,QRQ1J66,83,4675739775,2025-06-17 19:51:34,2025-06-17 19:51:34.657,2025-06-17 19:51:34,196.0,0,-5.775765,-42.61822,17,Inválido,0,729,0,668,12,20,537.11,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1231,QRQ1J66,83,4675739775,2025-06-17 19:51:43,2025-06-17 19:51:44.167,2025-06-17 19:51:43,184.0,1,-5.777434,-42.61847,18,Inválido,0,4042,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,537.11,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1232,QRQ1J66,83,4675739775,2025-06-17 19:52:19,2025-06-17 19:52:19.843,2025-06-17 19:52:19,185.0,0,-5.785083,-42.61917,16,Válido,90,4074,0,667,21,21,537.11,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1233,QRQ1J66,83,4675739775,2025-06-17 19:52:31,2025-06-17 19:52:31.530,2025-06-17 19:52:31,185.0,0,-5.787518,-42.61939,16,Inválido,0,4052,0,668,12,20,537.31,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1234,QRQ1J66,83,4675739775,2025-06-17 19:52:40,2025-06-17 19:52:40.873,2025-06-17 19:52:40,185.0,0,-5.789488,-42.61956,17,Válido,91,4072,0,667,21,21,537.31,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1235,QRQ1J66,83,4675739775,2025-06-17 19:52:48,2025-06-17 19:52:48.493,2025-06-17 19:52:48,185.0,0,-5.791392,-42.61974,16,Inválido,0,4036,0,668,12,20,537.44,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1236,QRQ1J66,83,4675739775,2025-06-17 19:53:39,2025-06-17 19:53:48.940,2025-06-17 19:53:39,185.0,9,-5.804671,-42.62093,17,Válido,102,4070,0,667,21,21,537.44,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1237,QRQ1J66,83,4675739775,2025-06-17 19:53:48,2025-06-17 19:53:49.160,2025-06-17 19:53:48,185.0,1,-5.807018,-42.62115,16,Inválido,0,13588,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,537.67,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1238,QRQ1J66,83,4675739775,2025-06-17 19:53:50,2025-06-17 19:53:50.430,2025-06-17 19:53:50,185.0,0,-5.807532,-42.62119,16,Inválido,0,760,0,668,12,20,537.67,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1239,QRQ1J66,83,4675739775,2025-06-17 19:53:59,2025-06-17 19:53:59.483,2025-06-17 19:53:59,185.0,0,-5.809779,-42.62139,18,Válido,96,4068,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,537.67,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1240,QRQ1J66,83,4675739775,2025-06-17 19:54:01,2025-06-17 19:54:01.493,2025-06-17 19:54:01,185.0,0,-5.810265,-42.62144,17,Válido,96,4068,0,667,21,21,537.67,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1241,QRQ1J66,83,4675739775,2025-06-17 19:54:10,2025-06-17 19:54:11.793,2025-06-17 19:54:10,185.0,1,-5.812452,-42.62163,15,Válido,97,13619,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,537.92,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1242,QRQ1J66,83,4675739775,2025-06-17 19:57:01,2025-06-17 19:57:01.470,2025-06-17 19:57:01,185.0,0,-5.837211,-42.62387,17,Válido,74,13528,0,761,22,30,540.63,10,10,GTERI,T,,0,,,0.0,NA_0,3.27,3.27*,0.0
1243,QRQ1J66,83,4675739775,2025-06-17 19:58:06,2025-06-17 19:58:06.427,2025-06-17 19:58:06,185.0,0,-5.84643,-42.62469,18,Inválido,0,729,0,668,12,20,541.59,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1244,QRQ1J66,83,4675739775,2025-06-17 19:58:15,2025-06-17 19:58:15.473,2025-06-17 19:58:15,185.0,0,-5.848491,-42.62488,18,Inválido,0,4040,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,541.59,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1245,QRQ1J66,83,4675739775,2025-06-17 19:58:22,2025-06-17 19:58:22.430,2025-06-17 19:58:22,185.0,0,-5.850115,-42.62502,18,Válido,90,4072,0,667,21,21,541.59,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1246,QRQ1J66,83,4675739775,2025-06-17 19:58:28,2025-06-17 19:58:28.430,2025-06-17 19:58:28,185.0,0,-5.85147,-42.62515,16,Inválido,0,4050,0,668,12,20,541.69,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1247,QRQ1J66,83,4675739775,2025-06-17 19:58:59,2025-06-17 19:58:59.480,2025-06-17 19:58:59,207.0,0,-5.858833,-42.62758,16,Válido,102,4066,0,667,21,21,541.69,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1248,QRQ1J66,83,4675739775,2025-06-17 19:59:08,2025-06-17 19:59:08.407,2025-06-17 19:59:08,206.0,0,-5.860715,-42.62853,16,Válido,89,13588,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,541.92,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1249,QRQ1J66,83,4675739775,2025-06-17 19:59:26,2025-06-17 19:59:26.493,2025-06-17 19:59:26,207.0,0,-5.864047,-42.63018,18,Inválido,0,729,0,668,12,20,542.23,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1250,QRQ1J66,83,4675739775,2025-06-17 19:59:35,2025-06-17 19:59:35.880,2025-06-17 19:59:35,207.0,0,-5.86604,-42.63123,18,Inválido,0,4028,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,542.23,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1251,QRQ1J66,83,4675739775,2025-06-17 19:59:39,2025-06-17 19:59:39.913,2025-06-17 19:59:39,207.0,0,-5.866935,-42.63168,15,Válido,100,4066,0,667,21,21,542.23,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1252,QRQ1J66,83,4675739775,2025-06-17 19:59:48,2025-06-17 19:59:48.487,2025-06-17 19:59:48,207.0,0,-5.868969,-42.63271,16,Válido,101,13588,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,542.48,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1253,QRQ1J66,83,4675739775,2025-06-17 19:59:53,2025-06-17 19:59:53.457,2025-06-17 19:59:53,207.0,0,-5.8701,-42.63328,18,Inválido,0,760,0,668,12,20,542.54,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1254,QRQ1J66,83,4675739775,2025-06-17 19:59:59,2025-06-17 19:59:59.450,2025-06-17 19:59:59,207.0,0,-5.871427,-42.63395,17,Válido,98,13619,0,667,21,21,542.54,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1255,QRQ1J66,83,4675739775,2025-06-17 20:00:07,2025-06-17 20:00:07.490,2025-06-17 20:00:07,207.0,0,-5.873223,-42.63486,17,Inválido,0,790,0,668,12,20,542.68,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1256,QRQ1J66,83,4675739775,2025-06-17 20:00:18,2025-06-17 20:00:18.497,2025-06-17 20:00:18,207.0,0,-5.875755,-42.63614,17,Válido,102,13528,0,667,21,21,542.68,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1257,QRQ1J66,83,4675739775,2025-06-17 20:00:22,2025-06-17 20:00:22.497,2025-06-17 20:00:22,207.0,0,-5.876676,-42.6366,18,Inválido,0,760,0,668,12,20,542.71,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1258,QRQ1J66,83,4675739775,2025-06-17 20:00:31,2025-06-17 20:00:31.457,2025-06-17 20:00:31,207.0,0,-5.878674,-42.63762,17,Inválido,0,4042,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,542.71,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1259,QRQ1J66,83,4675739775,2025-06-17 20:00:53,2025-06-17 20:00:53.460,2025-06-17 20:00:53,207.0,0,-5.881871,-42.63924,18,Válido,47,4064,0,667,21,21,542.71,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1260,QRQ1J66,83,4675739775,2025-06-17 20:01:02,2025-06-17 20:01:02.500,2025-06-17 20:01:02,207.0,0,-5.882763,-42.63969,18,Válido,54,13588,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,542.82,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1261,QRQ1J66,83,4675739775,2025-06-17 20:01:07,2025-06-17 20:01:07.530,2025-06-17 20:01:07,206.0,0,-5.883487,-42.64005,18,Inválido,0,760,0,668,12,20,542.85,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1262,QRQ1J66,83,4675739775,2025-06-17 20:01:16,2025-06-17 20:01:16.497,2025-06-17 20:01:16,207.0,0,-5.885275,-42.64095,18,Inválido,0,4026,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,542.85,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1263,QRQ1J66,83,4675739775,2025-06-17 20:01:22,2025-06-17 20:01:22.500,2025-06-17 20:01:22,207.0,0,-5.88665,-42.64166,17,Válido,103,4064,0,667,21,21,542.85,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1264,QRQ1J66,83,4675739775,2025-06-17 20:01:38,2025-06-17 20:01:38.500,2025-06-17 20:01:38,205.0,0,-5.889727,-42.64321,17,Válido,47,13619,0,700,Equipamento conectado à Bateria do Veículo,Equipamento conectado à Bateria do Veículo,543.2,10,Equipamento conectado à Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1265,QRQ1J66,83,4675739775,2025-06-17 20:03:15,2025-06-17 20:03:15.603,2025-06-17 20:03:15,246.0,0,-5.897181,-42.65539,18,Inválido,0,760,0,668,12,20,544.71,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1266,QRQ1J66,83,4675739775,2025-06-17 20:03:24,2025-06-17 20:03:24.570,2025-06-17 20:03:24,246.0,0,-5.898106,-42.65745,18,Inválido,0,4044,0,699,Equipamento Desconectado da Bateria do Veículo,Equipamento Desconectado da Bateria do Veículo,544.71,10,Equipamento Desconectado da Bateria do Veículo,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1267,QRQ1J66,83,4675739775,2025-06-17 20:04:21,2025-06-17 20:04:21.537,2025-06-17 20:04:21,247.0,0,-5.904019,-42.67068,19,Válido,100,4060,0,667,21,21,544.71,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1268,QRQ1J66,83,4675739775,2025-06-17 20:04:27,2025-06-17 20:04:29.650,2025-06-17 20:04:27,245.0,2,-5.904634,-42.67205,19,Inválido,0,4024,0,668,12,20,544.8,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1269,QRQ1J66,83,4675739775,2025-06-17 20:04:33,2025-06-17 20:04:38.127,2025-06-17 20:04:33,246.0,5,-5.905244,-42.6734,19,Válido,98,4060,0,667,21,21,544.8,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1270,QRQ1J66,83,4675739775,2025-06-17 20:04:36,2025-06-17 20:04:37.557,2025-06-17 20:04:36,246.0,1,-5.905543,-42.67408,19,Inválido,0,4038,0,668,12,20,544.8,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1271,QRQ1J66,83,4675739775,2025-06-17 20:04:43,2025-06-17 20:04:50.083,2025-06-17 20:04:43,246.0,7,-5.906234,-42.67564,19,Válido,97,4060,0,667,21,21,544.8,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1272,QRQ1J66,83,4675739775,2025-06-17 20:04:55,2025-06-17 20:04:55.447,2025-06-17 20:04:55,246.0,0,-5.907424,-42.67829,19,Inválido,0,4024,0,668,12,20,545.04,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1273,QRQ1J66,83,4675739775,2025-06-17 20:05:23,2025-06-17 20:05:23.473,2025-06-17 20:05:23,246.0,0,-5.910357,-42.68485,18,Válido,103,4056,0,667,21,21,545.04,10,GTIGN,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
1274,QRQ1J66,83,4675739775,2025-06-17 20:05:31,2025-06-17 20:05:31.543,2025-06-17 20:05:31,246.0,0,-5.911183,-42.68672,19,Inválido,0,3952,0,668,12,20,545.18,10,GTIGF,X,X,,0,,,0.0,NA_0,3.27,3.27*,0.0
