Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Motivo Power On, Motivo Power Off
2025-10-09 19:34:50,2025-10-09 19:34:43,,385349,862689070136657,1709,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:34:50,2025-10-09 19:34:43,,385349,862689070136657,1708,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:34:51,2025-10-09 19:34:43,,385349,862689070136657,1711,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:34:51,2025-10-09 19:34:43,,385349,862689070136657,1710,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:34:52,2025-10-09 19:34:43,,385349,862689070136657,1713,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:34:52,2025-10-09 19:34:43,,385349,862689070136657,1712,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:34:53,2025-10-09 19:34:43,,385349,862689070136657,1715,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:34:53,2025-10-09 19:34:43,,385349,862689070136657,1714,GTCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:36:48,2025-10-09 19:36:49,2025-10-09 19:36:43,385349,862689070136657,1717,GTERI,4.17,00008200,698407,13959,81,00,22,,,8,1,0724,0005,9C6B,0690AB08,0.0,351,579.8,-23.320362,-51.154950,28.2,,21,0,2,28,,,,,,,,,,,,,,,,1,35.4,359,588.8,-51.154893,-23.322058,2025-10-09 19:35:50,11,28.0,,
2025-10-09 19:38:27,2025-10-09 19:38:28,2025-10-09 19:38:27,385349,862689070136657,1720,GTERI,4.17,00008200,698407,13219,80,00,12,,,9,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,23,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-09 19:38:27,9,28.4,,
2025-10-09 19:38:27,2025-10-09 19:38:28,2025-10-09 19:38:26,385349,862689070136657,1719,GTIGF,4.17,,698407,13807,80,00,12,296,,9,0,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-09 19:49:56,2025-10-09 19:48:37,2025-10-09 19:38:27,385349,862689070136657,1721,GTINF,4.08,,698407,13066,80,00,11,,,,,,,,,,,,,,,,23,0,,,89551808170105429139,1,0,1,+0000,0,,,,,,,,,,,,,,,,,,,,
2025-10-09 20:38:23,2025-10-09 20:38:24,2025-10-09 20:36:16,385349,862689070136657,1722,GTERI,4.05,00008200,698407,13050,80,00,11,,,8,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,20,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-09 20:36:16,8,28.4,,
2025-10-09 21:38:23,2025-10-09 21:38:24,2025-10-09 21:36:03,385349,862689070136657,1723,GTERI,4.02,00008200,698407,13034,80,00,11,,,8,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,21,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-09 21:36:03,8,28.4,,
2025-10-09 22:38:23,2025-10-09 22:38:24,2025-10-09 22:36:01,385349,862689070136657,1724,GTERI,3.98,00008200,698407,13026,80,00,11,,,7,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,20,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-09 22:36:01,7,28.4,,
2025-10-09 23:39:03,2025-10-09 23:38:24,2025-10-09 23:36:06,385349,862689070136657,1725,GTERI,3.96,00008200,698407,13018,80,00,11,,,8,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,19,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-09 23:36:06,8,28.4,,
2025-10-10 00:38:23,2025-10-10 00:38:24,2025-10-10 00:36:02,385349,862689070136657,1726,GTERI,3.92,00008200,698407,13002,80,00,11,,,7,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,20,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 00:36:02,7,28.4,,
2025-10-10 01:38:23,2025-10-10 01:38:24,2025-10-10 01:36:08,385349,862689070136657,1727,GTERI,3.90,00008200,698407,13002,80,00,11,,,7,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,19,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 01:36:08,7,28.4,,
2025-10-10 02:38:23,2025-10-10 02:38:24,2025-10-10 02:36:01,385349,862689070136657,1728,GTERI,3.89,00008200,698407,12994,80,00,11,,,9,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,19,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 02:36:01,9,28.4,,
2025-10-10 03:38:23,2025-10-10 03:38:24,2025-10-10 03:36:04,385349,862689070136657,1729,GTERI,3.87,00008200,698407,12986,80,00,11,,,8,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,20,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 03:36:04,8,28.4,,
2025-10-10 04:38:23,2025-10-10 04:38:24,2025-10-10 04:36:07,385349,862689070136657,1730,GTERI,3.86,00008200,698407,12978,80,00,11,,,11,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,19,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 04:36:07,11,28.4,,
2025-10-10 05:38:23,2025-10-10 05:38:24,2025-10-10 05:36:07,385349,862689070136657,1731,GTERI,3.84,00008200,698407,12970,80,00,11,,,12,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,20,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 05:36:07,12,28.4,,
2025-10-10 06:39:03,2025-10-10 06:38:24,2025-10-10 06:36:01,385349,862689070136657,1732,GTERI,4.19,00008200,698407,12777,80,00,11,,,10,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,20,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 06:36:01,10,28.4,,
2025-10-10 07:38:23,2025-10-10 07:38:24,2025-10-10 07:36:02,385349,862689070136657,1733,GTERI,4.14,00008200,698407,12962,80,00,11,,,12,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,20,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 07:36:02,12,28.4,,
2025-10-10 08:53:42,2025-10-10 08:48:01,2025-10-10 08:48:00,385349,862689070136657,1736,GTRTL,3.98,,698407,12954,80,00,11,,,11,1,0724,0005,9C6B,0690AB08,0.5,223,668.9,-23.319853,-51.156565,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 08:53:42,2025-10-10 08:46:46,2025-10-10 08:46:45,385349,862689070136657,1735,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 08:53:42,2025-10-10 08:38:24,2025-10-10 08:36:06,385349,862689070136657,1734,GTERI,4.11,00008200,698407,12962,80,00,11,,,9,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,22,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 08:36:06,9,28.4,,
2025-10-10 08:53:42,2025-10-10 08:38:24,2025-10-10 08:36:06,385349,862689070136657,1734,GTERI,4.11,00008200,698407,12962,80,00,11,,,9,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,22,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 08:36:06,9,28.4,,
2025-10-10 08:53:42,2025-10-10 08:38:24,2025-10-10 08:36:06,385349,862689070136657,1734,GTERI,4.11,00008200,698407,12962,80,00,11,,,9,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,22,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 08:36:06,9,28.4,,
2025-10-10 08:53:42,2025-10-10 08:38:24,2025-10-10 08:36:06,385349,862689070136657,1734,GTERI,4.11,00008200,698407,12962,80,00,11,,,9,1,0724,0005,9C6B,0690AB08,0.0,247,608.3,-23.319577,-51.156932,28.4,,22,0,2,28,,,,,,,,,,,,,,,,1,0.0,247,608.3,-51.156932,-23.319577,2025-10-10 08:36:06,9,28.4,,
2025-10-10 08:53:43,2025-10-10 08:48:01,2025-10-10 08:48:00,385349,862689070136657,1737,GTERI,3.98,00008200,698407,12954,80,00,11,,,11,1,0724,0005,9C6B,0690AB08,0.5,223,668.9,-23.319853,-51.156565,28.4,,25,0,2,28,,,,,,,,,,,,,,,,1,0.5,223,668.9,-51.156565,-23.319853,2025-10-10 08:48:00,11,28.4,,
2025-10-10 09:07:26,2025-10-10 09:06:06,2025-10-10 08:48:00,385349,862689070136657,1738,GTIGN,4.07,,698407,12801,81,00,21,,48447,11,1,0724,0005,9C6B,0690AB08,0.5,223,668.9,-23.319853,-51.156565,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:07:27,2025-10-10 09:06:40,2025-10-10 09:06:40,385349,862689070136657,1740,GTERI,4.09,00008200,698407,13871,81,00,22,,,6,2,0724,0005,9C6B,0690AB08,0.4,109,521.6,-23.319325,-51.157102,28.4,,20,0,2,28,,,,,,,,,,,,,,,,2,0.4,109,521.6,-51.157102,-23.319325,2025-10-10 09:06:40,6,28.4,,
2025-10-10 09:09:38,2025-10-10 09:09:38,2025-10-10 09:09:34,385349,862689070136657,1742,GTERI,4.18,00008200,698407,13887,81,00,21,,,9,1,0724,0005,9C6B,0690AB08,0.0,302,622.9,-23.319503,-51.157102,28.4,,21,0,2,28,,,,,,,,,,,,,,,,1,10.1,320,584.4,-51.157025,-23.319345,2025-10-10 09:07:23,8,28.5,,
2025-10-10 09:12:38,2025-10-10 09:12:38,2025-10-10 09:12:34,385349,862689070136657,1744,GTERI,4.19,00008200,698407,13959,81,00,21,,,7,1,0724,0005,9C6B,0690AB08,0.0,302,622.9,-23.319503,-51.157102,28.4,,21,0,2,28,,,,,,,,,,,,,,,,1,0.0,302,622.9,-51.157102,-23.319503,2025-10-10 09:12:38,7,28.5,,
2025-10-10 09:15:38,2025-10-10 09:15:38,2025-10-10 09:15:33,385349,862689070136657,1747,GTERI,4.19,00008200,698407,13992,81,00,22,,,13,1,0724,0005,9C6B,0690AB0A,33.1,271,570.6,-23.319778,-51.158093,28.6,,31,0,2,28,,,,,,,,,,,,,,,,1,35.2,270,568.4,-51.158378,-23.319773,2025-10-10 09:15:36,13,28.7,,
2025-10-10 09:18:12,2025-10-10 09:18:12,2025-10-10 09:18:11,385349,862689070136657,1749,GTIGF,4.19,,698407,12930,80,00,12,726,,11,0,0724,0005,9C6B,068FF909,0.0,107,573.3,-23.320067,-51.163872,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:18:13,2025-10-10 09:18:12,2025-10-10 09:18:12,385349,862689070136657,1750,GTERI,4.19,00008200,698407,12841,80,00,12,,,11,1,0724,0005,9C6B,068FF909,0.0,107,573.3,-23.320067,-51.163872,29.3,,31,0,2,28,,,,,,,,,,,,,,,,1,0.0,107,573.3,-51.163872,-23.320067,2025-10-10 09:18:12,11,29.3,,
2025-10-10 09:23:29,2025-10-10 09:22:00,2025-10-10 09:21:59,385349,862689070136657,1753,GTERI,4.11,00008200,698407,13927,81,00,22,,,9,1,0724,0005,9C6B,068FF909,6.4,16,573.3,-23.320022,-51.163880,29.3,,27,0,2,28,,,,,,,,,,,,,,,,1,6.4,16,573.3,-51.163880,-23.320022,2025-10-10 09:21:59,9,29.3,,
2025-10-10 09:23:29,2025-10-10 09:21:42,2025-10-10 09:18:12,385349,862689070136657,1751,GTIGN,4.11,,698407,13050,81,00,22,,210,11,1,0724,0005,9C6B,068FF909,0.0,107,573.3,-23.320067,-51.163872,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:24:58,2025-10-10 09:24:58,2025-10-10 09:24:53,385349,862689070136657,1754,GTERI,4.18,00008200,698407,14000,81,00,22,,,11,1,0724,0005,9C6B,068FFA0A,35.0,89,577.0,-23.319978,-51.153207,30.4,,26,0,2,28,,,,,,,,,,,,,,,,1,48.9,89,590.7,-51.156875,-23.319975,2025-10-10 09:24:20,10,30.0,,
2025-10-10 09:27:58,2025-10-10 09:27:58,2025-10-10 09:27:54,385349,862689070136657,1757,GTERI,4.18,00008200,698407,13992,81,00,22,,,15,1,0724,0005,9C6B,068FF608,34.5,14,603.6,-23.310082,-51.148590,32.0,,26,0,2,28,,,,,,,,,,,,,,,,1,68.3,320,586.1,-51.149628,-23.318907,2025-10-10 09:26:39,10,31.0,,
2025-10-10 09:28:13,2025-10-10 09:28:13,,385349,862689070136657,1758,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:30:58,2025-10-10 09:30:58,2025-10-10 09:30:54,385349,862689070136657,1760,GTERI,4.19,00008200,698407,14016,81,00,22,,,15,1,0724,0005,9C6B,0692F90A,47.5,357,577.8,-23.297910,-51.145417,33.5,,24,0,2,28,,,,,,,,,,,,,,,,1,68.9,38,604.1,-51.146688,-23.304607,2025-10-10 09:29:37,14,32.6,,
2025-10-10 09:33:59,2025-10-10 09:33:58,2025-10-10 09:33:54,385349,862689070136657,1763,GTERI,4.19,00008200,698407,14000,81,00,22,,,13,1,0724,0005,A053,0690110A,48.4,88,556.6,-23.293168,-51.134148,35.2,,21,0,2,28,,,,,,,,,,,,,,,,1,67.4,93,523.6,-51.138072,-23.293142,2025-10-10 09:32:45,15,34.8,,
2025-10-10 09:35:38,2025-10-10 09:35:37,2025-10-10 09:35:37,385349,862689070136657,1765,GTSPD,4.19,,698407,14000,81,00,22,,,15,1,0724,0005,A053,06933D0A,115.1,97,476.1,-23.293537,-51.116007,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:35:46,2025-10-10 09:35:46,2025-10-10 09:35:46,385349,862689070136657,1766,GTSPD,4.19,,698407,14016,81,00,22,,,15,1,0724,0005,A053,06933D0A,104.6,90,484.7,-23.293785,-51.113160,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:36:58,2025-10-10 09:36:58,2025-10-10 09:36:53,385349,862689070136657,1767,GTERI,4.19,00008200,698407,14016,81,00,22,,,14,1,0724,0005,A053,06933D09,65.5,84,485.6,-23.293125,-51.099835,38.8,,25,0,2,28,,,,,,,,,,,,,,,,1,94.5,89,487.7,-51.112617,-23.293787,2025-10-10 09:35:48,14,37.4,,
2025-10-10 09:37:41,2025-10-10 09:37:41,2025-10-10 09:37:41,385349,862689070136657,1769,GTSPD,4.19,,698407,13992,81,00,22,,,12,1,0724,0005,9FEF,068FEA0A,115.5,359,494.3,-23.290508,-51.094750,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:38:47,2025-10-10 09:38:46,2025-10-10 09:38:46,385349,862689070136657,1770,GTSPD,4.19,,698407,14016,81,00,22,,,15,1,0724,0005,9FEF,068FEA08,107.9,16,473.4,-23.269975,-51.091185,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:38:50,2025-10-10 09:38:50,2025-10-10 09:38:50,385349,862689070136657,1771,GTSPD,4.19,,698407,13959,81,00,22,,,16,1,0724,0005,A053,06933D08,111.7,14,478.6,-23.268963,-51.090768,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:39:04,2025-10-10 09:39:03,2025-10-10 09:39:03,385349,862689070136657,1772,GTSPD,4.19,,698407,13984,81,00,22,,,15,1,0724,0005,9FEF,068FEA08,106.1,16,473.3,-23.265438,-51.091117,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:39:08,2025-10-10 09:39:08,2025-10-10 09:39:08,385349,862689070136657,1773,GTSPD,4.19,,698407,13992,81,00,22,,,15,1,0724,0005,9FEF,068FEA08,118.0,61,474.3,-23.264610,-51.089782,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:39:15,2025-10-10 09:39:15,2025-10-10 09:39:15,385349,862689070136657,1774,GTSPD,4.19,,698407,13992,81,00,22,,,16,1,0724,0005,9FEF,068FE90A,104.4,75,477.0,-23.263842,-51.087660,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:39:58,2025-10-10 09:39:58,2025-10-10 09:39:53,385349,862689070136657,1776,GTERI,4.19,00008200,698407,14000,81,00,22,,,14,1,0724,0005,9FEF,06936A04,92.0,40,465.8,-23.260935,-51.079160,44.0,,14,0,2,3,,,,,,,,,,,,,,,,1,103.5,35,452.0,-51.078547,-23.260032,2025-10-10 09:39:57,14,44.0,,
2025-10-10 09:40:02,2025-10-10 09:40:03,2025-10-10 09:40:02,385349,862689070136657,1777,GTSPD,4.19,,698407,13992,81,00,22,,,15,1,0724,0005,9FEF,06936A04,114.8,50,445.0,-23.259032,-51.077455,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:40:06,2025-10-10 09:40:07,2025-10-10 09:40:06,385349,862689070136657,1778,GTSPD,4.19,,698407,14000,81,00,22,,,16,1,0724,0005,9FEF,06936A04,101.9,54,442.8,-23.258368,-51.076442,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:40:30,2025-10-10 09:40:31,2025-10-10 09:40:30,385349,862689070136657,1779,GTSPD,4.19,,698407,14008,81,00,22,,,16,1,0724,0005,9FEF,06936A04,119.0,116,446.8,-23.259590,-51.070743,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:40:37,2025-10-10 09:40:38,2025-10-10 09:40:37,385349,862689070136657,1780,GTSPD,4.19,,698407,13976,81,00,22,,,14,1,0724,0005,9FEF,0690900E,97.8,107,447.9,-23.260488,-51.068702,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:40:38,2025-10-10 09:40:39,,385349,862689070136657,1781,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:40:55,2025-10-10 09:40:56,2025-10-10 09:40:55,385349,862689070136657,1782,GTSPD,4.19,,698407,14000,81,00,22,,,14,1,0724,0005,9FEF,06936A04,113.6,44,418.3,-23.258338,-51.064952,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:41:02,2025-10-10 09:41:03,2025-10-10 09:41:02,385349,862689070136657,1783,GTSPD,4.19,,698407,14008,81,00,22,,,13,1,0724,0005,9FEF,06936A04,103.4,44,429.6,-23.256893,-51.063472,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:02,2025-10-10 09:42:59,2025-10-10 09:42:54,385349,862689070136657,1786,GTERI,4.19,00008200,698407,13984,81,00,22,,,13,1,0724,0005,9FEF,06904409,127.5,83,449.4,-23.252198,-51.037580,49.0,,31,0,2,28,,,,,,,,,,,,,,,,1,132.7,93,440.0,-51.040722,-23.251703,2025-10-10 09:42:44,12,48.5,,
2025-10-10 09:54:02,2025-10-10 09:42:39,2025-10-10 09:42:38,385349,862689070136657,1785,GTSPD,4.19,,698407,14016,81,00,22,,,12,1,0724,0005,9FEF,06904409,114.0,92,424.9,-23.251827,-51.042545,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:38,2025-10-10 09:43:23,2025-10-10 09:43:22,385349,862689070136657,1787,GTSPD,4.19,,698407,14024,81,00,22,,,12,1,0724,0005,9FEF,068FE908,101.7,89,410.6,-23.249557,-51.028335,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:38,2025-10-10 09:43:23,2025-10-10 09:43:22,385349,862689070136657,1787,GTSPD,4.19,,698407,14024,81,00,22,,,12,1,0724,0005,9FEF,068FE908,101.7,89,410.6,-23.249557,-51.028335,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:38,2025-10-10 09:42:59,2025-10-10 09:42:54,385349,862689070136657,1786,GTERI,4.19,00008200,698407,13984,81,00,22,,,13,1,0724,0005,9FEF,06904409,127.5,83,449.4,-23.252198,-51.037580,49.0,,31,0,2,28,,,,,,,,,,,,,,,,1,132.7,93,440.0,-51.040722,-23.251703,2025-10-10 09:42:44,12,48.5,,
2025-10-10 09:54:39,2025-10-10 09:43:42,2025-10-10 09:43:41,385349,862689070136657,1789,GTSPD,4.19,,698407,14016,81,00,22,,,13,1,0724,0005,9C6B,06908408,113.1,120,451.0,-23.250240,-51.024347,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:40,2025-10-10 09:45:08,2025-10-10 09:45:07,385349,862689070136657,1791,GTSPD,4.19,,698407,14024,81,00,22,,,13,1,0724,0005,BFF7,068FF20A,116.5,81,445.6,-23.260588,-51.010032,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:40,2025-10-10 09:43:56,2025-10-10 09:43:55,385349,862689070136657,1790,GTSPD,4.19,,698407,13984,81,00,22,,,13,1,0724,0005,9C6B,06908408,105.0,135,464.9,-23.252495,-51.020645,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:43,2025-10-10 09:45:59,2025-10-10 09:45:54,385349,862689070136657,1793,GTERI,4.19,00008200,698407,14008,81,00,22,,,13,1,0724,0005,BFF7,068FF20A,83.1,118,437.0,-23.261665,-50.996063,53.8,,20,0,2,28,,,,,,,,,,,,,,,,1,101.7,118,443.3,-50.997063,-23.261148,2025-10-10 09:45:49,14,53.7,,
2025-10-10 09:54:43,2025-10-10 09:45:38,2025-10-10 09:45:37,385349,862689070136657,1792,GTSPD,4.19,,698407,14016,81,00,22,,,13,1,0724,0005,BFF7,068FF20A,104.2,94,459.1,-23.260073,-50.999922,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:43,2025-10-10 09:45:38,2025-10-10 09:45:37,385349,862689070136657,1792,GTSPD,4.19,,698407,14016,81,00,22,,,13,1,0724,0005,BFF7,068FF20A,104.2,94,459.1,-23.260073,-50.999922,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:44,2025-10-10 09:48:59,2025-10-10 09:48:54,385349,862689070136657,1797,GTERI,4.19,00008200,698407,14000,81,00,22,,,14,1,0724,0005,BFF7,068FF20A,64.1,47,363.5,-23.260755,-50.988670,54.6,,26,0,2,28,,,,,,,,,,,,,,,,1,67.6,43,364.2,-50.988257,-23.260407,2025-10-10 09:48:57,14,54.6,,
2025-10-10 09:54:44,2025-10-10 09:46:54,,385349,862689070136657,1795,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:45,2025-10-10 09:50:49,2025-10-10 09:50:48,385349,862689070136657,1800,GTSPD,4.19,,698407,14008,81,00,22,,,14,1,0724,0005,BFF7,068FF209,110.3,119,379.7,-23.264293,-50.973655,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:45,2025-10-10 09:50:23,,385349,862689070136657,1798,GTASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:46,2025-10-10 09:51:34,2025-10-10 09:51:33,385349,862689070136657,1802,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:46,2025-10-10 09:50:54,2025-10-10 09:50:53,385349,862689070136657,1801,GTSPD,4.19,,698407,14016,81,00,22,,,14,1,0724,0005,BFF7,068FF209,106.3,121,371.5,-23.264980,-50.972375,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:47,2025-10-10 09:51:59,2025-10-10 09:51:53,385349,862689070136657,1804,GTERI,4.19,00008200,698407,14024,81,00,22,,,14,1,0724,0005,BFF7,068FF209,108.4,143,416.5,-23.276053,-50.962268,58.5,,18,0,2,28,,,,,,,,,,,,,,,,1,113.2,143,416.4,-50.961532,-23.276982,2025-10-10 09:51:57,14,58.5,,
2025-10-10 09:54:47,2025-10-10 09:51:56,2025-10-10 09:51:55,385349,862689070136657,1803,GTSPD,4.19,,698407,14032,81,00,22,,,14,1,0724,0005,BFF7,068FF209,114.4,142,416.0,-23.276513,-50.961898,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:48,2025-10-10 09:52:48,2025-10-10 09:52:48,385349,862689070136657,1806,GTRTL,4.18,,698407,13967,81,00,22,,,9,1,0724,0005,9FEF,06904408,130.8,105,437.1,-23.283847,-50.950990,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:48,2025-10-10 09:52:01,2025-10-10 09:52:00,385349,862689070136657,1805,GTSPD,4.19,,698407,14032,81,00,22,,,14,1,0724,0005,BFF7,068FF209,103.6,144,420.6,-23.277640,-50.961047,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10 09:54:51,2025-10-10 09:54:47,2025-10-10 09:54:47,385349,862689070136657,1809,GTSPD,4.17,,698407,14000,81,00,22,,,12,1,0724,0005,BFF7,06903E0A,106.4,88,423.4,-23.285975,-50.905940,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
