Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,Tipo Dispositivo,IMEI,Sequência,Tipo Mensagem,Bateria Interna,ERI Mask,Protocol Version,Alimentação Externa,Input Status,Output Status,Motion Status,Duration Ign On,Duration Ign Off,Satélites,Precisão GNSS,MCC,MNC,LAC,Cell ID,Velocidade,Azimuth,Altitude,Latitude,Longitude,Hodômetro Total,Horímetro Total,CSQ RSSI,CSQ BER,RAT,BAND,ICCID,Ext. Pwr Supply,Charging,LED On,Timezone,Daylight Saving,Wave1 Output ID,Wave1 Output Active,BT Report Mask,BT Name,BT MAC Address,Peer Role,Peer Address Type,Driver ID,Login Status,MS GNSS Accuracy,Max Speed,MS Azimuth,MS Altitude,MS Longitude,MS Latitude,MS GNSS UTC Time,MS Satellite Number,MS Mileage,Position Report Type
2025-10-06 23:12:49,2025-10-06 23:12:26,2025-10-06 23:12:25,385349,862689070136285,911,GTRTL,3.83,,698407,12608,80,00,1A,,,14,1,0724,0023,5C53,C871,91.7,223,864.1,-21.761398,-45.410697,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-06 23:12:50,2025-10-06 23:12:26,2025-10-06 23:12:25,385349,862689070136285,912,GTERI,3.83,00008200,698407,12608,80,00,1A,,,14,1,0724,0023,5C53,C871,91.7,223,864.1,-21.761398,-45.410697,1.4,,15,0,1,900,,,,,,,,,,,,,,,,1,91.7,223,864.1,-45.410697,-21.761398,2025-10-06 23:12:25,14,1.4,10
2025-10-07 00:22:17,2025-10-07 00:12:24,2025-10-07 00:11:07,385349,862689070136285,913,GTERI,4.18,00008200,698407,12446,80,00,11,,,13,1,0724,0023,680B,C761,5.7,201,860.4,-22.246398,-45.885162,1.4,,22,0,1,900,,,,,,,,,,,,,,,,1,5.7,201,860.4,-45.885162,-22.246398,2025-10-07 00:11:07,13,1.4,10
2025-10-07 00:23:04,2025-10-07 00:21:07,2025-10-07 00:21:06,385349,862689070136285,914,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 00:23:06,2025-10-07 00:22:24,2025-10-07 00:22:23,385349,862689070136285,915,GTRTL,4.18,,698407,12374,80,00,11,,,12,1,0724,0023,680B,C761,0.2,321,837.8,-22.246430,-45.885098,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 00:23:10,2025-10-07 00:22:24,2025-10-07 00:22:23,385349,862689070136285,916,GTERI,4.18,00008200,698407,12374,80,00,11,,,12,1,0724,0023,680B,C761,0.2,321,837.8,-22.246430,-45.885098,1.4,,23,0,1,900,,,,,,,,,,,,,,,,1,0.2,321,837.8,-45.885098,-22.246430,2025-10-07 00:22:23,12,1.4,10
2025-10-07 01:22:22,2025-10-07 01:22:22,2025-10-07 01:19:59,385349,862689070136285,917,GTERI,4.13,00008200,698407,12600,80,00,11,,,14,1,0724,0023,680B,C761,0.0,321,837.8,-22.246430,-45.885098,1.4,,23,0,1,900,,,,,,,,,,,,,,,,1,0.0,321,837.8,-45.885098,-22.246430,2025-10-07 01:19:59,14,1.4,10
2025-10-07 02:29:06,2025-10-07 02:22:22,2025-10-07 02:20:05,385349,862689070136285,918,GTERI,4.02,00008200,698407,12592,80,00,16,,,11,1,0724,0023,6EAF,03E6C797,89.3,193,858.7,-22.311850,-45.903238,1.4,,11,0,3,28,,,,,,,,,,,,,,,,1,89.3,193,858.7,-45.903238,-22.311850,2025-10-07 02:20:05,11,1.4,10
2025-10-07 04:01:10,2025-10-07 03:22:22,2025-10-07 03:21:04,385349,862689070136285,919,GTERI,3.77,00008200,698407,12600,80,00,16,,,11,1,0724,0023,5BEF,03E77299,82.1,247,920.4,-22.812113,-46.288887,1.4,,4,0,0,0,,,,,,,,,,,,,,,,1,82.1,247,920.4,-46.288887,-22.812113,2025-10-07 03:21:04,11,1.4,10
2025-10-07 04:01:52,2025-10-07 03:39:05,2025-10-07 03:39:05,385349,862689070136285,921,GTRTL,4.02,,698407,12349,80,00,16,,,13,1,,,,,31.5,246,801.3,-22.927220,-46.457928,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 04:01:52,2025-10-07 03:37:08,2025-10-07 03:37:07,385349,862689070136285,920,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 04:01:53,2025-10-07 03:39:05,2025-10-07 03:39:05,385349,862689070136285,922,GTERI,4.02,00008200,698407,12349,80,00,16,,,13,1,,,,,31.5,246,801.3,-22.927220,-46.457928,1.4,,0,0,0,0,,,,,,,,,,,,,,,,1,31.5,246,801.3,-46.457928,-22.927220,2025-10-07 03:39:05,13,1.4,10
2025-10-07 04:01:54,2025-10-07 04:00:15,2025-10-07 04:00:14,385349,862689070136285,923,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 04:01:55,2025-10-07 04:01:34,2025-10-07 04:01:33,385349,862689070136285,924,GTRTL,4.16,,698407,12357,80,00,1A,,,14,1,0724,0003,2847,15A5,80.1,285,775.6,-23.098168,-46.616310,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 04:01:57,2025-10-07 04:01:34,2025-10-07 04:01:33,385349,862689070136285,925,GTERI,4.16,00008200,698407,12357,80,00,1A,,,14,1,0724,0003,2847,15A5,80.1,285,775.6,-23.098168,-46.616310,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,80.1,285,775.6,-46.616310,-23.098168,2025-10-07 04:01:33,14,1.4,10
2025-10-07 05:02:08,2025-10-07 05:01:32,2025-10-07 04:59:13,385349,862689070136285,926,GTERI,4.15,00008200,698407,12584,80,00,11,,,14,1,0724,0003,1FAF,1736,61.3,217,745.2,-23.347113,-46.845128,1.4,,7,0,1,1800,,,,,,,,,,,,,,,,1,61.3,217,745.2,-46.845128,-23.347113,2025-10-07 04:59:13,14,1.4,10
2025-10-07 06:01:36,2025-10-07 06:01:32,2025-10-07 06:00:15,385349,862689070136285,927,GTERI,3.93,00008200,698407,12584,80,00,16,,,15,1,0724,0010,C6DF,0C371634,82.2,139,713.9,-23.912630,-46.990568,1.4,,7,0,2,28,,,,,,,,,,,,,,,,1,82.2,139,713.9,-46.990568,-23.912630,2025-10-07 06:00:15,15,1.4,10
2025-10-07 14:10:21,2025-10-07 07:01:32,2025-10-07 07:00:16,385349,862689070136285,928,GTERI,3.77,00008200,698407,12592,80,00,16,,,14,1,0724,0010,4FBD,0C499C98,24.2,241,93.3,-24.266730,-47.391485,1.4,,3,0,3,28,,,,,,,,,,,,,,,,1,24.2,241,93.3,-47.391485,-24.266730,2025-10-07 07:00:16,14,1.4,10
2025-10-07 14:10:22,2025-10-07 07:18:55,2025-10-07 07:18:54,385349,862689070136285,929,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:23,2025-10-07 07:20:14,2025-10-07 07:20:14,385349,862689070136285,930,GTRTL,3.91,,698407,12333,80,00,11,,,5,1,,,,,0.0,198,22.1,-24.339478,-47.644757,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:24,2025-10-07 07:20:14,2025-10-07 07:20:14,385349,862689070136285,931,GTERI,3.91,00008200,698407,12333,80,00,11,,,5,1,,,,,0.0,198,22.1,-24.339478,-47.644757,1.4,,0,0,0,0,,,,,,,,,,,,,,,,1,0.0,198,22.1,-47.644757,-24.339478,2025-10-07 07:20:14,5,1.4,10
2025-10-07 14:10:25,2025-10-07 08:20:13,2025-10-07 08:18:58,385349,862689070136285,933,GTERI,4.18,00008200,698407,12374,80,00,16,,,15,1,0724,0005,0265,0067,62.5,239,80.0,-24.753788,-48.159735,1.4,,19,0,1,900,,,,,,,,,,,,,,,,1,62.5,239,80.0,-48.159735,-24.753788,2025-10-07 08:18:58,15,1.4,10
2025-10-07 14:10:25,2025-10-07 08:19:56,2025-10-07 08:19:57,385349,862689070136285,932,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:26,2025-10-07 08:20:53,2025-10-07 08:20:52,385349,862689070136285,934,GTRTL,4.18,,698407,12357,80,00,1A,,,15,1,0724,0005,0265,4FBE,70.8,184,41.8,-24.771990,-48.170495,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:27,2025-10-07 08:20:53,2025-10-07 08:20:52,385349,862689070136285,935,GTERI,4.18,00008200,698407,12357,80,00,1A,,,15,1,0724,0005,0265,4FBE,70.8,184,41.8,-24.771990,-48.170495,1.4,,17,0,0,0,,,,,,,,,,,,,,,,1,70.8,184,41.8,-48.170495,-24.771990,2025-10-07 08:20:52,15,1.4,10
2025-10-07 14:10:28,2025-10-07 09:20:49,2025-10-07 09:19:33,385349,862689070136285,936,GTERI,3.91,00008200,698407,12576,80,00,11,,,13,1,0724,0003,A275,01504C2C,0.0,211,738.1,-25.004572,-48.508355,1.4,,11,0,3,28,,,,,,,,,,,,,,,,1,0.0,211,738.1,-48.508355,-25.004572,2025-10-07 09:19:33,13,1.4,10
2025-10-07 14:10:29,2025-10-07 09:21:46,2025-10-07 09:21:45,385349,862689070136285,938,GTRTL,3.88,,698407,12576,80,00,11,,,12,1,,,,,0.3,313,738.3,-25.004518,-48.508377,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:29,2025-10-07 09:20:51,2025-10-07 09:20:51,385349,862689070136285,937,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:30,2025-10-07 09:21:46,2025-10-07 09:21:45,385349,862689070136285,939,GTERI,3.88,00008200,698407,12576,80,00,11,,,12,1,,,,,0.3,313,738.3,-25.004518,-48.508377,1.4,,0,0,0,0,,,,,,,,,,,,,,,,1,0.3,313,738.3,-48.508377,-25.004518,2025-10-07 09:21:45,12,1.4,10
2025-10-07 14:10:31,2025-10-07 10:21:44,2025-10-07 10:20:07,385349,862689070136285,940,GTERI,4.13,00008200,698407,12325,80,00,16,,,7,1,0724,0006,6235,07AA7498,0.0,261,741.2,-25.103293,-48.705950,1.4,,5,0,0,0,,,,,,,,,,,,,,,,1,0.0,261,741.2,-48.705950,-25.103293,2025-10-07 10:20:07,7,1.4,10
2025-10-07 14:10:32,2025-10-07 10:21:51,2025-10-07 10:21:51,385349,862689070136285,941,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:33,2025-10-07 10:22:47,2025-10-07 10:22:47,385349,862689070136285,943,GTERI,4.14,00008200,698407,12301,80,00,11,,,8,1,0724,0005,0731,4E84,98.2,243,691.1,-25.102368,-48.735208,1.4,,26,0,0,0,,,,,,,,,,,,,,,,1,98.2,243,691.1,-48.735208,-25.102368,2025-10-07 10:22:47,8,1.4,10
2025-10-07 14:10:33,2025-10-07 10:22:47,2025-10-07 10:22:47,385349,862689070136285,942,GTRTL,4.14,,698407,12301,80,00,11,,,8,1,0724,0005,0731,4E84,98.2,243,691.1,-25.102368,-48.735208,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:34,2025-10-07 10:34:51,2025-10-07 10:34:51,385349,862689070136285,944,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:35,2025-10-07 10:36:08,2025-10-07 10:36:07,385349,862689070136285,945,GTRTL,4.18,,698407,12349,80,00,1A,,,11,1,0724,0004,5745,355E,65.3,178,846.4,-25.135515,-48.857303,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:36,2025-10-07 10:36:08,2025-10-07 10:36:07,385349,862689070136285,946,GTERI,4.18,00008200,698407,12349,80,00,1A,,,11,1,0724,0004,5745,355E,65.3,178,846.4,-25.135515,-48.857303,1.4,,16,0,1,1800,,,,,,,,,,,,,,,,1,65.3,178,846.4,-48.857303,-25.135515,2025-10-07 10:36:07,11,1.4,10
2025-10-07 14:10:37,2025-10-07 10:46:54,2025-10-07 10:46:53,385349,862689070136285,948,GTRTL,4.18,,698407,12309,80,00,11,,,12,1,0724,0004,5745,354A,5.3,0,812.1,-25.217793,-48.905468,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:37,2025-10-07 10:45:52,2025-10-07 10:45:52,385349,862689070136285,947,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:38,2025-10-07 10:46:54,2025-10-07 10:46:53,385349,862689070136285,949,GTERI,4.18,00008200,698407,12309,80,00,11,,,12,1,0724,0004,5745,354A,5.3,0,812.1,-25.217793,-48.905468,1.4,,8,0,1,1800,,,,,,,,,,,,,,,,1,5.3,0,812.1,-48.905468,-25.217793,2025-10-07 10:46:53,12,1.4,10
2025-10-07 14:10:39,2025-10-07 10:56:52,2025-10-07 10:56:52,385349,862689070136285,950,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:40,2025-10-07 10:57:53,2025-10-07 10:57:52,385349,862689070136285,951,GTRTL,4.18,,698407,12357,80,00,11,,,13,1,0724,0004,5745,3555,1.1,7,776.2,-25.218147,-48.905367,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:41,2025-10-07 10:57:53,2025-10-07 10:57:52,385349,862689070136285,952,GTERI,4.18,00008200,698407,12357,80,00,11,,,13,1,0724,0004,5745,3555,1.1,7,776.2,-25.218147,-48.905367,1.4,,9,0,1,900,,,,,,,,,,,,,,,,1,1.1,7,776.2,-48.905367,-25.218147,2025-10-07 10:57:52,13,1.4,10
2025-10-07 14:10:42,2025-10-07 11:08:48,2025-10-07 11:08:48,385349,862689070136285,954,GTRTL,4.18,,698407,12357,80,00,11,,,11,1,0724,0005,0731,4E57,1.2,82,785.4,-25.218048,-48.905353,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:42,2025-10-07 11:07:52,2025-10-07 11:07:52,385349,862689070136285,953,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:43,2025-10-07 11:08:48,2025-10-07 11:08:48,385349,862689070136285,955,GTERI,4.18,00008200,698407,12357,80,00,11,,,11,1,0724,0005,0731,4E57,1.2,82,785.4,-25.218048,-48.905353,1.4,,24,0,0,0,,,,,,,,,,,,,,,,1,1.2,82,785.4,-48.905353,-25.218048,2025-10-07 11:08:48,11,1.4,10
2025-10-07 14:10:44,2025-10-07 12:08:46,2025-10-07 12:06:29,385349,862689070136285,956,GTERI,3.91,00008200,698407,12568,80,00,16,,,12,1,0724,0005,0731,4E97,76.0,209,835.9,-25.266632,-48.916892,1.4,,15,0,1,900,,,,,,,,,,,,,,,,1,76.0,209,835.9,-48.916892,-25.266632,2025-10-07 12:06:29,12,1.4,10
2025-10-07 14:10:45,2025-10-07 12:08:53,2025-10-07 12:08:53,385349,862689070136285,957,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:46,2025-10-07 12:09:49,2025-10-07 12:09:48,385349,862689070136285,958,GTRTL,3.87,,698407,12560,80,00,1A,,,15,1,0724,0005,0731,4E97,51.5,228,865.2,-25.295677,-48.937500,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:47,2025-10-07 13:09:45,2025-10-07 13:08:30,385349,862689070136285,960,GTERI,3.94,00008200,698407,12309,80,00,16,,,17,1,0724,0004,AC7A,041FC32C,75.2,149,941.9,-25.837673,-49.107680,1.4,,20,0,3,28,,,,,,,,,,,,,,,,1,75.2,149,941.9,-49.107680,-25.837673,2025-10-07 13:08:30,17,1.4,10
2025-10-07 14:10:47,2025-10-07 12:09:49,2025-10-07 12:09:48,385349,862689070136285,959,GTERI,3.87,00008200,698407,12560,80,00,1A,,,15,1,0724,0005,0731,4E97,51.5,228,865.2,-25.295677,-48.937500,1.4,,16,0,0,0,,,,,,,,,,,,,,,,1,51.5,228,865.2,-48.937500,-25.295677,2025-10-07 12:09:48,15,1.4,10
2025-10-07 14:10:48,2025-10-07 13:09:52,2025-10-07 13:09:53,385349,862689070136285,961,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:49,2025-10-07 13:10:50,2025-10-07 13:10:49,385349,862689070136285,962,GTRTL,3.96,,698407,12325,80,00,1A,,,16,1,0724,0005,0605,00F4,79.0,89,894.6,-25.845255,-49.078977,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:50,2025-10-07 13:10:50,2025-10-07 13:10:49,385349,862689070136285,963,GTERI,3.96,00008200,698407,12325,80,00,1A,,,16,1,0724,0005,0605,00F4,79.0,89,894.6,-25.845255,-49.078977,1.4,,13,0,0,0,,,,,,,,,,,,,,,,1,79.0,89,894.6,-49.078977,-25.845255,2025-10-07 13:10:49,16,1.4,10
2025-10-07 14:10:51,2025-10-07 14:10:16,2025-10-07 14:10:15,385349,862689070136285,965,GTRTL,4.18,,698407,12341,80,00,1A,,,17,1,0724,0004,6D2B,6629,81.8,143,25.7,-26.327368,-48.864603,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:51,2025-10-07 14:08:50,2025-10-07 14:08:50,385349,862689070136285,964,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 14:10:52,2025-10-07 14:10:16,2025-10-07 14:10:15,385349,862689070136285,966,GTERI,4.18,00008200,698407,12341,80,00,1A,,,17,1,0724,0004,6D2B,6629,81.8,143,25.7,-26.327368,-48.864603,1.4,,22,0,1,1800,,,,,,,,,,,,,,,,1,81.8,143,25.7,-48.864603,-26.327368,2025-10-07 14:10:15,17,1.4,10
2025-10-07 15:47:47,2025-10-07 15:10:15,2025-10-07 15:08:59,385349,862689070136285,967,GTERI,4.01,00008200,698407,12560,80,00,1A,,,17,1,0724,0004,7113,4258,34.7,226,13.8,-26.843210,-48.718080,1.4,,19,0,0,0,,,,,,,,,,,,,,,,1,34.7,226,13.8,-48.718080,-26.843210,2025-10-07 15:08:59,17,1.4,10
2025-10-07 15:47:48,2025-10-07 15:21:50,2025-10-07 15:21:49,385349,862689070136285,970,GTERI,4.01,00008200,698407,12551,80,00,11,,,17,1,0724,0004,7113,5605,7.2,155,15.6,-26.886152,-48.723582,1.4,,12,0,1,1800,,,,,,,,,,,,,,,,1,7.2,155,15.6,-48.723582,-26.886152,2025-10-07 15:21:49,17,1.4,10
2025-10-07 15:47:48,2025-10-07 15:21:50,2025-10-07 15:21:49,385349,862689070136285,969,GTRTL,4.01,,698407,12551,80,00,11,,,17,1,0724,0004,7113,5605,7.2,155,15.6,-26.886152,-48.723582,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 15:47:48,2025-10-07 15:20:53,2025-10-07 15:20:52,385349,862689070136285,968,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 15:47:49,2025-10-07 15:31:49,2025-10-07 15:31:49,385349,862689070136285,971,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 15:47:50,2025-10-07 15:33:08,2025-10-07 15:33:07,385349,862689070136285,972,GTRTL,3.99,,698407,12560,80,00,11,,,18,1,0724,0004,7113,5605,0.1,351,22.5,-26.887992,-48.723323,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 15:47:51,2025-10-07 15:42:50,2025-10-07 15:42:48,385349,862689070136285,974,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 15:47:51,2025-10-07 15:33:08,2025-10-07 15:33:07,385349,862689070136285,973,GTERI,3.99,00008200,698407,12560,80,00,11,,,18,1,0724,0004,7113,5605,0.1,351,22.5,-26.887992,-48.723323,1.4,,10,0,1,1800,,,,,,,,,,,,,,,,1,0.1,351,22.5,-48.723323,-26.887992,2025-10-07 15:33:07,18,1.4,10
2025-10-07 15:47:52,2025-10-07 15:44:08,2025-10-07 15:44:08,385349,862689070136285,975,GTRTL,3.97,,698407,12560,80,00,11,,,17,1,0724,0004,7113,5605,0.2,286,24.9,-26.887983,-48.723327,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 15:47:53,2025-10-07 15:44:08,2025-10-07 15:44:08,385349,862689070136285,976,GTERI,3.97,00008200,698407,12560,80,00,11,,,17,1,0724,0004,7113,5605,0.2,286,24.9,-26.887983,-48.723327,1.4,,8,0,1,1800,,,,,,,,,,,,,,,,1,0.2,286,24.9,-48.723327,-26.887983,2025-10-07 15:44:08,17,1.4,10
2025-10-07 16:27:56,2025-10-07 16:27:13,2025-10-07 15:44:08,385349,862689070136285,977,GTINF,4.04,,698407,12560,80,00,11,,,,,,,,,,,,,,,,8,0,,,89551805000580221920,1,0,1,+0000,0,,,,,,,,,,,,,,,,,,,
2025-10-07 16:44:48,2025-10-07 16:44:07,2025-10-07 16:41:45,385349,862689070136285,978,GTERI,4.02,00008200,698407,12568,80,00,11,,,15,1,0724,0004,7113,5605,0.0,286,24.9,-26.887983,-48.723327,1.4,,8,0,1,1800,,,,,,,,,,,,,,,,1,0.0,286,24.9,-48.723327,-26.887983,2025-10-07 16:41:45,15,1.4,10
2025-10-07 17:44:10,2025-10-07 17:44:07,2025-10-07 17:41:45,385349,862689070136285,979,GTERI,3.99,00008200,698407,12568,80,00,11,,,14,1,0724,0004,7113,5605,0.0,286,24.9,-26.887983,-48.723327,1.4,,10,0,1,1800,,,,,,,,,,,,,,,,1,0.0,286,24.9,-48.723327,-26.887983,2025-10-07 17:41:45,14,1.4,10
2025-10-07 18:45:28,2025-10-07 18:44:07,2025-10-07 18:41:45,385349,862689070136285,980,GTERI,3.97,00008200,698407,12568,80,00,11,,,13,1,0724,0004,7113,5605,0.0,286,24.9,-26.887983,-48.723327,1.4,,9,0,1,1800,,,,,,,,,,,,,,,,1,0.0,286,24.9,-48.723327,-26.887983,2025-10-07 18:41:45,13,1.4,10
2025-10-07 20:53:22,2025-10-07 19:44:07,2025-10-07 19:42:02,385349,862689070136285,981,GTERI,3.80,00008200,698407,12568,80,00,16,,,5,1,0724,0006,5043,07AD6697,5.0,167,8.3,-27.133520,-48.609810,1.4,,31,0,0,0,,,,,,,,,,,,,,,,1,5.0,167,8.3,-48.609810,-27.133520,2025-10-07 19:42:02,5,1.4,10
2025-10-07 20:54:44,2025-10-07 20:27:02,2025-10-07 20:27:01,385349,862689070136285,983,GTRTL,4.02,,698407,12317,80,00,1A,,,7,1,0724,0004,67B4,2E41,0.3,196,-27.6,-27.133520,-48.619540,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 20:54:44,2025-10-07 20:25:54,2025-10-07 20:25:54,385349,862689070136285,982,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 20:54:45,2025-10-07 20:39:34,2025-10-07 20:39:34,385349,862689070136285,985,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 20:54:45,2025-10-07 20:27:02,2025-10-07 20:27:01,385349,862689070136285,984,GTERI,4.02,00008200,698407,12317,80,00,1A,,,7,1,0724,0004,67B4,2E41,0.3,196,-27.6,-27.133520,-48.619540,1.4,,13,0,1,1800,,,,,,,,,,,,,,,,1,0.3,196,-27.6,-48.619540,-27.133520,2025-10-07 20:27:01,7,1.4,10
2025-10-07 20:54:46,2025-10-07 20:41:32,2025-10-07 20:41:31,385349,862689070136285,987,GTERI,4.09,00008200,698407,12309,80,00,11,,,15,1,0724,0005,060C,4EDB,0.2,193,19.0,-27.694600,-48.662890,1.4,,24,0,0,0,,,,,,,,,,,,,,,,1,0.2,193,19.0,-48.662890,-27.694600,2025-10-07 20:41:31,15,1.4,10
2025-10-07 20:54:46,2025-10-07 20:41:32,2025-10-07 20:41:31,385349,862689070136285,986,GTRTL,4.09,,698407,12309,80,00,11,,,15,1,0724,0005,060C,4EDB,0.2,193,19.0,-27.694600,-48.662890,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 20:54:47,2025-10-07 20:52:29,2025-10-07 20:52:29,385349,862689070136285,988,GTDOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 20:54:48,2025-10-07 20:53:46,2025-10-07 20:53:46,385349,862689070136285,990,GTERI,4.16,00008200,698407,12333,80,00,11,,,16,1,0724,0004,6750,2EC4,0.4,332,31.4,-27.694602,-48.662880,1.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,0.4,332,31.4,-48.662880,-27.694602,2025-10-07 20:53:46,16,1.4,10
2025-10-07 20:54:48,2025-10-07 20:53:46,2025-10-07 20:53:46,385349,862689070136285,989,GTRTL,4.16,,698407,12333,80,00,11,,,16,1,0724,0004,6750,2EC4,0.4,332,31.4,-27.694602,-48.662880,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-07 21:53:45,2025-10-07 21:53:45,2025-10-07 21:51:23,385349,862689070136285,991,GTERI,4.15,00008200,698407,12560,80,00,11,,,15,1,0724,0004,6750,2EC4,0.0,332,31.4,-27.694602,-48.662880,1.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,0.0,332,31.4,-48.662880,-27.694602,2025-10-07 21:51:23,15,1.4,10
2025-10-07 22:53:45,2025-10-07 22:53:45,2025-10-07 22:51:23,385349,862689070136285,992,GTERI,4.11,00008200,698407,12560,80,00,11,,,13,1,0724,0004,6750,2EC4,0.0,332,31.4,-27.694602,-48.662880,1.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,0.0,332,31.4,-48.662880,-27.694602,2025-10-07 22:51:23,13,1.4,10
2025-10-07 23:53:45,2025-10-07 23:53:45,2025-10-07 23:51:24,385349,862689070136285,993,GTERI,4.09,00008200,698407,12560,80,00,11,,,11,1,0724,0004,6750,2EC4,0.0,332,31.4,-27.694602,-48.662880,1.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,0.0,332,31.4,-48.662880,-27.694602,2025-10-07 23:51:24,11,1.4,10
2025-10-08 00:53:45,2025-10-08 00:53:45,2025-10-08 00:51:24,385349,862689070136285,994,GTERI,4.07,00008200,698407,12560,80,00,11,,,11,1,0724,0004,6750,2EC4,0.0,332,31.4,-27.694602,-48.662880,1.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,0.0,332,31.4,-48.662880,-27.694602,2025-10-08 00:51:24,11,1.4,10
2025-10-08 01:53:45,2025-10-08 01:53:45,2025-10-08 01:51:23,385349,862689070136285,995,GTERI,4.05,00008200,698407,12560,80,00,11,,,17,1,0724,0004,6750,2EC4,0.0,332,31.4,-27.694602,-48.662880,1.4,,26,0,1,1800,,,,,,,,,,,,,,,,1,0.0,332,31.4,-48.662880,-27.694602,2025-10-08 01:51:23,17,1.4,10
