Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,MS GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,MS Satellite Number,Duração da Ignição,Precisão GNSS,MS GNSS Accuracy,Velocidade,Max Speed,Azimuth,MS Azimuth,Altitude,MS Altitude,Latitude,MS Latitude,Longitude,MS Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,MS Mileage,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status
2025-09-30 15:38:20,,,,867488068351542,1283,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:38:20,2025-09-30 15:29:28,2025-09-30 15:29:28,2025-09-30 15:29:28,867488068351542,1284,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29825,0000,0000,01,00,22,12,12,-,01,01,22.9,22.9,140,140,854,854,-24.941431,-24.941431,-51.424744,-51.424744,0000,0000,0000,00000000,33.9,69.1,69.1,2:32:55,17:47:42,-,-,0,-,,,,,,,,,,
2025-09-30 15:38:20,2025-09-30 15:29:39,2025-09-30 15:29:38,2025-09-30 15:29:37,867488068351542,1285,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29936,0000,-,01,00,22,12,12,-,01,01,36.3,37.0,144,143,847,848,-24.942089,-24.942014,-51.424177,-51.424237,0000,0000,0000,00000000,34.0,69.2,69.1,2:33:08,17:47:55,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 15:38:21,,,,867488068351542,1287,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:38:21,,,,867488068351542,1289,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:38:22,2025-09-30 15:32:28,2025-09-30 15:32:27,2025-09-30 15:29:52,867488068351542,1290,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29851,0000,0000,01,00,22,12,12,-,01,01,21.6,42.9,136,148,887,835,-24.949508,-24.943239,-51.417106,-51.423305,0000,0000,0000,00000000,35.1,70.3,69.3,2:35:56,17:50:43,-,-,0,-,,,,,,,,,,
2025-09-30 15:38:22,2025-09-30 15:32:39,2025-09-30 15:32:38,2025-09-30 15:32:30,867488068351542,1291,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29922,0000,-,01,00,22,12,12,-,01,01,14.4,21.1,140,136,892,889,-24.94989,-24.949622,-51.416713,-51.416986,0000,0000,0000,00000000,35.2,70.4,70.3,2:36:08,17:50:55,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 15:38:23,,,,867488068351542,1293,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:38:23,2025-09-30 15:35:39,2025-09-30 15:35:38,2025-09-30 15:34:58,867488068351542,1294,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30033,0000,-,01,00,22,12,12,-,01,01,47.5,53.6,336,317,859,871,-24.945604,-24.948523,-51.420265,-51.418293,0000,0000,0000,00000000,36.0,71.1,70.7,2:39:08,17:53:55,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 15:38:24,,,,867488068351542,1296,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:38:24,,,,867488068351542,1298,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:38:25,,,,867488068351542,1300,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:38:39,2025-09-30 15:38:39,2025-09-30 15:38:38,2025-09-30 15:36:11,867488068351542,1301,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29874,0000,-,01,00,22,12,12,-,01,01,0.0,51.6,336,326,855,833,-24.941212,-24.943281,-51.424982,-51.423225,0724,0004,85fb,04213412,36.6,71.8,71.5,2:42:08,17:56:55,-,-,0,-,,,,,04,5,00000000,00,10,
2025-09-30 15:40:34,,,,867488068351542,1303,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:41:39,2025-09-30 15:41:39,2025-09-30 15:41:38,2025-09-30 15:41:39,867488068351542,1304,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30029,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,336,336,855,855,-24.941212,-24.941212,-51.424982,-51.424982,0724,0004,85fb,04213412,36.6,71.8,71.8,2:45:08,17:59:55,-,-,0,-,,,,,04,5,00000000,00,10,
2025-09-30 15:42:35,,,,867488068351542,1306,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:44:36,,,,867488068351542,1308,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 15:44:39,2025-09-30 15:44:39,2025-09-30 15:44:38,2025-09-30 15:44:39,867488068351542,1309,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29860,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,336,336,855,855,-24.941212,-24.941212,-51.424982,-51.424982,0724,0004,85fb,04213412,36.6,71.8,71.8,2:48:08,18:02:55,-,-,0,-,,,,,04,5,00000000,00,10,
2025-09-30 16:02:41,2025-09-30 15:45:49,2025-09-30 15:45:49,2025-09-30 15:45:26,867488068351542,1310,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29972,0000,0000,01,00,22,12,12,-,01,01,35.4,48.5,102,146,836,838,-24.944086,-24.942767,-51.42167,-51.423618,0000,0000,0000,00000000,37.1,72.3,72.0,2:49:17,18:04:04,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:41,,,,867488068351542,1312,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:42,2025-09-30 15:47:39,2025-09-30 15:47:38,2025-09-30 15:45:50,867488068351542,1313,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29999,0000,-,01,00,22,12,12,-,01,01,11.5,33.4,138,104,870,837,-24.947967,-24.944106,-51.418857,-51.42158,0000,0000,0000,00000000,37.6,72.8,72.3,2:51:08,18:05:55,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:02:42,,,,867488068351542,1315,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:43,2025-09-30 15:48:21,2025-09-30 15:48:21,2025-09-30 15:48:21,867488068351542,1316,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,100,30061,0000,0000,00,00,12,12,12,10309,01,01,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,37.8,72.9,72.9,2:51:50,18:06:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:43,2025-09-30 15:48:21,2025-09-30 15:48:21,2025-09-30 15:48:21,867488068351542,1317,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,30061,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,37.8,72.9,72.9,2:51:50,18:06:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:44,2025-09-30 15:48:22,2025-09-30 15:48:22,2025-09-30 15:48:22,867488068351542,1318,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,100,29750,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,37.8,72.9,72.9,2:51:50,18:06:37,-,-,0,-,,,,,,,,,01,
2025-09-30 16:02:44,,,,867488068351542,1319,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:45,,,,867488068351542,1320,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:45,2025-09-30 15:48:42,2025-09-30 15:48:42,2025-09-30 15:48:42,867488068351542,1321,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,27517,0000,0000,00,00,11,12,12,-,01,01,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,37.8,72.9,72.9,2:51:50,18:06:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:46,,,,867488068351542,1323,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:46,2025-09-30 15:50:39,2025-09-30 15:50:38,2025-09-30 15:50:38,867488068351542,1324,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,26784,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,37.8,72.9,72.9,2:51:50,18:06:37,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:02:47,,,,867488068351542,1326,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:48,2025-09-30 15:53:22,2025-09-30 15:53:22,2025-09-30 15:53:22,867488068351542,1327,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,26364,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,37.8,72.9,72.9,2:51:50,18:06:37,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:02:48,,,,867488068351542,1328,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:49,,,,867488068351542,1329,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:49,2025-09-30 15:58:17,2025-09-30 15:53:22,2025-09-30 15:47:59,867488068351542,1331,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,100,25870,0000,0000,01,00,21,12,12,596,00,01,0.0,18.9,138,134,877,873,-24.948716,-24.948504,-51.417976,-51.418306,0000,0000,0000,00000000,0.0,72.9,72.9,0:00:00,18:06:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:50,2025-09-30 15:58:17,2025-09-30 15:53:22,2025-09-30 15:53:22,867488068351542,1332,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,25870,0000,0000,01,00,21,12,12,-,00,00,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,0.0,72.9,72.9,0:00:00,18:06:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:50,2025-09-30 15:58:18,2025-09-30 15:53:22,2025-09-30 15:53:22,867488068351542,1333,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,25870,0000,0000,01,00,22,12,12,-,00,00,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,0.0,72.9,72.9,0:00:00,18:06:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:51,2025-09-30 15:58:21,2025-09-30 15:53:22,2025-09-30 15:53:22,867488068351542,1334,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,25537,0000,0000,01,00,22,12,12,-,00,00,0.0,0.0,138,138,877,877,-24.948716,-24.948716,-51.417976,-51.417976,0000,0000,0000,00000000,0.0,72.9,72.9,0:00:03,18:06:40,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:51,,,,867488068351542,1335,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:52,2025-09-30 15:58:36,2025-09-30 15:58:36,2025-09-30 15:58:36,867488068351542,1336,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30037,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,138,138,901,901,-24.948799,-24.948799,-51.418027,-51.418027,0000,0000,0000,00000000,0.0,72.9,72.9,0:00:18,18:06:55,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:02:52,2025-09-30 15:58:36,2025-09-30 15:58:36,2025-09-30 15:58:36,867488068351542,1337,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,100,30037,0000,0000,01,00,22,12,12,-,01,01,0.0,0.0,138,138,901,901,-24.948799,-24.948799,-51.418027,-51.418027,0000,0000,0000,00000000,0.0,72.9,72.9,0:00:18,18:06:55,-,-,0,-,,,,,,,,,00,
2025-09-30 16:02:53,,,,867488068351542,1339,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:53,2025-09-30 16:01:22,2025-09-30 16:01:21,2025-09-30 16:01:21,867488068351542,1340,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,30037,0000,0000,01,00,22,12,12,-,01,01,26.4,26.4,116,116,896,896,-24.950855,-24.950855,-51.415754,-51.415754,0000,0000,0000,00000000,0.3,73.2,73.2,0:03:03,18:09:40,-,-,0,-,,,,,,,,,,
2025-09-30 16:02:54,2025-09-30 16:01:23,2025-09-30 16:01:22,2025-09-30 16:01:23,867488068351542,1341,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29906,0000,-,01,00,22,12,12,-,01,01,28.0,29.4,114,111,896,897,-24.950884,-24.950913,-51.415686,-51.415612,0000,0000,0000,00000000,0.3,73.2,73.2,0:03:06,18:09:43,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:02:55,,,,867488068351542,1343,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:55,,,,867488068351542,1344,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:55,,,,867488068351542,1345,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:56,,,,867488068351542,1346,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:02:56,,,,867488068351542,1348,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:04:23,2025-09-30 16:04:23,2025-09-30 16:04:22,2025-09-30 16:02:07,867488068351542,1349,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30188,0000,-,01,00,22,12,12,-,01,01,0.0,45.4,114,71,961,935,-24.948627,-24.949798,-51.408273,-51.411588,0724,0004,85fb,04213412,1.1,74.0,73.7,0:06:06,18:12:43,-,-,0,-,,,,,04,5,00000000,00,10,
2025-09-30 16:04:49,,,,867488068351542,1351,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:06:49,,,,867488068351542,1353,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:07:23,2025-09-30 16:07:23,2025-09-30 16:07:22,2025-09-30 16:07:23,867488068351542,1354,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29999,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,114,114,961,961,-24.948627,-24.948627,-51.408273,-51.408273,0724,0004,85fb,04213412,1.1,74.0,74.0,0:09:06,18:15:43,-,-,0,-,,,,,04,5,00000000,00,10,
2025-09-30 16:08:50,,,,867488068351542,1356,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:10:23,2025-09-30 16:10:23,2025-09-30 16:10:22,2025-09-30 16:10:23,867488068351542,1357,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29989,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,114,114,961,961,-24.948627,-24.948627,-51.408273,-51.408273,0724,0004,85fb,04213412,1.1,74.0,74.0,0:12:06,18:18:43,-,-,0,-,,,,,04,5,00000000,00,10,
2025-09-30 16:10:51,,,,867488068351542,1359,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:12:51,,,,867488068351542,1361,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:13:23,2025-09-30 16:13:23,2025-09-30 16:13:22,2025-09-30 16:13:07,867488068351542,1362,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29952,0000,-,01,00,22,12,12,-,01,01,0.0,0.1,114,114,961,961,-24.948626,-24.948626,-51.408277,-51.408277,0724,0004,85fb,04213412,1.1,74.0,74.0,0:15:06,18:21:43,-,-,0,-,,,,,04,5,00000000,00,10,
2025-09-30 16:28:47,,,,867488068351542,1364,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:47,2025-09-30 16:14:57,2025-09-30 16:14:57,2025-09-30 16:14:51,867488068351542,1365,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,29898,0000,0000,01,00,22,12,12,-,01,01,40.5,44.7,248,253,917,923,-24.950703,-24.950485,-51.413927,-51.413269,0000,0000,0000,00000000,1.7,74.7,74.6,0:16:39,18:23:16,-,-,0,-,,,,,,,,,,
2025-09-30 16:28:48,2025-09-30 16:16:23,2025-09-30 16:16:22,2025-09-30 16:14:59,867488068351542,1366,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,29971,0000,-,01,00,22,12,12,-,01,01,0.0,40.4,114,249,870,914,-24.948582,-24.950776,-51.418139,-51.414134,0000,0000,0000,00000000,2.3,75.2,74.7,0:18:06,18:24:43,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:28:48,,,,867488068351542,1368,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:49,2025-09-30 16:18:17,2025-09-30 16:18:16,2025-09-30 16:18:16,867488068351542,1369,GTIGF,0x19fe7fbf,,802003,0x8303,0x0115,100,30190,0000,0000,00,00,12,12,12,1200,01,01,0.0,0.0,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,2.3,75.2,75.2,0:20:00,18:26:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:28:49,2025-09-30 16:18:17,2025-09-30 16:18:16,2025-09-30 16:18:16,867488068351542,1370,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,30190,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,2.3,75.2,75.2,0:20:00,18:26:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:28:50,2025-09-30 16:18:18,2025-09-30 16:18:18,2025-09-30 16:18:18,867488068351542,1371,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,100,30190,0000,0000,00,00,12,12,12,-,01,01,0.0,0.0,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,2.3,75.2,75.2,0:20:00,18:26:37,-,-,0,-,,,,,,,,,01,
2025-09-30 16:28:50,,,,867488068351542,1372,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:51,,,,867488068351542,1373,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:51,2025-09-30 16:18:37,2025-09-30 16:18:37,2025-09-30 16:18:37,867488068351542,1374,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,27690,0000,0000,00,00,11,12,12,-,01,01,0.0,0.0,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,2.3,75.2,75.2,0:20:00,18:26:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:28:52,,,,867488068351542,1376,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:52,2025-09-30 16:19:23,2025-09-30 16:19:22,2025-09-30 16:19:22,867488068351542,1377,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,27362,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,2.3,75.2,75.2,0:20:00,18:26:37,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:28:53,,,,867488068351542,1379,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:53,2025-09-30 16:22:23,2025-09-30 16:22:22,2025-09-30 16:22:22,867488068351542,1380,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,26840,0000,-,00,00,11,12,12,-,01,01,0.0,0.0,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,2.3,75.2,75.2,0:20:00,18:26:37,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:28:54,,,,867488068351542,1382,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:54,2025-09-30 16:23:17,2025-09-30 16:23:17,2025-09-30 16:23:17,867488068351542,1383,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,26733,0000,-,00,00,1a,12,12,-,01,01,0.0,0.0,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,2.3,75.2,75.2,0:20:00,18:26:37,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:28:55,2025-09-30 16:23:26,2025-09-30 16:23:17,2025-09-30 16:18:12,867488068351542,1385,GTIGN,0x19fe7fbf,,802003,0x8303,0x0115,100,26733,0000,0000,01,00,22,12,12,309,00,01,0.0,0.1,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,0.0,75.2,75.2,0:00:00,18:26:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:28:55,2025-09-30 16:23:26,2025-09-30 16:23:17,2025-09-30 16:23:17,867488068351542,1386,GTSTT,0x19fe7fbf,,802003,0x8303,0x0115,100,26733,0000,0000,01,00,22,12,12,-,00,00,0.0,0.0,114,114,871,871,-24.948587,-24.948587,-51.41813,-51.41813,0000,0000,0000,00000000,0.0,75.2,75.2,0:00:00,18:26:37,-,-,0,-,,,,,,,,,,
2025-09-30 16:28:56,2025-09-30 16:23:36,2025-09-30 16:23:36,2025-09-30 16:23:36,867488068351542,1387,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30039,0000,-,01,00,22,12,12,-,01,01,0.0,0.0,114,114,859,859,-24.948694,-24.948694,-51.418018,-51.418018,0000,0000,0000,00000000,0.0,75.2,75.2,0:00:09,18:26:46,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:28:56,2025-09-30 16:23:36,2025-09-30 16:23:36,2025-09-30 16:23:36,867488068351542,1388,GTIGL,0x19fe7fbf,,802003,0x8303,0x0115,100,30039,0000,0000,01,00,22,12,12,-,01,01,0.0,0.0,114,114,859,859,-24.948694,-24.948694,-51.418018,-51.418018,0000,0000,0000,00000000,0.0,75.2,75.2,0:00:09,18:26:46,-,-,0,-,,,,,,,,,00,
2025-09-30 16:28:57,2025-09-30 16:23:40,2025-09-30 16:23:40,2025-09-30 16:23:40,867488068351542,1389,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,30146,0000,0000,01,00,22,12,12,-,01,01,0.0,0.0,114,114,859,859,-24.948694,-24.948694,-51.418018,-51.418018,0000,0000,0000,00000000,0.0,75.2,75.2,0:00:12,18:26:49,-,-,0,-,,,,,,,,,,
2025-09-30 16:28:57,,,,867488068351542,1390,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:58,2025-09-30 16:26:31,2025-09-30 16:26:30,2025-09-30 16:26:13,867488068351542,1392,GTPDP,0x19fe7fbf,,802003,0x8303,0x0115,100,30123,0000,0000,01,00,22,12,12,-,01,01,53.0,69.3,260,296,864,847,-24.939635,-24.940554,-51.430413,-51.42788,0000,0000,0000,00000000,1.7,76.9,76.6,0:03:03,18:29:40,-,-,0,-,,,,,,,,,,
2025-09-30 16:28:58,2025-09-30 16:26:34,2025-09-30 16:26:33,2025-09-30 16:26:33,867488068351542,1393,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30059,0000,-,01,00,22,12,12,-,01,01,52.8,52.8,252,252,866,866,-24.939731,-24.939731,-51.430835,-51.430835,0000,0000,0000,00000000,1.8,77.0,77.0,0:03:06,18:29:43,-,-,0,-,,,,,00,0,00000000,00,10,
2025-09-30 16:28:59,,,,867488068351542,1394,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:28:59,,,,867488068351542,1396,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:29:00,,,,867488068351542,1397,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:29:00,,,,867488068351542,1398,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:29:01,,,,867488068351542,1399,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:29:01,,,,867488068351542,1401,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30 16:29:36,2025-09-30 16:29:34,2025-09-30 16:29:33,2025-09-30 16:27:57,867488068351542,1402,GTERI,0x19fe3fbf,0x00028102,802003,0x8303,0x0115,100,30029,0000,-,01,00,22,12,12,-,01,01,51.4,63.2,215,255,974,891,-24.94587,-24.941834,-51.453629,-51.443406,0724,0004,85de,0f6ad312,4.4,79.6,78.3,0:06:06,18:32:43,-,-,0,-,,,,,04,5,00000000,00,10,
2025-09-30 16:31:04,,,,867488068351542,1404,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
