Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type
2025-05-03 12:40:48,2025-05-03 12:40:47,2025-05-03 12:40:47,86748861317839,19940,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14181,0,-,1,0,22,12,-,1,33.4,0,561,-23.269.386,-51.167.871,724,6,c4a7,07a5cc0d,0.1,769.3,,00:00:36,49:55:40,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:40:58,,,,19941,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:40:58,2025-05-03 12:40:57,2025-05-03 12:40:57,86748861317839,19942,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14246,0,-,1,0,22,12,-,1,30.8,359,574,-23.268.603,-51.167.854,724,6,c4a7,07a5be0b,0.2,769.4,,00:00:48,49:55:52,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:41:08,2025-05-03 12:41:07,2025-05-03 12:41:06,86748861317839,19944,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14209,0,-,1,0,22,12,-,1,7.2,35,580,-23.268.143,-5.116.778,724,6,c4a7,07a5be0b,0.2,769.4,,00:00:57,49:56:01,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:41:18,2025-05-03 12:41:17,2025-05-03 12:41:16,86748861317839,19945,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14083,0,-,1,0,22,12,-,1,12.2,89,578,-2.326.811,-511.673,724,6,c4a7,07a5cc0b,0.3,769.5,,00:01:06,49:56:10,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:41:28,2025-05-03 12:41:27,2025-05-03 12:41:26,86748861317839,19946,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14174,0,-,1,0,22,12,-,1,15.5,355,580,-2.326.785,-511.672,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:18,49:56:22,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:41:38,2025-05-03 12:41:37,2025-05-03 12:41:36,86748861317839,19947,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14052,0,-,1,0,22,12,-,1,4.5,81,582,-23.267.758,-51.167.208,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:27,49:56:31,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:41:44,2025-05-03 12:41:43,2025-05-03 12:41:43,86748861317839,19948,GTIGF,0x09fe7fbf,,802003,0x0902,0x0915,100,14202,0,0,0,0,12,12,94,1,0.2,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:33,49:56:37,-,-,01a2cb5224000088,-,,,,,,,,,
2025-05-03 12:41:44,2025-05-03 12:41:43,2025-05-03 12:41:43,86748861317839,19949,GTSTT,0x09fe7fbf,,802003,0x0902,0x0915,100,14202,0,0,0,0,12,12,-,1,0.2,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:33,49:56:37,-,-,0,-,,,,,,,,,
2025-05-03 12:41:44,2025-05-03 12:41:43,2025-05-03 12:41:44,86748861317839,19950,GTIGL,0x09fe7fbf,,802003,0x0902,0x0915,100,14202,0,0,0,0,12,12,-,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:33,49:56:37,-,-,0,-,,,,,,,,,
2025-05-03 12:41:46,2025-05-03 12:41:45,2025-05-03 12:41:46,86748861317839,19951,GTDOS,0x09fe7fbf,,802003,0x0902,0x0915,100,13497,0,0,0,1,12,12,-,0,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:33,49:56:37,-,-,0,-,,,,,,,,,
2025-05-03 12:41:47,2025-05-03 12:41:46,2025-05-03 12:41:47,86748861317839,19952,GTDOS,0x09fe7fbf,,802003,0x0902,0x0915,100,13497,0,0,0,0,12,12,-,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:33,49:56:37,-,-,0,-,,,,,,,,,
2025-05-03 12:41:48,2025-05-03 12:41:47,2025-05-03 12:41:48,86748861317839,19953,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13497,0,-,0,0,12,12,-,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:33,49:56:37,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:42:30,2025-05-03 12:42:29,2025-05-03 12:42:29,86748861317839,19954,GTSTT,0x09fe7fbf,,802003,0x0902,0x0915,100,13250,0,0,0,0,11,12,-,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.3,769.5,,00:01:33,49:56:37,-,-,0,-,,,,,,,,,
2025-05-03 12:42:58,,,,19955,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:44:58,,,,19957,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:45:03,2025-05-03 12:45:02,2025-05-03 12:45:02,86748861317839,19959,GTIGN,0x09fe7fbf,,802003,0x0902,0x0915,100,12484,0,0,1,0,21,12,199,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.0,769.5,,00:00:00,49:56:37,-,-,01a2cb5224000088,-,,,,,,,,,
2025-05-03 12:45:03,2025-05-03 12:45:02,2025-05-03 12:45:02,86748861317839,19960,GTSTT,0x09fe7fbf,,802003,0x0902,0x0915,100,12484,0,0,1,0,21,12,-,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.0,769.5,,00:00:00,49:56:37,-,-,0,-,,,,,,,,,
2025-05-03 12:45:04,2025-05-03 12:45:02,2025-05-03 12:45:02,86748861317839,19961,GTSTT,0x09fe7fbf,,802003,0x0902,0x0915,100,12484,0,0,1,0,22,12,-,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.0,769.5,,00:00:00,49:56:37,-,-,0,-,,,,,,,,,
2025-05-03 12:45:04,2025-05-03 12:45:03,2025-05-03 12:45:04,86748861317839,19962,GTIGL,0x09fe7fbf,,802003,0x0902,0x0915,100,12484,0,0,1,0,22,12,-,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.0,769.5,,00:00:00,49:56:37,-,-,0,-,,,,,,,,,
2025-05-03 12:45:08,2025-05-03 12:45:07,2025-05-03 12:45:08,86748861317839,19963,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14052,0,-,1,0,22,12,-,1,0.0,81,582,-23.267.731,-51.167.144,724,6,c4a7,07a5bc0d,0.0,769.5,,00:00:03,49:56:40,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:45:19,2025-05-03 12:45:18,2025-05-03 12:45:18,86748861317839,19964,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14252,0,-,1,0,22,12,-,1,5.7,229,582,-23.267.755,-51.167.179,724,6,c4a7,07a5bc0d,0.0,769.5,,00:00:15,49:56:52,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:45:29,2025-05-03 12:45:28,2025-05-03 12:45:28,86748861317839,19965,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14078,0,-,1,0,22,12,-,1,16.1,237,580,-23.268.065,-5.116.729,724,6,c4a7,07a5bc0d,0.0,769.6,,00:00:24,49:57:01,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 12:45:39,2025-05-03 12:45:38,2025-05-03 12:45:38,86748861317839,19966,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14141,0,-,1,0,22,12,-,1,16.9,216,580,-23.268.158,-5.116.781,724,6,c4a7,07a5bcf2,0.1,769.6,,00:00:36,49:57:13,-,-,0,-,,,,,4,7,0,0,10
2025-05-03 12:45:49,2025-05-03 12:45:48,2025-05-03 12:45:48,86748861317839,19967,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14247,0,-,1,0,22,12,-,1,35.7,177,571,-2.326.882,-51.167.837,724,6,c4a7,07a5f501,0.2,769.7,,00:00:45,49:57:22,-,-,0,-,,,,,4,7,0,0,10
2025-05-03 12:45:56,2025-05-03 12:45:55,2025-05-03 12:45:56,86748861317839,19968,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,14275,0,0,1,0,22,12,-,1,41.0,179,561,-23.269.633,-51.167.841,724,6,c4a7,07a5f501,0.3,769.8,,00:00:51,49:57:28,-,-,0,-,,,,,,,,,
2025-05-03 12:46:00,2025-05-03 12:45:58,2025-05-03 12:45:58,86748861317839,19969,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14275,0,-,1,1,22,12,-,1,39.0,181,559,-23.269.832,-51.167.846,724,6,c4a7,07a5f501,0.3,769.8,,00:00:54,49:57:31,-,-,0,-,,,,,4,7,0,0,10
2025-05-03 12:46:02,2025-05-03 12:46:01,2025-05-03 12:46:02,86748861317839,19970,GTSPD,0x09fe7fbf,,802003,0x0902,0x0915,100,14152,0,0,1,1,22,12,-,1,29.1,175,557,-23.270.181,-51.167.857,724,6,c4a7,07a72917,0.3,769.8,,00:00:57,49:57:34,-,-,0,-,,,,,,,,,
2025-05-03 12:46:09,2025-05-03 12:46:08,2025-05-03 12:46:08,86748861317839,19971,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14222,0,-,1,1,22,12,-,1,4.4,187,557,-23.270.381,-51.167.844,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:06,49:57:43,-,-,0,-,,,,,4,3,0,0,10
2025-05-03 12:46:19,2025-05-03 12:46:18,2025-05-03 12:46:18,86748861317839,19972,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14134,0,-,1,1,22,12,-,1,0.0,187,557,-23.270.378,-51.167.844,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:15,49:57:52,-,-,0,-,,,,,4,3,0,0,10
2025-05-03 12:46:29,2025-05-03 12:46:28,2025-05-03 12:46:28,86748861317839,19973,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13826,0,-,1,1,22,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:24,49:58:01,-,-,0,-,,,,,4,3,0,0,10
2025-05-03 12:46:39,2025-05-03 12:46:38,2025-05-03 12:46:38,86748861317839,19974,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14139,0,-,1,1,22,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:36,49:58:13,-,-,0,-,,,,,4,3,0,0,10
2025-05-03 12:46:49,2025-05-03 12:46:48,2025-05-03 12:46:48,86748861317839,19975,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,14114,0,-,1,1,22,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:45,49:58:22,-,-,0,-,,,,,4,3,0,0,10
2025-05-03 12:46:55,2025-05-03 12:46:54,2025-05-03 12:46:54,86748861317839,19976,GTIGF,0x09fe7fbf,,802003,0x0902,0x0915,100,14042,0,0,0,1,12,12,112,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:51,49:58:28,-,-,01a2cb5224000088,-,,,,,,,,,
2025-05-03 12:46:55,2025-05-03 12:46:54,2025-05-03 12:46:54,86748861317839,19977,GTSTT,0x09fe7fbf,,802003,0x0902,0x0915,100,14042,0,0,0,1,12,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,,,,,
2025-05-03 12:46:55,2025-05-03 12:46:54,2025-05-03 12:46:55,86748861317839,19978,GTIGL,0x09fe7fbf,,802003,0x0902,0x0915,100,14042,0,0,0,1,12,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,,,,,
2025-05-03 12:46:57,2025-05-03 12:46:56,2025-05-03 12:46:56,86748861317839,19979,GTDOS,0x09fe7fbf,,802003,0x0902,0x0915,100,13558,0,0,0,1,12,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,,,,,
2025-05-03 12:46:57,2025-05-03 12:46:56,2025-05-03 12:46:57,86748861317839,19980,GTDOS,0x09fe7fbf,,802003,0x0902,0x0915,100,13558,0,0,0,1,12,12,-,0,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,,,,,
2025-05-03 12:46:58,,,,19981,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:46:59,2025-05-03 12:46:58,2025-05-03 12:46:59,86748861317839,19983,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13448,0,-,0,0,12,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,4,3,0,0,10
2025-05-03 12:47:44,2025-05-03 12:47:43,2025-05-03 12:47:43,86748861317839,19984,GTSTT,0x09fe7fbf,,802003,0x0902,0x0915,100,13266,0,0,0,0,11,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc17,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,,,,,
2025-05-03 12:48:58,,,,19985,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:50:58,,,,19987,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:52:59,,,,19989,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:54:59,,,,19991,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:56:59,,,,19993,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 12:58:59,,,,19995,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:00:59,,,,19997,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:02:59,,,,19999,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:04:59,,,,20001,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:06:59,,,,20003,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:08:59,,,,20005,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:10:59,,,,20007,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:13:00,,,,20009,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:15:00,,,,20011,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:17:00,,,,20013,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:19:00,,,,20015,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:21:00,,,,20017,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:23:00,,,,20019,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:25:00,,,,20021,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:27:00,,,,20023,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:29:00,,,,20025,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:31:01,,,,20027,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:33:01,,,,20029,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:35:01,,,,20031,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:37:01,,,,20033,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:39:01,,,,20035,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:41:01,,,,20037,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:43:01,,,,20039,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:45:02,,,,20041,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:46:54,2025-05-03 13:46:53,2025-05-03 13:44:32,86748861317839,20043,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,13016,0,-,0,0,11,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc0d,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 13:47:02,,,,20044,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:49:02,,,,20046,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:51:02,,,,20048,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:53:02,,,,20050,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:55:02,,,,20052,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:57:02,,,,20054,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 13:59:02,,,,20056,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:01:03,,,,20058,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:03:03,,,,20060,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:05:03,,,,20062,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:07:03,,,,20064,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:09:03,,,,20066,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:11:03,,,,20068,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:13:03,,,,20070,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:15:03,,,,20072,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:17:03,,,,20074,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:19:03,,,,20076,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:21:04,,,,20078,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:23:04,,,,20080,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:25:04,,,,20082,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:27:04,,,,20084,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:29:04,,,,20086,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:31:04,,,,20088,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:33:04,,,,20090,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:35:04,,,,20092,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:37:04,,,,20094,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:39:05,,,,20096,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:41:05,,,,20098,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:43:05,,,,20100,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:45:05,,,,20102,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:46:54,2025-05-03 14:46:53,2025-05-03 14:44:36,86748861317839,20104,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12958,0,-,0,0,11,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc0d,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 14:47:05,,,,20105,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:49:05,,,,20107,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:51:05,,,,20109,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:53:05,,,,20111,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:55:05,,,,20113,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:57:05,,,,20115,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 14:59:06,,,,20117,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:01:06,,,,20119,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:03:06,,,,20121,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:05:06,,,,20123,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:07:06,,,,20125,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:09:06,,,,20127,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:11:06,,,,20129,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:13:06,,,,20131,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:15:06,,,,20133,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:17:07,,,,20135,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:19:07,,,,20137,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:21:07,,,,20139,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:23:07,,,,20141,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:25:07,,,,20143,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:27:07,,,,20145,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:29:07,,,,20147,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:31:07,,,,20149,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:33:07,,,,20151,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:35:08,,,,20153,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:37:08,,,,20155,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:39:08,,,,20157,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:41:08,,,,20159,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:43:08,,,,20161,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:45:08,,,,20163,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:46:54,2025-05-03 15:46:53,2025-05-03 15:44:32,86748861317839,20165,GTERI,0x09fe3fbf,0x00028102,802003,0x0902,0x0915,100,12877,0,-,0,0,11,12,-,1,0.0,187,556,-23.270.377,-51.167.839,724,6,c4a7,07a5cc0d,0.3,769.9,,00:01:51,49:58:28,-,-,0,-,,,,,4,1,0,0,10
2025-05-03 15:47:08,,,,20166,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:49:08,,,,20168,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:51:08,,,,20170,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:53:08,,,,20172,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 15:55:09,,,,20174,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
