Sequência,veiPlaca,veiid,GNSS UTC Time,mrvDataHoraInc,Data/Hora Evento,Azimuth,Latitude,Longitude,Velocidade,Bateria (V),Tipo Mensagem,Message_Category,Match_Type,Match_ID,Tempo de fix,Match_Complete
2720,TDD0A35,212794,2025-05-08 10:07:21,2025-05-08 10:07:23.073,2025-05-08 10:07:21,80.00000,-12.10473,-45.80762,0,13990,GTERI,T,T1,60,0.0,T1_60
2719,TDD0A35,212794,2025-05-08 10:07:20,2025-05-08 10:07:21.750,2025-05-08 10:07:21,80.00000,-12.10473,-45.80762,0,14037,GTIGF,X,NA,0,1.0,NA_0
2721,TDD0A35,212794,2025-05-08 10:07:21,2025-05-08 10:12:53.393,2025-05-08 10:09:41,80.00000,-12.10473,-45.80762,0,12635,GTIGN,X,NA,0,140.0,NA_0
2724,TDD0A35,212794,2025-05-08 10:09:47,2025-05-08 10:12:54.803,2025-05-08 10:09:49,80.00000,-12.10472,-45.80747,16,13878,GTERI,T,T5,115,2.0,T5_115
2726,TDD0A35,212794,2025-05-08 10:12:39,2025-05-08 10:12:55.627,2025-05-08 10:12:45,68.00000,-12.09279,-45.80300,34,14524,GTERI,T,T10,35,6.0,T10_35
2728,TDD0A35,212794,2025-05-08 10:15:39,2025-05-08 10:15:46.463,2025-05-08 10:15:45,268.00000,-12.09470,-45.80768,28,13033,GTERI,T,T10,36,6.0,T10_36
2729,TDD0A35,212794,2025-05-08 10:16:21,2025-05-08 10:16:24.307,2025-05-08 10:16:23,59.00000,-12.09478,-45.80875,0,14085,GTIGF,X,NA,0,2.0,NA_0
2730,TDD0A35,212794,2025-05-08 10:16:22,2025-05-08 10:16:25.173,2025-05-08 10:16:23,59.00000,-12.09478,-45.80875,0,14045,GTERI,T,T1,61,1.0,T1_61
2731,TDD0A35,212794,2025-05-08 10:16:22,2025-05-08 10:41:19.560,2025-05-08 10:41:19,59.00000,-12.09478,-45.80875,0,12515,GTIGN,X,NA,0,1497.0,NA_0
2734,TDD0A35,212794,2025-05-08 10:41:26,2025-05-08 10:41:28.823,2025-05-08 10:41:27,49.00000,-12.09479,-45.80870,2,12810,GTERI,T,T5,116,1.0,T5_116
2736,TDD0A35,212794,2025-05-08 10:44:19,2025-05-08 10:44:25.950,2025-05-08 10:44:25,96.00000,-12.09158,-45.79564,37,14093,GTERI,T,T5,117,6.0,T5_117
2739,TDD0A35,212794,2025-05-08 10:45:37,2025-05-08 10:45:38.023,2025-05-08 10:45:37,145.00000,-12.09096,-45.78927,0,13814,GTERI,T,T5,118,0.0,T5_118
2738,TDD0A35,212794,2025-05-08 10:45:36,2025-05-08 10:45:37.523,2025-05-08 10:45:37,145.00000,-12.09096,-45.78927,0,14022,GTIGF,X,NA,0,1.0,NA_0
2740,TDD0A35,212794,2025-05-08 10:45:37,2025-05-08 10:48:25.480,2025-05-08 10:48:25,145.00000,-12.09096,-45.78927,0,12611,GTIGN,X,NA,0,168.0,NA_0
2743,TDD0A35,212794,2025-05-08 10:48:32,2025-05-08 10:48:33.063,2025-05-08 10:48:32,0.00000,-12.09098,-45.78932,0,12762,GTERI,T,T5,119,0.0,T5_119
2745,TDD0A35,212794,2025-05-08 10:51:07,2025-05-08 10:51:09.487,2025-05-08 10:51:09,79.00000,-12.08914,-45.77525,0,14029,GTIGF,X,NA,0,2.0,NA_0
2746,TDD0A35,212794,2025-05-08 10:51:08,2025-05-08 10:51:10.437,2025-05-08 10:51:09,79.00000,-12.08914,-45.77525,0,14029,GTERI,T,T1,62,1.0,T1_62
2747,TDD0A35,212794,2025-05-08 10:51:08,2025-05-08 10:57:29.527,2025-05-08 10:57:29,79.00000,-12.08914,-45.77525,0,12762,GTIGN,X,NA,0,381.0,NA_0
2750,TDD0A35,212794,2025-05-08 10:57:36,2025-05-08 10:57:37.637,2025-05-08 10:57:37,70.00000,-12.08915,-45.77515,0,12165,GTERI,T,T5,120,1.0,T5_120
2751,TDD0A35,212794,2025-05-08 10:57:38,2025-05-08 10:57:39.520,2025-05-08 10:57:39,70.00000,-12.08915,-45.77516,0,12125,GTIGF,X,NA,0,1.0,NA_0
2752,TDD0A35,212794,2025-05-08 10:57:39,2025-05-08 10:57:39.960,2025-05-08 10:57:39,70.00000,-12.08915,-45.77516,0,12141,GTERI,T,T1,63,0.0,T1_63
2753,TDD0A35,212794,2025-05-08 10:57:39,2025-05-08 10:57:41.660,2025-05-08 10:57:41,70.00000,-12.08915,-45.77516,0,12141,GTIGN,X,NA,0,2.0,NA_0
2755,TDD0A35,212794,2025-05-08 10:57:47,2025-05-08 10:57:49.557,2025-05-08 10:57:49,0.00000,-12.08915,-45.77523,0,12706,GTERI,T,T5,121,2.0,T5_121
2756,TDD0A35,212794,2025-05-08 10:58:22,2025-05-08 10:58:23.900,2025-05-08 10:58:23,137.00000,-12.08899,-45.77406,0,12818,GTIGF,X,NA,0,1.0,NA_0
2757,TDD0A35,212794,2025-05-08 10:58:23,2025-05-08 10:58:24.440,2025-05-08 10:58:23,137.00000,-12.08899,-45.77406,0,12938,GTERI,T,T5,122,0.0,T5_122
2758,TDD0A35,212794,2025-05-08 10:58:23,2025-05-08 11:02:49.530,2025-05-08 11:02:49,137.00000,-12.08899,-45.77406,0,12555,GTIGN,X,NA,0,266.0,NA_0
2761,TDD0A35,212794,2025-05-08 11:02:56,2025-05-08 11:02:57.680,2025-05-08 11:02:57,111.00000,-12.08902,-45.77406,1,13001,GTERI,T,T5,123,1.0,T5_123
2764,TDD0A35,212794,2025-05-08 11:05:20,2025-05-08 11:05:21.940,2025-05-08 11:05:21,116.00000,-12.08910,-45.76711,0,14037,GTERI,T,T1,64,1.0,T1_64
2763,TDD0A35,212794,2025-05-08 11:05:19,2025-05-08 11:05:21.497,2025-05-08 11:05:21,116.00000,-12.08910,-45.76711,0,14037,GTIGF,X,NA,0,2.0,NA_0
2765,TDD0A35,212794,2025-05-08 11:05:21,2025-05-08 11:11:35.567,2025-05-08 11:11:35,116.00000,-12.08910,-45.76711,0,12045,GTIGN,X,NA,0,374.0,NA_0
2768,TDD0A35,212794,2025-05-08 11:11:41,2025-05-08 11:11:43.510,2025-05-08 11:11:43,286.00000,-12.08906,-45.76715,4,13790,GTERI,T,T5,124,2.0,T5_124
2770,TDD0A35,212794,2025-05-08 11:14:34,2025-05-08 11:14:40.483,2025-05-08 11:14:40,82.00000,-12.08821,-45.77184,53,13113,GTERI,T,T5,125,6.0,T5_125
2772,TDD0A35,212794,2025-05-08 11:17:23,2025-05-08 11:17:25.443,2025-05-08 11:17:25,2.00000,-12.08726,-45.77062,0,14022,GTIGF,X,NA,0,2.0,NA_0
2773,TDD0A35,212794,2025-05-08 11:17:24,2025-05-08 11:17:25.893,2025-05-08 11:17:25,2.00000,-12.08726,-45.77062,0,14022,GTERI,T,T1,65,1.0,T1_65
2774,TDD0A35,212794,2025-05-08 11:17:24,2025-05-08 11:48:29.580,2025-05-08 11:48:27,2.00000,-12.08726,-45.77062,0,12627,GTIGN,X,NA,0,1863.0,NA_0
2777,TDD0A35,212794,2025-05-08 11:48:34,2025-05-08 11:48:35.090,2025-05-08 11:48:34,241.00000,-12.08725,-45.77063,1,13503,GTERI,T,T5,126,0.0,T5_126
2779,TDD0A35,212794,2025-05-08 11:51:24,2025-05-08 11:51:30.480,2025-05-08 11:51:30,80.00000,-12.08985,-45.78332,42,12762,GTERI,T,T10,37,6.0,T10_37
2782,TDD0A35,212794,2025-05-08 11:54:24,2025-05-08 11:54:30.840,2025-05-08 11:54:30,171.00000,-12.09513,-45.77228,42,14093,GTERI,T,T10,38,6.0,T10_38
2784,TDD0A35,212794,2025-05-08 11:55:06,2025-05-08 11:55:08.150,2025-05-08 11:55:07,169.00000,-12.09756,-45.77198,0,13551,GTERI,T,T1,66,1.0,T1_66
2783,TDD0A35,212794,2025-05-08 11:55:05,2025-05-08 11:55:07.473,2025-05-08 11:55:07,169.00000,-12.09756,-45.77198,0,14037,GTIGF,X,NA,0,2.0,NA_0
2785,TDD0A35,212794,2025-05-08 12:52:43,2025-05-08 12:55:07.263,2025-05-08 12:55:05,169.00000,-12.09756,-45.77198,0,12834,GTERI,T,T10,39,142.0,T10_39
2786,TDD0A35,212794,2025-05-08 12:52:43,2025-05-08 13:32:49.200,2025-05-08 13:32:47,169.00000,-12.09756,-45.77198,0,12587,GTIGN,X,NA,0,2404.0,NA_0
2789,TDD0A35,212794,2025-05-08 13:32:55,2025-05-08 13:32:56.530,2025-05-08 13:32:56,79.00000,-12.09759,-45.77180,4,13894,GTERI,T,T5,127,1.0,T5_127
2791,TDD0A35,212794,2025-05-08 13:35:49,2025-05-08 13:35:55.490,2025-05-08 13:35:55,262.00000,-12.10142,-45.78374,26,14029,GTERI,T,T1,67,6.0,T1_67
2794,TDD0A35,212794,2025-05-08 13:38:49,2025-05-08 13:38:55.507,2025-05-08 13:38:55,259.00000,-12.10316,-45.79600,33,14029,GTERI,T,T1,68,6.0,T1_68
2797,TDD0A35,212794,2025-05-08 13:41:49,2025-05-08 13:45:19.733,2025-05-08 13:41:55,269.00000,-12.10472,-45.80755,0,13958,GTERI,T,T1,69,6.0,T1_69
2796,TDD0A35,212794,2025-05-08 13:41:53,2025-05-08 13:45:18.670,2025-05-08 13:41:55,269.00000,-12.10472,-45.80756,0,13958,GTIGF,X,NA,0,2.0,NA_0
2798,TDD0A35,212794,2025-05-08 13:41:54,2025-05-08 13:52:18.633,2025-05-08 13:52:15,269.00000,-12.10472,-45.80756,0,12635,GTIGN,X,NA,0,621.0,NA_0
2801,TDD0A35,212794,2025-05-08 13:52:22,2025-05-08 13:52:26.443,2025-05-08 13:52:23,282.00000,-12.10474,-45.80756,4,13830,GTERI,T,T5,128,1.0,T5_128
2803,TDD0A35,212794,2025-05-08 13:55:14,2025-05-08 13:55:20.990,2025-05-08 13:55:20,80.00000,-12.09237,-45.80118,44,14492,GTERI,T,T5,129,6.0,T5_129
2806,TDD0A35,212794,2025-05-08 13:58:14,2025-05-08 13:58:20.483,2025-05-08 13:58:20,81.00000,-12.08954,-45.78184,57,12754,GTERI,T,T5,130,6.0,T5_130
2808,TDD0A35,212794,2025-05-08 14:01:14,2025-05-08 14:01:20.493,2025-05-08 14:01:20,267.00000,-12.08812,-45.77347,6,14101,GTERI,T,T5,131,6.0,T5_131
2810,TDD0A35,212794,2025-05-08 14:03:30,2025-05-08 14:03:31.600,2025-05-08 14:03:31,357.00000,-12.08725,-45.77058,0,14053,GTIGF,X,NA,0,1.0,NA_0
2811,TDD0A35,212794,2025-05-08 14:03:31,2025-05-08 14:03:32.303,2025-05-08 14:03:32,357.00000,-12.08725,-45.77058,0,14045,GTERI,T,T1,70,1.0,T1_70
2812,TDD0A35,212794,2025-05-08 14:03:31,2025-05-08 14:46:26.173,2025-05-08 14:46:23,357.00000,-12.08725,-45.77058,0,12643,GTIGN,X,NA,0,2572.0,NA_0
2815,TDD0A35,212794,2025-05-08 14:46:31,2025-05-08 14:46:32.593,2025-05-08 14:46:32,145.00000,-12.08729,-45.77061,1,12603,GTERI,T,T5,132,1.0,T5_132
2817,TDD0A35,212794,2025-05-08 14:49:24,2025-05-08 14:49:30.853,2025-05-08 14:49:30,84.00000,-12.08636,-45.76264,27,14077,GTERI,T,T1,71,6.0,T1_71
2820,TDD0A35,212794,2025-05-08 14:52:24,2025-05-08 14:52:30.520,2025-05-08 14:52:30,83.00000,-12.08475,-45.75060,5,14029,GTERI,T,T1,72,6.0,T1_72
2822,TDD0A35,212794,2025-05-08 14:55:25,2025-05-08 14:55:30.497,2025-05-08 14:55:30,81.00000,-12.08401,-45.74481,30,13384,GTERI,T,NA,0,5.0,NA_0
2825,TDD0A35,212794,2025-05-08 14:58:25,2025-05-08 14:58:30.503,2025-05-08 14:58:30,82.00000,-12.08318,-45.73379,65,14101,GTERI,T,NA,0,5.0,NA_0
2827,TDD0A35,212794,2025-05-08 15:01:25,2025-05-08 15:16:10.407,2025-05-08 15:01:30,82.00000,-12.08004,-45.70977,54,14101,GTERI,T,NA,0,5.0,NA_0
2828,TDD0A35,212794,2025-05-08 15:04:24,2025-05-08 15:16:10.650,2025-05-08 15:04:30,82.00000,-12.07633,-45.68159,61,14444,GTERI,T,NA,0,6.0,NA_0
2830,TDD0A35,212794,2025-05-08 15:07:24,2025-05-08 15:16:11.290,2025-05-08 15:07:30,82.00000,-12.07298,-45.65617,52,14093,GTERI,T,NA,0,6.0,NA_0
2832,TDD0A35,212794,2025-05-08 15:10:24,2025-05-08 15:16:12.260,2025-05-08 15:10:30,80.00000,-12.07179,-45.64685,0,14014,GTERI,T,NA,0,6.0,NA_0
2835,TDD0A35,212794,2025-05-08 15:12:18,2025-05-08 15:16:14.430,2025-05-08 15:12:19,354.00000,-12.07179,-45.64684,0,14022,GTERI,T,NA,0,1.0,NA_0
2836,TDD0A35,212794,2025-05-08 15:13:02,2025-05-08 15:16:14.980,2025-05-08 15:13:02,354.00000,-12.07179,-45.64683,0,13687,GTIGF,X,NA,0,0.0,NA_0
2837,TDD0A35,212794,2025-05-08 15:13:03,2025-05-08 15:16:15.873,2025-05-08 15:13:03,354.00000,-12.07179,-45.64683,0,12555,GTERI,T,T5,133,0.0,T5_133
2838,TDD0A35,212794,2025-05-08 15:13:03,2025-05-08 15:16:57.050,2025-05-08 15:13:04,354.00000,-12.07179,-45.64683,0,12555,GTIGN,X,NA,0,1.0,NA_0
2841,TDD0A35,212794,2025-05-08 15:13:13,2025-05-08 15:16:58.930,2025-05-08 15:13:13,0.00000,-12.07176,-45.64683,0,12667,GTERI,T,NA,0,0.0,NA_0
2842,TDD0A35,212794,2025-05-08 15:16:07,2025-05-08 15:16:59.910,2025-05-08 15:16:11,5.00000,-12.07070,-45.64333,0,14029,GTERI,T,T1,73,4.0,T1_73
2844,TDD0A35,212794,2025-05-08 15:19:07,2025-05-08 15:19:12.997,2025-05-08 15:19:11,5.00000,-12.07070,-45.64333,0,14069,GTERI,T,T1,74,4.0,T1_74
2847,TDD0A35,212794,2025-05-08 15:22:07,2025-05-08 15:22:12.970,2025-05-08 15:22:11,5.00000,-12.07070,-45.64333,0,14045,GTERI,T,T1,75,4.0,T1_75
2850,TDD0A35,212794,2025-05-08 15:25:07,2025-05-08 15:28:31.957,2025-05-08 15:25:11,9.00000,-12.06902,-45.64310,52,14061,GTERI,T,T1,76,4.0,T1_76
2851,TDD0A35,212794,2025-05-08 15:25:56,2025-05-08 15:28:32.657,2025-05-08 15:25:56,53.00000,-12.06425,-45.64231,0,14014,GTIGF,X,NA,0,0.0,NA_0
2852,TDD0A35,212794,2025-05-08 15:25:57,2025-05-08 15:28:33.357,2025-05-08 15:25:57,53.00000,-12.06425,-45.64231,0,13806,GTERI,T,T1,77,0.0,T1_77
2853,TDD0A35,212794,2025-05-08 15:25:57,2025-05-08 15:28:34.100,2025-05-08 15:27:58,53.00000,-12.06425,-45.64231,0,12842,GTIGN,X,NA,0,121.0,NA_0
2856,TDD0A35,212794,2025-05-08 15:28:06,2025-05-08 15:28:35.600,2025-05-08 15:28:06,218.00000,-12.06430,-45.64235,3,13822,GTERI,T,T5,134,0.0,T5_134
2858,TDD0A35,212794,2025-05-08 15:31:02,2025-05-08 15:31:08.040,2025-05-08 15:31:06,278.00000,-12.07108,-45.64365,5,14093,GTERI,T,T5,135,4.0,T5_135
2860,TDD0A35,212794,2025-05-08 15:34:02,2025-05-08 15:34:09.377,2025-05-08 15:34:06,278.00000,-12.07107,-45.64366,0,14069,GTERI,T,T5,136,4.0,T5_136
2863,TDD0A35,212794,2025-05-08 15:37:02,2025-05-08 15:37:08.133,2025-05-08 15:37:06,278.00000,-12.07107,-45.64366,0,14069,GTERI,T,T5,137,4.0,T5_137
2865,TDD0A35,212794,2025-05-08 15:40:02,2025-05-08 15:40:16.180,2025-05-08 15:40:06,278.00000,-12.07107,-45.64366,0,14069,GTERI,T,T5,138,4.0,T5_138
2868,TDD0A35,212794,2025-05-08 15:43:02,2025-05-08 15:43:08.080,2025-05-08 15:43:06,278.00000,-12.07107,-45.64366,0,14061,GTERI,T,T5,139,4.0,T5_139
2870,TDD0A35,212794,2025-05-08 15:46:02,2025-05-08 15:46:09.210,2025-05-08 15:46:06,278.00000,-12.07107,-45.64366,0,14061,GTERI,T,T5,140,4.0,T5_140
2873,TDD0A35,212794,2025-05-08 15:49:02,2025-05-08 15:49:08.070,2025-05-08 15:49:06,278.00000,-12.07107,-45.64366,0,14061,GTERI,T,T5,141,4.0,T5_141
2875,TDD0A35,212794,2025-05-08 15:52:02,2025-05-08 15:52:08.787,2025-05-08 15:52:06,278.00000,-12.07107,-45.64366,0,14053,GTERI,T,T5,142,4.0,T5_142
2878,TDD0A35,212794,2025-05-08 15:55:02,2025-05-08 15:55:07.930,2025-05-08 15:55:06,278.00000,-12.07107,-45.64366,0,14069,GTERI,T,T5,143,4.0,T5_143
2880,TDD0A35,212794,2025-05-08 15:58:02,2025-05-08 15:58:07.910,2025-05-08 15:58:06,278.00000,-12.07107,-45.64366,0,14069,GTERI,T,T5,144,4.0,T5_144
2883,TDD0A35,212794,2025-05-08 16:01:02,2025-05-08 16:01:07.933,2025-05-08 16:01:06,278.00000,-12.07107,-45.64366,0,14061,GTERI,T,T5,145,4.0,T5_145
2886,TDD0A35,212794,2025-05-08 16:04:02,2025-05-08 16:15:12.417,2025-05-08 16:04:06,176.00000,-12.07096,-45.64352,0,14029,GTERI,T,T5,146,4.0,T5_146
2888,TDD0A35,212794,2025-05-08 16:07:02,2025-05-08 16:15:13.297,2025-05-08 16:07:06,176.00000,-12.07096,-45.64352,0,14045,GTERI,T,T5,147,4.0,T5_147
2889,TDD0A35,212794,2025-05-08 16:10:02,2025-05-08 16:17:44.507,2025-05-08 16:10:06,176.00000,-12.07096,-45.64352,0,14037,GTERI,T,T5,148,4.0,T5_148
2892,TDD0A35,212794,2025-05-08 16:12:08,2025-05-08 16:28:01.297,2025-05-08 16:12:09,0.00000,-12.07094,-45.64355,0,13982,GTERI,T,NA,0,1.0,NA_0
2893,TDD0A35,212794,2025-05-08 16:15:02,2025-05-08 16:28:02.427,2025-05-08 16:15:06,0.00000,-12.07094,-45.64353,0,14029,GTERI,T,NA,0,4.0,NA_0
2896,TDD0A35,212794,2025-05-08 16:18:02,2025-05-08 16:28:03.380,2025-05-08 16:18:06,0.00000,-12.07094,-45.64353,0,14014,GTERI,T,NA,0,4.0,NA_0
2898,TDD0A35,212794,2025-05-08 16:21:02,2025-05-08 16:28:44.097,2025-05-08 16:21:06,0.00000,-12.07094,-45.64353,0,14037,GTERI,T,NA,0,4.0,NA_0
2899,TDD0A35,212794,2025-05-08 16:24:02,2025-05-08 16:28:44.920,2025-05-08 16:24:06,0.00000,-12.07094,-45.64353,0,14045,GTERI,T,NA,0,4.0,NA_0
2901,TDD0A35,212794,2025-05-08 16:27:02,2025-05-08 16:28:46.247,2025-05-08 16:27:06,0.00000,-12.07094,-45.64353,0,14069,GTERI,T,NA,0,4.0,NA_0
2904,TDD0A35,212794,2025-05-08 16:27:57,2025-05-08 16:28:47.697,2025-05-08 16:27:57,325.00000,-12.07093,-45.64353,0,14022,GTERI,T,T10,40,0.0,T10_40
2906,TDD0A35,212794,2025-05-08 16:30:50,2025-05-08 16:30:56.040,2025-05-08 16:30:54,325.00000,-12.07093,-45.64354,0,14069,GTERI,T,NA,0,4.0,NA_0
2909,TDD0A35,212794,2025-05-08 16:33:50,2025-05-08 16:34:02.567,2025-05-08 16:33:54,325.00000,-12.07093,-45.64354,0,14077,GTERI,T,NA,0,4.0,NA_0
2911,TDD0A35,212794,2025-05-08 16:36:50,2025-05-08 16:36:55.973,2025-05-08 16:36:54,325.00000,-12.07093,-45.64354,0,14053,GTERI,T,NA,0,4.0,NA_0
2914,TDD0A35,212794,2025-05-08 16:39:50,2025-05-08 16:39:56.350,2025-05-08 16:39:54,325.00000,-12.07093,-45.64354,0,14069,GTERI,T,NA,0,4.0,NA_0
2916,TDD0A35,212794,2025-05-08 16:42:50,2025-05-08 16:42:55.937,2025-05-08 16:42:54,325.00000,-12.07093,-45.64354,0,14053,GTERI,T,NA,0,4.0,NA_0
2919,TDD0A35,212794,2025-05-08 16:45:50,2025-05-08 16:46:06.700,2025-05-08 16:45:54,325.00000,-12.07093,-45.64354,0,14077,GTERI,T,NA,0,4.0,NA_0
2921,TDD0A35,212794,2025-05-08 16:48:50,2025-05-08 16:48:56.133,2025-05-08 16:48:54,325.00000,-12.07093,-45.64354,0,14069,GTERI,T,NA,0,4.0,NA_0
2924,TDD0A35,212794,2025-05-08 16:51:50,2025-05-08 16:51:57.903,2025-05-08 16:51:54,325.00000,-12.07093,-45.64354,0,14061,GTERI,T,NA,0,4.0,NA_0
2927,TDD0A35,212794,2025-05-08 16:54:50,2025-05-08 16:54:56.013,2025-05-08 16:54:54,325.00000,-12.07094,-45.64354,0,14061,GTERI,T,NA,0,4.0,NA_0
2930,TDD0A35,212794,2025-05-08 16:57:50,2025-05-08 16:58:43.453,2025-05-08 16:57:54,325.00000,-12.07094,-45.64354,0,14061,GTERI,T,NA,0,4.0,NA_0
2932,TDD0A35,212794,2025-05-08 17:00:50,2025-05-08 17:03:46.150,2025-05-08 17:00:54,325.00000,-12.07094,-45.64354,0,14014,GTERI,T,NA,0,4.0,NA_0
2934,TDD0A35,212794,2025-05-08 17:03:50,2025-05-08 17:03:55.917,2025-05-08 17:03:54,352.00000,-12.06338,-45.64221,11,14069,GTERI,T,NA,0,4.0,NA_0
2936,TDD0A35,212794,2025-05-08 17:06:50,2025-05-08 17:07:46.157,2025-05-08 17:06:54,32.00000,-12.04420,-45.63843,11,14037,GTERI,T,NA,0,4.0,NA_0
2939,TDD0A35,212794,2025-05-08 17:09:50,2025-05-08 17:12:48.003,2025-05-08 17:09:54,189.00000,-12.05864,-45.64142,81,12714,GTERI,T,NA,0,4.0,NA_0
2941,TDD0A35,212794,2025-05-08 17:12:50,2025-05-08 17:12:56.080,2025-05-08 17:12:54,262.00000,-12.07251,-45.65282,98,12587,GTERI,T,NA,0,4.0,NA_0
2942,TDD0A35,212794,2025-05-08 17:13:37,2025-05-08 17:15:34.840,2025-05-08 17:13:37,262.00000,-12.07431,-45.66651,120,13982,Velocidade máxima excedida,X,NA,0,0.0,NA_0
2943,TDD0A35,212794,2025-05-08 17:13:45,2025-05-08 17:19:03.557,2025-05-08 17:13:45,262.00000,-12.07463,-45.66894,115,13934,Retorno à velocidade normal,X,NA,0,0.0,NA_0
2945,TDD0A35,212794,2025-05-08 17:14:36,2025-05-08 17:19:05.120,2025-05-08 17:14:36,262.00000,-12.07659,-45.68383,120,12547,Velocidade máxima excedida,X,NA,0,0.0,NA_0
2946,TDD0A35,212794,2025-05-08 17:14:39,2025-05-08 17:19:05.700,2025-05-08 17:14:39,262.00000,-12.07672,-45.68474,119,12563,Retorno à velocidade normal,X,NA,0,0.0,NA_0
2949,TDD0A35,212794,2025-05-08 17:15:50,2025-05-08 17:19:07.167,2025-05-08 17:15:54,262.00000,-12.07888,-45.70116,81,14117,GTERI,T,NA,0,4.0,NA_0
2951,TDD0A35,212794,2025-05-08 17:18:50,2025-05-08 17:19:07.900,2025-05-08 17:18:54,262.00000,-12.08324,-45.73440,44,13193,GTERI,T,NA,0,4.0,NA_0
2953,TDD0A35,212794,2025-05-08 17:21:50,2025-05-08 17:21:56.003,2025-05-08 17:21:54,262.00000,-12.08581,-45.75659,91,12587,GTERI,T,NA,0,4.0,NA_0
2955,TDD0A35,212794,2025-05-08 17:24:50,2025-05-08 17:24:56.407,2025-05-08 17:24:54,262.00000,-12.08993,-45.78868,61,14181,GTERI,T,NA,0,4.0,NA_0
2958,TDD0A35,212794,2025-05-08 17:27:50,2025-05-08 17:27:56.320,2025-05-08 17:27:54,82.00000,-12.08161,-45.78277,61,14085,GTERI,T,NA,0,4.0,NA_0
2960,TDD0A35,212794,2025-05-08 17:30:50,2025-05-08 17:30:55.923,2025-05-08 17:30:54,82.00000,-12.08776,-45.77330,14,13599,GTERI,T,NA,0,4.0,NA_0
2962,TDD0A35,212794,2025-05-08 17:32:02,2025-05-08 17:32:04.003,2025-05-08 17:32:02,2.00000,-12.08728,-45.77057,0,13862,GTIGF,X,NA,0,0.0,NA_0
2963,TDD0A35,212794,2025-05-08 17:32:03,2025-05-08 17:32:04.947,2025-05-08 17:32:03,2.00000,-12.08728,-45.77057,0,14014,GTERI,T,T1,78,0.0,T1_78
2964,TDD0A35,212794,2025-05-08 17:32:03,2025-05-08 17:45:56.060,2025-05-08 17:45:54,2.00000,-12.08728,-45.77057,0,12778,GTIGN,X,NA,0,831.0,NA_0
2967,TDD0A35,212794,2025-05-08 17:46:02,2025-05-08 17:46:03.993,2025-05-08 17:46:02,21.00000,-12.08722,-45.77066,2,12555,GTERI,T,T5,149,0.0,T5_149
2970,TDD0A35,212794,2025-05-08 17:48:55,2025-05-08 17:49:00.937,2025-05-08 17:48:59,262.00000,-12.08760,-45.77239,35,14133,GTERI,T,T5,150,4.0,T5_150
2973,TDD0A35,212794,2025-05-08 17:51:55,2025-05-08 17:52:01.063,2025-05-08 17:51:59,81.00000,-12.08981,-45.78321,42,12619,GTERI,T,T5,151,4.0,T5_151
2975,TDD0A35,212794,2025-05-08 17:54:04,2025-05-08 17:54:06.943,2025-05-08 17:54:04,165.00000,-12.08942,-45.77308,0,14093,GTIGF,X,NA,0,0.0,NA_0
2976,TDD0A35,212794,2025-05-08 17:54:05,2025-05-08 17:54:07.673,2025-05-08 17:54:05,165.00000,-12.08942,-45.77308,0,14014,GTERI,T,T1,79,0.0,T1_79
2977,TDD0A35,212794,2025-05-08 18:51:43,2025-05-08 18:54:07.263,2025-05-08 18:54:04,165.00000,-12.08942,-45.77308,0,12969,GTERI,T,NA,0,141.0,NA_0
2978,TDD0A35,212794,2025-05-08 19:51:43,2025-05-08 19:54:07.703,2025-05-08 19:54:04,165.00000,-12.08942,-45.77308,0,12946,GTERI,T,NA,0,141.0,NA_0
2979,TDD0A35,212794,2025-05-08 19:51:43,2025-05-08 20:14:48.013,2025-05-08 20:14:46,165.00000,-12.08942,-45.77308,0,12722,GTIGN,X,NA,0,1383.0,NA_0
2982,TDD0A35,212794,2025-05-08 20:14:56,2025-05-08 20:14:57.973,2025-05-08 20:14:56,252.00000,-12.08936,-45.77294,2,13902,GTERI,T,T5,152,0.0,T5_152
2984,TDD0A35,212794,2025-05-08 20:17:20,2025-05-08 20:17:22.000,2025-05-08 20:17:20,348.00000,-12.09744,-45.77189,0,13344,GTIGF,X,NA,0,0.0,NA_0
2985,TDD0A35,212794,2025-05-08 20:17:21,2025-05-08 20:17:22.903,2025-05-08 20:17:21,348.00000,-12.09744,-45.77189,0,12850,GTERI,T,T5,153,0.0,T5_153
2986,TDD0A35,212794,2025-05-08 21:14:58,2025-05-08 21:17:28.610,2025-05-08 21:17:19,348.00000,-12.09744,-45.77189,0,12826,GTERI,T,NA,0,141.0,NA_0
2987,TDD0A35,212794,2025-05-08 22:14:58,2025-05-08 22:17:23.070,2025-05-08 22:17:19,348.00000,-12.09744,-45.77189,0,12898,GTERI,T,NA,0,141.0,NA_0
2988,TDD0A35,212794,2025-05-08 23:14:58,2025-05-08 23:17:25.087,2025-05-08 23:17:19,348.00000,-12.09744,-45.77189,0,12882,GTERI,T,T5,154,141.0,T5_154
2989,TDD0A35,212794,2025-05-09 00:14:59,2025-05-09 00:17:23.503,2025-05-09 00:17:19,348.00000,-12.09744,-45.77189,0,12882,GTERI,T,NA,0,140.0,NA_0
2990,TDD0A35,212794,2025-05-09 01:14:58,2025-05-09 01:17:23.447,2025-05-09 01:17:19,348.00000,-12.09744,-45.77189,0,12874,GTERI,T,T10,41,141.0,T10_41
