Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Message_Category,Match_Type,Match_ID,delta,Delta,Tempo de fix,Match_Complete
2025-06-05 17:43:23,2025-06-05 17:43:22,2025-06-05 17:43:22,867488061407846,25209,GTIGN,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12644,0,0,1,0,22,12,90,1,0.0,146,757,-12.091038,-45.789695,724,2,937b,077ab28d,0.0,1308.5,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-06-05 17:43:27,2025-06-05 17:43:26,2025-06-05 17:43:27,867488061407846,25212,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12190,0,-,1,0,22,12,-,1,0.0,171,757,-12.091038,-45.789695,724,2,937b,077ab28d,0.0,1308.5,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T5,12,,5.0,-1.0,T5_12
2025-06-05 17:43:35,2025-06-05 17:43:34,2025-06-05 17:43:35,867488061407846,25213,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12943,0,-,1,0,22,12,-,1,7.6,93,759,-12.091037,-45.789678,724,2,937b,077ab28d,0.0,1308.5,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 17:43:37,2025-06-05 17:43:36,2025-06-05 17:43:37,867488061407846,25214,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13777,0,-,1,0,22,12,-,1,5.4,59,759,-12.09102,-45.789642,724,2,937b,077ab28d,0.0,1308.5,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 17:43:39,2025-06-05 17:43:38,2025-06-05 17:43:39,867488061407846,25215,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13777,0,-,1,0,22,12,-,1,5.3,19,760,-12.090993,-45.789636,724,2,937b,077ab28d,0.0,1308.5,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 17:43:42,2025-06-05 17:43:41,2025-06-05 17:43:42,867488061407846,25216,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13645,0,-,1,0,22,12,-,1,13.7,56,760,-12.090946,-45.789605,724,2,937b,077ab28d,0.0,1308.5,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 17:46:26,2025-06-05 17:46:26,2025-06-05 17:46:26,867488061407846,25219,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13973,0,-,1,0,22,12,-,1,27.9,89,770,-12.08875,-45.773239,724,2,937b,077ad20f,1.8,1310.3,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,T1,5,,0.0,0.0,T1_5
2025-06-05 17:46:29,2025-06-05 17:46:29,2025-06-05 17:46:28,867488061407846,25220,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13751,0,-,1,0,22,12,-,1,21.1,130,770,-12.088793,-45.773134,724,2,937b,077ad20f,1.8,1310.3,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,,T,NA,0,,,1.0,NA_0
2025-06-05 17:46:30,2025-06-05 17:46:30,2025-06-05 17:46:30,867488061407846,25221,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13751,0,-,1,0,22,12,-,1,19.6,166,770,-12.088884,-45.773091,724,2,937b,077ad20f,1.8,1310.3,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 17:46:43,2025-06-05 17:46:43,2025-06-05 17:46:43,867488061407846,25222,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13862,0,-,1,0,22,12,-,1,13.5,201,769,-12.0895,-45.773033,724,2,937b,077ad20f,1.9,1310.4,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,T10,11,,10.0,0.0,T10_11
2025-06-05 17:46:51,2025-06-05 17:46:51,2025-06-05 17:46:51,867488061407846,25223,GTIGF,0x09fe7fbf,,802003,0x0a04,0x0a14,100,13862,0,0,0,0,12,12,209,1,0.0,201,769,-12.089581,-45.773036,724,2,937b,077ad20f,1.9,1310.4,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-06-05 17:46:52,2025-06-05 17:46:52,2025-06-05 17:46:52,867488061407846,25225,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13862,0,-,0,0,12,12,-,1,0.0,201,769,-12.089581,-45.773036,724,2,937b,077ad20f,1.9,1310.4,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,,T,NA,0,,,0.0,NA_0
2025-06-05 18:46:47,2025-06-05 18:46:46,2025-06-05 18:44:19,867488061407846,25288,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12812,0,-,0,0,11,12,-,1,0.0,201,769,-12.089581,-45.773036,724,2,937b,077ad20f,1.9,1310.4,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,,T,T10,12,,10.0,147.0,T10_12
2025-06-05 19:46:47,2025-06-05 19:46:46,2025-06-05 19:44:20,867488061407846,25349,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12788,0,-,0,0,11,12,-,1,0.0,201,769,-12.089581,-45.773036,724,2,937b,077ad20f,1.9,1310.4,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,,T,T10,13,,8.0,146.0,T10_13
2025-06-05 20:46:47,2025-06-05 20:46:46,2025-06-05 20:44:20,867488061407846,25410,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12658,0,-,0,0,11,12,-,1,0.0,201,769,-12.089581,-45.773036,724,2,937b,077ab28d,1.9,1310.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T10,14,,10.0,146.0,T10_14
2025-06-05 21:31:09,2025-06-05 21:31:09,2025-06-05 20:44:20,867488061407846,25455,GTIGN,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12564,0,0,1,0,22,12,13458,0,0.0,201,769,-12.089581,-45.773036,724,2,937b,077ad20f,0.0,1310.4,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,X,NA,0,,,2809.0,NA_0
2025-06-05 21:31:36,2025-06-05 21:31:36,2025-06-05 21:31:36,867488061407846,25459,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13929,0,-,1,0,22,12,-,1,23.3,172,805,-12.090094,-45.77299,724,2,937b,077ad20f,0.1,1310.4,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,,T,NA,0,,,0.0,NA_0
2025-06-05 21:32:37,2025-06-05 21:32:37,2025-06-05 21:32:37,867488061407846,25461,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13933,0,-,1,0,22,12,-,1,18.7,218,772,-12.09411,-45.772442,724,2,937b,077ab28d,0.5,1310.9,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 21:32:40,2025-06-05 21:32:40,2025-06-05 21:32:40,867488061407846,25462,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13757,0,-,1,0,22,12,-,1,25.4,252,772,-12.094183,-45.772594,724,2,937b,077ad311,0.5,1310.9,0:00:00,0:00:00,-,-,0,-,,,,,4,5,0,0,11,,T,NA,0,,,0.0,NA_0
2025-06-05 21:32:48,2025-06-05 21:32:47,2025-06-05 21:32:48,867488061407846,25463,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13883,0,-,1,0,22,12,-,1,22.5,209,769,-12.094346,-45.773131,724,2,937b,077ad20f,0.6,1311.0,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:32:50,2025-06-05 21:32:49,2025-06-05 21:32:50,867488061407846,25464,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13883,0,-,1,0,22,12,-,1,20.5,155,768,-12.094446,-45.773126,724,2,937b,077ad20f,0.6,1311.0,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:32:52,2025-06-05 21:32:51,2025-06-05 21:32:52,867488061407846,25465,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13937,0,-,1,0,22,12,-,1,25.2,117,767,-12.094513,-45.773036,724,2,937b,077ad20f,0.6,1311.0,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:32:55,2025-06-05 21:32:54,2025-06-05 21:32:55,867488061407846,25466,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13862,0,-,1,0,22,12,-,1,33.3,86,766,-12.094529,-45.772806,724,2,937b,077ad20f,0.6,1311.0,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:33:01,2025-06-05 21:33:00,2025-06-05 21:33:01,867488061407846,25467,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13931,0,-,1,0,22,12,-,1,21.9,127,764,-12.094533,-45.772386,724,2,937b,077ad20f,0.7,1311.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:33:03,2025-06-05 21:33:02,2025-06-05 21:33:03,867488061407846,25468,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13931,0,-,1,0,22,12,-,1,25.1,168,764,-12.094634,-45.772336,724,2,937b,077ad20f,0.7,1311.1,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:33:41,2025-06-05 21:33:40,2025-06-05 21:33:41,867488061407846,25471,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13925,0,-,1,0,22,12,-,1,13.1,123,765,-12.09752,-45.771918,724,2,937b,077ab28d,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,T10,15,,8.0,-1.0,T10_15
2025-06-05 21:33:43,2025-06-05 21:33:42,2025-06-05 21:33:43,867488061407846,25472,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13925,0,-,1,0,22,12,-,1,8.7,75,764,-12.097515,-45.77187,724,2,937b,077ab28d,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:33:44,2025-06-05 21:33:43,2025-06-05 21:33:44,867488061407846,25473,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13971,0,-,1,0,22,12,-,1,8.1,44,764,-12.097497,-45.771858,724,2,937b,077ab28d,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:34:06,2025-06-05 21:33:45,2025-06-05 21:33:46,867488061407846,25474,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13877,0,-,1,0,22,12,-,1,5.8,1,764,-12.097458,-45.771857,724,2,937b,077ab28d,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-05 21:34:06,2025-06-05 21:33:46,2025-06-05 21:33:46,867488061407846,25475,GTIGF,0x09fe7fbf,,802003,0x0a04,0x0a14,100,13877,0,0,0,0,12,12,157,0,5.8,1,764,-12.097458,-45.771857,724,2,937b,077ab28d,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,X,NA,0,,,0.0,NA_0
2025-06-05 21:34:07,2025-06-05 21:33:47,2025-06-05 21:33:47,867488061407846,25477,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13877,0,-,0,0,12,12,-,1,3.5,356,763,-12.097446,-45.771861,724,2,937b,077ab28d,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,NA,0,,,0.0,NA_0
2025-06-05 22:33:42,2025-06-05 22:33:41,2025-06-05 22:31:14,867488061407846,25535,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12748,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,2,937b,077ad212,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,5,0,0,10,,T,T10,16,,10.0,147.0,T10_16
2025-06-05 23:33:42,2025-06-05 23:33:41,2025-06-05 23:31:15,867488061407846,25594,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12677,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,00031f0b,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T10,17,,9.0,146.0,T10_17
2025-06-06 00:33:42,2025-06-06 00:33:41,2025-06-06 00:31:36,867488061407846,25655,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12657,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,0002ed16,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,NA,0,,,125.0,NA_0
2025-06-06 01:33:42,2025-06-06 01:33:41,2025-06-06 01:31:15,867488061407846,25716,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12728,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,0002ed16,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T10,18,,9.0,146.0,T10_18
2025-06-06 02:33:42,2025-06-06 02:33:41,2025-06-06 02:31:34,867488061407846,25777,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12703,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,00031f15,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T10,19,,10.0,127.0,T10_19
2025-06-06 03:33:42,2025-06-06 03:33:41,2025-06-06 03:31:16,867488061407846,25838,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12712,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,0002ed16,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T10,20,,8.0,145.0,T10_20
2025-06-06 04:33:42,2025-06-06 04:33:41,2025-06-06 04:31:17,867488061407846,25899,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12690,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,0002ed16,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,T10,21,,7.0,144.0,T10_21
2025-06-06 05:33:42,2025-06-06 05:33:41,2025-06-06 05:31:36,867488061407846,25960,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12695,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,0002ed16,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,10,,T,NA,0,,,125.0,NA_0
2025-06-06 06:33:42,2025-06-06 06:33:41,2025-06-06 06:31:15,867488061407846,26021,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12661,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,00031f0b,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T10,22,,9.0,146.0,T10_22
2025-06-06 07:33:42,2025-06-06 07:33:41,2025-06-06 07:31:18,867488061407846,26082,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12690,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,00031f0b,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T10,23,,6.0,143.0,T10_23
2025-06-06 08:33:42,2025-06-06 08:33:41,2025-06-06 08:31:34,867488061407846,26143,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12686,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,00031f0b,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,NA,0,,,127.0,NA_0
2025-06-06 09:33:42,2025-06-06 09:33:41,2025-06-06 09:31:16,867488061407846,26203,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12643,0,-,0,0,11,11,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,00031f0b,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T5,13,,4.0,145.0,T5_13
2025-06-06 10:33:42,2025-06-06 10:33:41,2025-06-06 10:31:16,867488061407846,26264,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12570,0,-,0,0,11,12,-,1,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,00031f0b,1.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T5,14,,4.0,145.0,T5_14
2025-06-06 11:18:58,2025-06-06 11:18:57,2025-06-06 10:31:16,867488061407846,26309,GTIGN,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12448,0,0,1,0,22,12,49511,0,0.0,356,762,-12.097436,-45.771869,724,11,c4c9,00031f0b,0.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,X,NA,0,,,2861.0,NA_0
2025-06-06 11:19:06,2025-06-06 11:19:05,2025-06-06 11:19:06,867488061407846,26311,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,11864,0,-,1,0,22,12,-,1,0.0,356,1003,-12.09647,-45.77229,724,11,c4c9,00031f0b,0.0,1311.4,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,10,,T,T1,6,,1.0,-1.0,T1_6
2025-06-06 11:19:48,2025-06-06 11:19:47,2025-06-06 11:19:48,867488061407846,26315,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13961,0,-,1,0,22,12,-,1,19.7,311,844,-12.095247,-45.772156,724,11,c4c9,00031f0b,0.1,1311.5,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:19:50,2025-06-06 11:19:49,2025-06-06 11:19:50,867488061407846,26316,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13893,0,-,1,0,22,12,-,1,23.1,265,838,-12.095254,-45.772259,724,11,c4c9,00031f0b,0.1,1311.5,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:20:15,2025-06-06 11:20:14,2025-06-06 11:20:15,867488061407846,26317,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13885,0,-,1,0,22,12,-,1,9.8,307,814,-12.095585,-45.774001,724,11,c4c9,00031f0b,0.3,1311.7,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:20:17,2025-06-06 11:20:16,2025-06-06 11:20:17,867488061407846,26318,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13885,0,-,1,0,22,12,-,1,10.0,340,813,-12.095544,-45.774023,724,11,c4c9,00031f0b,0.3,1311.7,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:20:35,2025-06-06 11:20:34,2025-06-06 11:20:35,867488061407846,26319,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13780,0,-,1,0,22,12,-,1,15.4,24,801,-12.094635,-45.774143,724,11,c4c9,10116,0.4,1311.8,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:20:37,2025-06-06 11:20:36,2025-06-06 11:20:37,867488061407846,26320,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13854,0,-,1,0,22,12,-,1,20.1,62,799,-12.09458,-45.774073,724,11,c4c9,00031f0b,0.5,1311.8,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:20:48,2025-06-06 11:20:47,2025-06-06 11:20:48,867488061407846,26321,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13932,0,-,1,0,22,12,-,1,19.7,19,794,-12.094349,-45.773339,724,11,c4c9,00031f0b,0.5,1311.9,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:20:50,2025-06-06 11:20:49,2025-06-06 11:20:50,867488061407846,26322,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13862,0,-,1,0,22,12,-,1,21.2,335,793,-12.094253,-45.773355,724,11,c4c9,00031f0b,0.6,1311.9,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:20:52,2025-06-06 11:20:51,2025-06-06 11:20:52,867488061407846,26323,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13862,0,-,1,0,22,12,-,1,23.3,290,792,-12.094193,-45.773447,724,11,c4c9,00031f0b,0.6,1311.9,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:21:05,2025-06-06 11:21:04,2025-06-06 11:21:05,867488061407846,26324,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13864,0,-,1,0,22,12,-,1,20.9,342,787,-12.094147,-45.774265,724,11,c4c9,00031f0b,0.7,1312.0,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:22:08,2025-06-06 11:22:07,2025-06-06 11:22:06,867488061407846,26327,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13845,0,-,1,0,22,12,-,1,27.9,352,776,-12.089177,-45.774952,724,11,c4c9,10102,1.2,1312.6,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,10,,T,T5,15,,4.0,1.0,T5_15
2025-06-06 11:22:18,2025-06-06 11:22:17,2025-06-06 11:22:18,867488061407846,26328,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13899,0,-,1,0,22,12,-,1,8.9,34,776,-12.088972,-45.774953,724,11,c4c9,10102,1.2,1312.6,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:22:20,2025-06-06 11:22:19,2025-06-06 11:22:20,867488061407846,26329,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13899,0,-,1,0,22,12,-,1,17.7,69,776,-12.088934,-45.774883,724,11,c4c9,10102,1.2,1312.6,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:23:11,2025-06-06 11:23:10,2025-06-06 11:23:11,867488061407846,26330,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13900,0,-,1,0,22,12,-,1,18.5,30,775,-12.087802,-45.769084,724,11,c4c9,0002ed16,1.9,1313.3,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:23:13,2025-06-06 11:23:12,2025-06-06 11:23:13,867488061407846,26331,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13900,0,-,1,0,22,12,-,1,18.4,336,775,-12.087717,-45.769093,724,11,c4c9,00091c0b,1.9,1313.3,0:00:00,0:00:00,-,-,0,-,,,,,4,1,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:23:15,2025-06-06 11:23:14,2025-06-06 11:23:15,867488061407846,26332,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13900,0,-,1,0,22,12,-,1,24.2,295,775,-12.08765,-45.769178,724,11,c4c9,0002ed16,1.9,1313.3,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:23:19,2025-06-06 11:23:18,2025-06-06 11:23:19,867488061407846,26334,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13900,0,-,1,0,22,12,-,1,37.8,262,774,-12.087643,-45.769505,724,11,c4c9,0002ed02,1.9,1313.3,0:00:00,0:00:00,-,-,0,-,,,,,4,7,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:25:08,2025-06-06 11:25:07,2025-06-06 11:25:06,867488061407846,26336,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13977,0,-,1,0,22,12,-,1,42.3,277,768,-12.089293,-45.783786,724,11,c4c9,0005f934,3.5,1314.9,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,10,,T,T5,16,,4.0,1.0,T5_16
2025-06-06 11:26:06,2025-06-06 11:26:05,2025-06-06 11:26:06,867488061407846,26339,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13906,0,-,1,0,22,12,-,1,23.8,316,762,-12.090235,-45.791605,724,11,c4c9,00091c18,4.4,1315.8,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:26:07,2025-06-06 11:26:06,2025-06-06 11:26:07,867488061407846,26340,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13906,0,-,1,0,22,12,-,1,24.2,346,762,-12.09018,-45.791627,724,11,c4c9,00091c18,4.4,1315.8,0:00:00,0:00:00,-,-,0,-,,,,,4,3,0,0,11,,T,NA,0,,,-1.0,NA_0
2025-06-06 11:27:32,2025-06-06 11:27:31,2025-06-06 11:27:32,867488061407846,26342,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,13925,0,-,1,0,22,12,-,1,10.6,17,767,-12.082645,-45.790005,724,11,c4c9,0005f934,5.2,1316.6,0:00:00,0:00:00,-,-,0,-,,,,,4,28,0,0,11,,T,NA,0,,,-1.0,NA_0
